iso3,g.whoregion,year,sex,age_group,mort.nh.nr.num,mort.nh.nr.lo.num,mort.nh.nr.hi.num,mort.nh.re.num,mort.nh.re.lo.num,mort.nh.re.hi.num
GMB,AFR,2006,F,20_24,1.05227611644818,0,21.9983261622382,13.1830592904165,2.18389620929745,24.1822223715356
GMB,AFR,2006,F,5_9,0.553703078026559,0,15.957441064474,4.86920646124781,0,15.957441064474
GMB,AFR,2006,M,0_4,2.19623322167216,0,31.7807402381249,19.785736847413,3.89536672835056,35.6761069664754
GMB,AFR,2006,M,10_14,0.16765256591484,0,8.78071502657997,1.23842017805109,0,8.78071502657997
GMB,AFR,2006,M,15_19,2.11889451534045,0,31.2161578872488,21.4367720329849,5.82869308936053,37.0448509766093
GMB,AFR,2006,M,20_24,3.0020210060655,0,37.1562300960814,35.9241865790982,17.3460715310575,54.5023016271389
GMB,AFR,2006,M,5_9,0.617964986748183,0,16.8580258251916,4.80155811378071,0,16.8580258251916
GMB,AFR,2007,F,0_4,1.67242447890786,0,27.3456285139255,15.7396277562,2.06681349923728,29.4124420131627
GMB,AFR,2007,F,10_14,0.13707381992568,0,7.82874071695992,1.20412422720255,0,7.82874071695992
GMB,AFR,2007,F,15_19,0.646118081493887,0,16.9969344416932,7.56561533917137,0,16.9969344416932
GMB,AFR,2007,F,20_24,1.00309842342494,0,21.1780722602233,12.5669544176213,1.97791828750968,23.155990547733
GMB,AFR,2007,F,5_9,0.527825991612092,0,15.3624342806499,4.64164609295011,0,15.3624342806499
GMB,AFR,2007,M,0_4,2.09359316219102,0,30.5957284332726,18.8610585451327,3.56319432849637,34.158922761769
GMB,AFR,2007,M,10_14,0.159817391959789,0,8.45330758158099,1.18054311860264,0,8.45330758158099
GMB,AFR,2007,M,15_19,2.0198688486022,0,30.0521977239123,20.4349332779916,5.40883441603543,35.4610321399478
GMB,AFR,2007,M,20_24,2.86172278473563,0,35.7707818353501,34.2452844430308,16.3598935253557,52.1306753607059
GMB,AFR,2007,M,5_9,0.589084646367574,0,16.2294388426458,4.57715926327598,0,16.2294388426458
GMB,AFR,2008,F,0_4,1.44262552017091,0,20.5214311731055,13.5769291621713,3.31621357561855,23.837644748724
GMB,AFR,2008,F,10_14,0.118239234874888,0,5.87505106029538,1.03867191704989,0,5.87505106029538
GMB,AFR,2008,F,15_19,0.557338430023246,0,12.7552899404514,6.52606434657855,0.148419376352879,12.9037093168042
GMB,AFR,2008,F,20_24,0.865268000514456,0,15.8930101769615,10.8401960043209,2.8936909158401,18.7867010928017
GMB,AFR,2008,F,5_9,0.455300227491512,0,11.5286850174671,4.0038621736166,0,11.5286850174671
GMB,AFR,2008,M,0_4,1.80592365318906,0,22.9604572780141,16.2694607367679,4.78923209776082,27.7496893757749
GMB,AFR,2008,M,10_14,0.137857733557517,0,6.3437550770561,1.01833096324947,0,6.3437550770561
GMB,AFR,2008,M,15_19,1.74232940568691,0,22.5525665602372,17.6270777077107,6.35079442759212,28.9033609878293
GMB,AFR,2008,M,20_24,2.46850866689666,0,26.8440579842037,29.5398219210257,16.1177929289238,42.9618509131275
GMB,AFR,2008,M,5_9,0.508141656085829,0,12.1793255553763,3.94823613646149,0,12.1793255553763
GMB,AFR,2009,F,0_4,1.71461451161649,0,20.5250102390881,16.1366892786825,5.87418415913842,26.3991943982265
GMB,AFR,2009,F,10_14,0.140531763180575,0,5.87607570595575,1.23450051095695,0,5.87607570595575
GMB,AFR,2009,F,15_19,0.662417617488281,0,12.7575145428165,7.75647212381843,1.37771485241017,14.1352293952267
GMB,AFR,2009,F,20_24,1.028403455627,0,15.8957820173662,12.8839793264263,4.93608831774319,20.8318703351093
GMB,AFR,2009,F,5_9,0.541141388589013,0,11.5306956922598,4.75874028939736,0,11.5306956922598
GMB,AFR,2009,M,0_4,2.14640796196547,0,22.9644617254084,19.3368639922221,7.85463312951789,30.8190948549263
GMB,AFR,2009,M,10_14,0.16384908431973,0,6.3448614676293,1.21032452482704,0,6.3448614676293
GMB,AFR,2009,M,15_19,2.07082381479912,0,22.5564998689385,20.9504426562863,9.67219272181705,32.2286925907555
GMB,AFR,2009,M,20_24,2.93391508962814,0,26.8487397558578,35.1091857365953,21.6848158586664,48.5335556145241
GMB,AFR,2009,M,5_9,0.603945407383598,0,12.1814497059494,4.69262665893938,0,12.1814497059494
GMB,AFR,2010,F,0_4,1.75824933111583,0,28.7702275285446,16.5473480706135,2.16223430634119,30.9324618348858
GMB,AFR,2010,F,10_14,0.144108122810546,0,8.23658712302846,1.26591702271549,0,8.23658712302846
GMB,AFR,2010,F,15_19,0.679275326889698,0,17.8824074541292,7.95386474984017,0,17.8824074541292
GMB,AFR,2010,F,20_24,1.0545750521315,0,22.2813660045263,13.2118606714831,2.07117766921996,24.3525436737463
GMB,AFR,2010,F,5_9,0.554912767901814,0,16.1627563038654,4.87984434640728,0,16.1627563038654
GMB,AFR,2010,M,0_4,2.20103139093902,0,32.1896447901557,19.8289632741529,3.734140879075,35.9237856692307
GMB,AFR,2010,M,10_14,0.168018840944899,0,8.89369144933009,1.24112578762796,0,8.89369144933009
GMB,AFR,2010,M,15_19,2.12352372067389,0,31.6177982820719,21.4836055203081,5.67470637927219,37.2925046613441
GMB,AFR,2010,M,20_24,3.00857960138572,0,37.6342979921957,36.0026711071867,17.1855221110888,54.8198201032845
GMB,AFR,2010,M,5_9,0.619315071328524,0,17.0749283720337,4.8120482057921,0,17.0749283720337
GMB,AFR,2011,F,0_4,1.49358840968612,0,20.9033590971356,14.056554353286,3.60487480471824,24.5082339018538
GMB,AFR,2011,F,10_14,0.122416211490813,0,5.98439265718996,1.07536454546166,0,5.98439265718996
GMB,AFR,2011,F,15_19,0.577027237988107,0,12.9926808595478,6.7566072640579,0.260266834283976,13.2529476938318
GMB,AFR,2011,F,20_24,0.895834877985221,0,16.1887977529973,11.2231420312314,3.12874315473276,19.31754090773
GMB,AFR,2011,F,5_9,0.471384384374547,0,11.7432473790478,4.14530455261701,0,11.7432473790478
GMB,AFR,2011,M,0_4,1.86972058893124,0,23.3877783410044,16.8442036054975,5.15031443499526,28.5380927759997
GMB,AFR,2011,M,10_14,0.142727762782618,0,6.46181980590947,1.05430501725182,0,6.46181980590947
