iso3,g.whoregion,year,sex,age_group,mort.nh.nr.num,mort.nh.nr.lo.num,mort.nh.nr.hi.num,mort.nh.re.num,mort.nh.re.lo.num,mort.nh.re.hi.num
MOZ,AFR,2003,M,0_4,57.6249956995677,0,944.522610073505,427.966041767139,0,944.522610073505
MOZ,AFR,2003,M,10_14,7.38400878903837,0,338.106101410042,44.75483436513,0,338.106101410042
MOZ,AFR,2003,M,15_19,18.0615753401358,0,528.791808741568,150.987690475022,0,528.791808741568
MOZ,AFR,2003,M,20_24,25.5893949326734,0,629.414746987507,253.76787987593,0,629.414746987507
MOZ,AFR,2003,M,5_9,27.2173519597927,0,649.12724897364,173.74498524608,0,649.12724897364
MOZ,AFR,2004,F,0_4,44.9542005836919,0,826.588954317269,349.090349870342,0,826.588954317269
MOZ,AFR,2004,F,10_14,6.17923170694721,0,306.458518864519,44.7238971791825,0,306.458518864519
MOZ,AFR,2004,F,15_19,6.94485980629721,0,324.889891881505,67.3669830611309,0,324.889891881505
MOZ,AFR,2004,F,20_24,10.7818959446191,0,404.810739871115,112.019902746118,0,404.810739871115
MOZ,AFR,2004,F,5_9,23.7941796973972,0,601.367324070694,172.40525882487,0,601.367324070694
MOZ,AFR,2004,M,0_4,56.2360318448995,0,924.51038105702,417.65056398146,0,924.51038105702
MOZ,AFR,2004,M,10_14,7.20602836255821,0,330.942422466706,43.6760863930038,0,330.942422466706
MOZ,AFR,2004,M,15_19,17.6262282307563,0,517.587944836442,147.348359278147,0,517.587944836442
MOZ,AFR,2004,M,20_24,24.9726010536835,0,616.078917936166,247.651186792595,0,616.078917936166
MOZ,AFR,2004,M,5_9,26.5613186250741,0,635.373758026197,169.557123685199,0,635.373758026197
MOZ,AFR,2005,F,0_4,42.7419789633525,0,800.951645747795,331.911416435731,0,800.951645747795
MOZ,AFR,2005,F,10_14,5.87514822194015,0,296.953466116309,42.523008919559,0,296.953466116309
MOZ,AFR,2005,F,15_19,6.60309932976256,0,314.81317555743,64.0518157466303,0,314.81317555743
MOZ,AFR,2005,F,20_24,10.2513127508966,0,392.255215391738,106.507340014601,0,392.255215391738
MOZ,AFR,2005,F,5_9,22.623254665223,0,582.715442055729,163.921098588904,0,582.715442055729
MOZ,AFR,2005,M,0_4,53.4686249313282,0,895.835962180448,397.097743657926,0,895.835962180448
MOZ,AFR,2005,M,10_14,6.85141563374876,0,320.677982131284,41.5267614944257,0,320.677982131284
MOZ,AFR,2005,M,15_19,16.7588315765877,0,501.534546367584,140.09726323187,0,501.534546367584
MOZ,AFR,2005,M,20_24,23.7436852404834,0,596.970744230502,235.464131909833,0,596.970744230502
MOZ,AFR,2005,M,5_9,25.2542211221896,0,615.667139632151,161.213121789318,0,615.667139632151
MOZ,AFR,2006,F,0_4,40.2199695277453,0,774.434620348323,312.326836022351,0,774.434620348323
MOZ,AFR,2006,F,10_14,5.52848249399086,0,287.122257646644,40.01391990856,0,287.122257646644
MOZ,AFR,2006,F,15_19,6.21348052366583,0,304.390687487565,60.2724099353334,0,304.390687487565
MOZ,AFR,2006,F,20_24,9.64642949298079,0,379.268861515273,100.222827154119,0,379.268861515273
MOZ,AFR,2006,F,5_9,21.288359484568,0,563.423540653579,154.248861426235,0,563.423540653579
MOZ,AFR,2006,M,0_4,50.3136849904009,0,866.177611281223,373.66681508019,0,866.177611281223
MOZ,AFR,2006,M,10_14,6.44714481394426,0,310.061328501354,39.0764565048344,0,310.061328501354
MOZ,AFR,2006,M,15_19,15.7699692826321,0,484.930292695909,131.830762046333,0,484.930292695909
MOZ,AFR,2006,M,20_24,22.3426785565408,0,577.206893976193,221.570466318646,0,577.206893976193
MOZ,AFR,2006,M,5_9,23.7640845982424,0,595.284309699884,151.70066999938,0,595.284309699884
MOZ,AFR,2007,F,0_4,60.4104941240703,0,732.91753748419,469.11568342405,102.656914681954,835.574452166145
MOZ,AFR,2007,F,10_14,8.30379443693684,0,271.729765821458,60.1010070842452,0,271.729765821458
MOZ,AFR,2007,F,15_19,9.33266317882222,0,288.072443101993,90.5293094199741,0,288.072443101993
MOZ,AFR,2007,F,20_24,14.4889610570683,0,358.93643275036,150.53493530646,0,358.93643275036
MOZ,AFR,2007,F,5_9,31.9751688192213,0,533.218664463518,231.682172966305,0,533.218664463518
MOZ,AFR,2007,M,0_4,75.5712798185039,0,819.742228980721,561.248484317519,151.377369827159,971.11959880788
MOZ,AFR,2007,M,10_14,9.68362752316695,0,293.439083666066,58.6929347234934,0,293.439083666066
MOZ,AFR,2007,M,15_19,23.6865330300169,0,458.933403331473,198.010132018414,0,458.933403331473
MOZ,AFR,2007,M,20_24,33.5587586839121,0,546.26309857074,332.799390719729,59.6678414343592,605.930940005099
MOZ,AFR,2007,M,5_9,35.6937140888608,0,563.371392373936,227.854783114286,0,563.371392373936
MOZ,AFR,2008,F,0_4,47.2676674601594,0,573.300911936968,367.055499974929,80.4050440064449,653.705955943413
MOZ,AFR,2008,F,10_14,6.49723197589707,0,212.551773669655,47.0255120086516,0,212.551773669655
MOZ,AFR,2008,F,15_19,7.30226140425616,0,225.335301569101,70.8338734040921,0,225.335301569101
MOZ,AFR,2008,F,20_24,11.3367619818197,0,280.766353237416,117.784755221366,0,280.766353237416
MOZ,AFR,2008,F,5_9,25.0186936664569,0,417.092961983245,181.277707905056,0,417.092961983245
MOZ,AFR,2008,M,0_4,59.1300928057864,0,641.216703643181,439.144011382625,118.535659561034,759.752363204215
MOZ,AFR,2008,M,10_14,7.57687041316095,0,229.5331816471,45.9237779958298,0,229.5331816471
MOZ,AFR,2008,M,15_19,18.5333224430756,0,358.985731943882,154.931311350812,0,358.985731943882
MOZ,AFR,2008,M,20_24,26.2577598287656,0,427.296546407002,260.395998403574,46.7477252000735,474.044271607075
MOZ,AFR,2008,M,5_9,27.9282371785473,0,440.67895293629,178.282999893,0,440.67895293629
MOZ,AFR,2009,F,0_4,39.7123233080759,0,479.466567169979,308.38472618315,68.6514425981611,548.11800976814
MOZ,AFR,2009,F,10_14,5.45870339491305,0,177.762614964207,39.508874394747,0,177.762614964207
MOZ,AFR,2009,F,15_19,6.13505555378483,0,188.453814141896,59.5116669160514,0,188.453814141896
MOZ,AFR,2009,F,20_24,9.52467471487135,0,234.812254368746,98.957840135813,0,234.812254368746
MOZ,AFR,2009,F,5_9,21.0196632288971,0,348.825767601172,152.301971552608,0,348.825767601172
MOZ,AFR,2009,M,0_4,49.6786384629441,0,536.266322460773,368.950487635933,100.817326405546,637.08364886632
MOZ,AFR,2009,M,10_14,6.36577059285734,0,191.964611191893,38.5832434155251,0,191.964611191893
MOZ,AFR,2009,M,15_19,15.570924743697,0,300.229169314594,130.166827717824,0,300.229169314594
MOZ,AFR,2009,M,20_24,22.0606749538605,0,357.359292482475,218.773860280961,40.0942140397239,397.453506522199
MOZ,AFR,2009,M,5_9,23.464140370242,0,368.551349542688,149.785942749446,0,368.551349542688
MOZ,AFR,2010,F,0_4,48.6646433710546,0,588.789861131335,377.903669960421,83.5087393947535,672.298600526089
MOZ,AFR,2010,F,10_14,6.68925491769923,0,218.294314026723,48.4153311176405,0,218.294314026723
MOZ,AFR,2010,F,15_19,7.51807665017249,0,231.423216248862,72.9273385598273,0,231.423216248862
MOZ,AFR,2010,F,20_24,11.6718151851432,0,288.351856225872,121.265833822363,0,288.351856225872
MOZ,AFR,2010,F,5_9,25.7581105713331,0,428.361619616563,186.635293856141,0,428.361619616563
MOZ,AFR,2010,M,0_4,60.8776576782927,0,658.540543076391,452.122726819159,122.852455280964,781.392998357355
MOZ,AFR,2010,M,10_14,7.80080161213712,0,235.73451102741,47.2810358222587,0,235.73451102741
MOZ,AFR,2010,M,15_19,19.0810669456715,0,368.684498591218,159.510240699981,0,368.684498591218
MOZ,AFR,2010,M,20_24,27.033796809769,0,438.840875677063,268.091891952144,48.6714541136125,487.512329790676
MOZ,AFR,2010,M,5_9,28.7536444107761,0,452.584836514943,183.552078515973,0,452.584836514943
MOZ,AFR,2011,F,0_4,49.5590169966039,0,600.075065742937,384.848898610987,84.8113657395188,684.886431482456
MOZ,AFR,2011,F,10_14,6.81219208025789,0,222.478312702596,49.3051228067239,0,222.478312702596
MOZ,AFR,2011,F,15_19,7.65624615075845,0,235.858853680229,74.2676193812026,0,235.858853680229
MOZ,AFR,2011,F,20_24,11.886323356595,0,293.878632266803,123.494494220094,0,293.878632266803
MOZ,AFR,2011,F,5_9,26.2315009661487,0,436.571931723231,190.065334083674,0,436.571931723231
MOZ,AFR,2011,M,0_4,61.9964857974579,0,671.162643530656,460.431975883095,124.850654117767,796.013297648423
MOZ,AFR,2011,M,10_14,7.94416711811323,0,240.25278208909,48.1499810872136,0,240.25278208909
MOZ,AFR,2011,M,15_19,19.4317446007696,0,375.750992561976,162.441768445885,0,375.750992561976
MOZ,AFR,2011,M,20_24,27.5306321544928,0,447.252041359221,273.018966328441,49.3929456488309,496.644987008051
MOZ,AFR,2011,M,5_9,29.282087638097,0,461.259429644597,186.925454473697,0,461.259429644597
MOZ,AFR,2012,F,0_4,53.6685313066231,0,648.008573438046,416.76119534081,92.7569086217868,740.765482059833
MOZ,AFR,2012,F,10_14,7.37707012935918,0,240.249699188588,53.3935837974852,0,240.249699188588
MOZ,AFR,2012,F,15_19,8.29111453645964,0,254.699066885628,80.4260111959242,0,254.699066885628
MOZ,AFR,2012,F,20_24,12.8719566255274,0,317.353418148381,133.734858576794,0,317.353418148381
MOZ,AFR,2012,F,5_9,28.4066596986364,0,471.444942190373,205.825860776676,0,471.444942190373
MOZ,AFR,2012,M,0_4,67.1373352532294,0,724.774569062866,498.611744335888,136.224459804455,860.999028867321
MOZ,AFR,2012,M,10_14,8.60291037880599,0,259.443978718433,52.142655847454,0,259.443978718433
MOZ,AFR,2012,M,15_19,21.0430564738638,0,405.765675926823,175.911704139276,0,405.765675926823
MOZ,AFR,2012,M,20_24,29.8135169584936,0,482.978170288779,295.658143152876,54.1690580084863,537.147228297265
MOZ,AFR,2012,M,5_9,31.7102059799972,0,498.104457346151,202.425617241607,0,498.104457346151
MOZ,AFR,2013,F,0_4,56.2206445180082,0,674.200760811138,436.579545624019,99.47916521845,773.679926029588
MOZ,AFR,2013,F,10_14,7.72787380667406,0,249.960473699009,55.9326223605863,0,249.960473699009
MOZ,AFR,2013,F,15_19,8.68538399810586,0,264.99387772158,84.2505296001839,0,264.99387772158
MOZ,AFR,2013,F,20_24,13.4840600269173,0,330.18068700307,140.094386051954,0,330.18068700307
MOZ,AFR,2013,F,5_9,29.7574887551279,0,490.500514551758,215.613549870138,0,490.500514551758
MOZ,AFR,2013,M,0_4,70.3299338972659,0,754.069600169366,522.322354428772,145.287554344089,899.357154513455
MOZ,AFR,2013,M,10_14,9.01200674681863,0,269.930576553644,54.622208718101,0,269.930576553644
MOZ,AFR,2013,M,15_19,22.0437222481523,0,422.166524695008,184.276877793934,0,422.166524695008
MOZ,AFR,2013,M,20_24,31.2312466532549,0,502.499910049412,309.717649437513,58.4676944128071,560.967604462219
MOZ,AFR,2013,M,5_9,33.2181294063889,0,518.237594179456,212.051613696262,0,518.237594179456
MOZ,AFR,2014,F,0_4,55.5993230328718,0,663.749447652269,431.754694290627,99.8799704644924,763.629418116762
MOZ,AFR,2014,F,10_14,7.64246934232339,0,246.085640949155,55.3144839473658,0,246.085640949155
MOZ,AFR,2014,F,15_19,8.58939762635669,0,260.886000421176,83.3194363225559,0,260.886000421176
MOZ,AFR,2014,F,20_24,13.3350411696378,0,325.062298001658,138.546135356019,0,325.062298001658
MOZ,AFR,2014,F,5_9,29.4286243803813,0,482.896882547548,213.230700435217,0,482.896882547548
MOZ,AFR,2014,M,0_4,69.5526838434249,0,742.380177681218,516.54991791981,145.359829079202,887.740006760419
MOZ,AFR,2014,M,10_14,8.91241070938439,0,265.746171624581,54.0185523186936,0,265.746171624581
MOZ,AFR,2014,M,15_19,21.8001064311765,0,415.622191298721,182.240345051048,0,415.622191298721
MOZ,AFR,2014,M,20_24,30.8860950684656,0,494.710266033124,306.294810166086,58.9396771495244,553.649943182648
MOZ,AFR,2014,M,5_9,32.8510198210546,0,510.203988015986,209.708128937654,0,510.203988015986
MOZ,AFR,2015,F,0_4,59.7973900146047,0,714.971277045629,464.354643848196,106.869005325381,821.84028237101
MOZ,AFR,2015,F,10_14,8.21951950147633,0,265.076175346491,59.4910439485252,0,265.076175346491
MOZ,AFR,2015,F,15_19,9.23794628848455,0,281.018684903183,89.6105304489167,0,281.018684903183
MOZ,AFR,2015,F,20_24,14.3419130698803,0,350.147494877298,149.007161220308,0,350.147494877298
MOZ,AFR,2015,F,5_9,31.6506538870366,0,520.162241968824,229.330838245493,0,520.162241968824
MOZ,AFR,2015,M,0_4,74.8043093957965,0,799.669974216191,555.552391988608,155.717404880513,955.387379096703
MOZ,AFR,2015,M,10_14,9.58534870729111,0,286.253917601681,58.0972620676531,0,286.253917601681
MOZ,AFR,2015,M,15_19,23.4461391886775,0,447.695933958843,196.000533728972,0,447.695933958843
MOZ,AFR,2015,M,20_24,33.2181719504976,0,532.887269321822,329.421820695909,62.9781860349985,595.86545535682
MOZ,AFR,2015,M,5_9,35.3314597635605,0,549.576648471529,225.542292446661,0,549.576648471529
MOZ,AFR,2016,F,0_4,53.3222792655618,0,631.007837918135,414.072386629105,98.568467670037,729.576305588172
MOZ,AFR,2016,F,10_14,7.32947565402782,0,233.946662836811,53.0491056290069,0,233.946662836811
MOZ,AFR,2016,F,15_19,8.23762294164552,0,248.016946230469,79.9071285312979,0,248.016946230469
MOZ,AFR,2016,F,20_24,12.7889109161418,0,309.027538292108,132.872044435698,0,309.027538292108
MOZ,AFR,2016,F,5_9,28.2233890992568,0,459.076416366934,204.497938758654,0,459.076416366934
MOZ,AFR,2016,M,0_4,66.704186836515,0,705.759850330332,495.394862301483,142.514937136317,848.274787466649
MOZ,AFR,2016,M,10_14,8.54740717785735,0,252.637373612849,51.8062482623394,0,252.637373612849
MOZ,AFR,2016,M,15_19,20.9072934656939,0,395.12026902597,174.776778604297,0,395.12026902597
MOZ,AFR,2016,M,20_24,29.6211697701735,0,470.307066122045,293.750652244693,58.5971191836702,528.904185305715
MOZ,AFR,2016,M,5_9,31.5056219663166,0,485.036509655734,201.119632497354,0,485.036509655734
MOZ,AFR,2017,F,0_4,40.79391778334,0,502.759298062236,316.783812116934,65.4041630858161,568.163461148052
MOZ,AFR,2017,F,10_14,5.60737521620745,0,186.398413655041,40.5849277884921,0,186.398413655041
MOZ,AFR,2017,F,15_19,6.30214832599397,0,197.608996753138,61.1325111474671,0,197.608996753138
MOZ,AFR,2017,F,20_24,9.7840862700799,0,246.219553700373,101.653030048133,0,246.219553700373
MOZ,AFR,2017,F,5_9,21.5921492918232,0,365.771901678835,156.450028308815,0,365.771901678835
MOZ,AFR,2017,M,0_4,51.0316728972008,0,562.31841449586,378.999126844884,97.839919596954,660.158334092814
MOZ,AFR,2017,M,10_14,6.53914705966892,0,201.290350118221,39.6340865654501,0,201.290350118221
MOZ,AFR,2017,M,15_19,15.9950103870095,0,314.814455809391,133.712017472393,0,314.814455809391
MOZ,AFR,2017,M,20_24,22.6615137404908,0,374.719989560423,224.732328053695,37.3723332734831,412.092322833906
MOZ,AFR,2017,M,5_9,24.1032035747388,0,386.45576247297,153.865473601691,0,386.45576247297
MOZ,AFR,2018,F,0_4,37.541687069119,0,491.98237553052,291.528722644918,45.5375348796579,537.519910410178
MOZ,AFR,2018,F,10_14,5.16033607666789,0,182.402860968621,37.3493584717894,0,182.402860968621
MOZ,AFR,2018,F,15_19,5.79971949676921,0,193.37313904193,56.2588181757174,0,193.37313904193
MOZ,AFR,2018,F,20_24,9.00406543346544,0,240.941701920705,93.548902656612,0,240.941701920705
MOZ,AFR,2018,F,5_9,19.8707492663127,0,357.93137945704,143.977296711722,0,357.93137945704
MOZ,AFR,2018,M,0_4,46.9632533137761,0,550.264809491366,348.784019594548,73.6516148488655,623.916424340231
MOZ,AFR,2018,M,10_14,6.01782388043388,0,196.975580569518,36.4743215646346,0,196.975580569518
MOZ,AFR,2018,M,15_19,14.7198334272676,0,308.06623451304,123.052037904048,0,308.06623451304
MOZ,AFR,2018,M,20_24,20.8548603219837,0,366.687660145249,206.815897872737,23.4720678001123,390.159727945361
MOZ,AFR,2018,M,5_9,22.1816137094746,0,378.171870299999,141.598791549673,0,378.171870299999
MOZ,AFR,2019,F,0_4,38.1209950358882,0,508.843292378863,296.027319398412,41.6056732089803,550.448965587844
MOZ,AFR,2019,F,10_14,5.23996552419155,0,188.65405943559,37.9256986047338,0,188.65405943559
MOZ,AFR,2019,F,15_19,5.8892153072084,0,200.000304119893,57.1269512862547,0,200.000304119893
MOZ,AFR,2019,F,20_24,9.14300769328754,0,249.199107477159,94.9924612396767,0,249.199107477159
MOZ,AFR,2019,F,5_9,20.1773759593128,0,370.198183160994,146.19901879004,0,370.198183160994
MOZ,AFR,2019,M,0_4,47.68794601978,0,569.123146006771,354.166126180765,69.6045531773792,638.72769918415
MOZ,AFR,2019,M,10_14,6.11068527236149,0,203.726206303937,37.0371589519352,0,203.726206303937
MOZ,AFR,2019,M,15_19,14.9469760369813,0,318.62409069296,124.950861091018,0,318.62409069296
MOZ,AFR,2019,M,20_24,21.1766728901867,0,379.254553705929,210.007286077303,20.3800092243386,399.634562930267
MOZ,AFR,2019,M,5_9,22.5238994867237,0,391.132343635319,143.783810775857,0,391.132343635319
