"ISO3","Year","Sex","Cardiovascular","Digestive","Drowning","InterpVio","Neoplasms","OtherInj","OtherCMPN","OtherNCD","RTI","SelfHarm","Maternal","AgeLow","AgeUp","Deaths1","Rate1","Deaths2","Rate2","TB","TBlo","TBup","HIV","epi_colvio","epi_natdis","CollectVio","NatDis","minCD"
"TTO",2002,"Male",0.0578897941541219,0.021492331892852,0.0861163728609504,0.174040719020967,0.0749373624557783,0.0745699822346595,0.107901902996879,0.144524092874025,0.181236572624171,0.0772908688855958,0,15,19,87,5.82408546181543,87,5.82408546181543,0,0,0,0.769911504424779,0,0,0,0,2.4273
"TTO",2003,"Male",0.0569610848102189,0.0212100011580477,0.0846468240376961,0.181343065330512,0.0732593731577461,0.0736710420344206,0.10527881880876,0.143067790782414,0.184147460790638,0.076414539089546,0,15,19,89,6.1785281933697,89,6.1785281933697,0,0,0,0.801801801801802,0,0,0,0,2.4831
"TTO",2004,"Male",0.0561397416650041,0.0208809934733,0.0828729752101064,0.188149120195768,0.0716688145140962,0.0727888366777611,0.102632095234557,0.141795837047347,0.187059484571029,0.0760121014110314,0,15,19,93,6.57084257589425,93,6.57084257589425,0,0,0,0.869158878504673,0,0,0,0,2.5947
"TTO",2005,"Male",0.0555008980764793,0.020551680618869,0.0806690581905725,0.194634666838965,0.0701412053088699,0.0716930864750869,0.100023568942093,0.140764781755216,0.190697076295684,0.0753239774981649,0,15,19,94,6.9766327038402,94,6.9766327038402,0,0,0,0.847107524752475,0,0,0,0,2.6226
"TTO",2006,"Male",0.0549492550091487,0.0201908611832528,0.0780022295667611,0.201965314423703,0.0685947643018913,0.0702289629305144,0.0974301667673537,0.139880358409421,0.194553579113699,0.074204508294255,0,15,19,96,7.46548809241174,96,7.46548809241174,0,0,0,0.764614736842105,0,0,0,0,2.6784
"TTO",2007,"Male",0.0545351220373731,0.0198116893262635,0.075137907044377,0.208561076326333,0.0671798540816174,0.0687671472464132,0.0948684135745236,0.139245297255457,0.198444831631531,0.0734486614761109,0,15,19,98,7.9516444000286,98,7.9516444000286,0,0,0,0.699763555555555,0,0,0,0,2.7342
"TTO",2008,"Male",0.0544811059991923,0.0194312378720949,0.0724719713074374,0.209165970920573,0.0668104316004127,0.0677563421415555,0.0924132375908509,0.140227127846611,0.202678563928308,0.0745640107929635,0,15,19,97,8.32035294966697,97,8.32035294966697,0,0,0,0.665893452380952,0,0,0,0,2.7063
"TTO",2009,"Male",0.0552608811959716,0.0191614163917337,0.0703724018152001,0.197848823617161,0.0686932701471767,0.0672815893048771,0.0903772558727189,0.144527700590741,0.208368993845296,0.0781076672191243,0,15,19,94,8.39757266892307,94,8.39757266892307,0,0,0,0.617199240506329,0,0,0,0,2.6226
"TTO",2010,"Male",0.056362802431531,0.018833267659931,0.0683906463146772,0.179090783978686,0.0721006453030279,0.0671829604828246,0.0882152500650833,0.151195177937175,0.214222190296156,0.0844062755309083,0,15,19,88,8.09948097957658,88,8.09948097957658,0,0,0,0.520381369863014,0,0,0,0,2.4552
"TTO",2011,"Male",0.0575457052679503,0.0184525568972893,0.0660157917043618,0.158730591691089,0.076108760888958,0.0666979492969407,0.0858413471341293,0.158823905129588,0.220445143376799,0.0913382486128945,0,15,19,82,7.75864128684122,82,7.75864128684122,0,0,0,0.423084347826087,0,0,0,0,2.2878
