"ISO3","Year","Sex","Cardiovascular","Digestive","Drowning","InterpVio","Neoplasms","OtherInj","OtherCMPN","OtherNCD","RTI","SelfHarm","Maternal","AgeLow","AgeUp","Deaths1","Rate1","Deaths2","Rate2","TB","TBlo","TBup","HIV","epi_colvio","epi_natdis","CollectVio","NatDis","minCD"
"NIU",2018,"Male",0.0617273102371859,0.0651100981914197,0.0512271221973528,0.111051321968622,0.0629233079253484,0.109613054383958,0.182106788960061,0.124311695597302,0.140691363688968,0.0912379368497816,0,15,19,0,7.38733100617651,0,7.38733100617651,0,0,0.0346640251870108,0,0,0,0,0,0
"NIU",2019,"Male",0.061666158324312,0.065228349836625,0.0513236760563805,0.111213522354956,0.0630398063330986,0.109819631586558,0.180792307097968,0.124544732868698,0.140952257022607,0.091419558518797,0,15,19,0,7.33768172697153,0,7.33768172697153,0,0,0,0,0,0,0,0,0
"NIU",2020,"Male",0.0616396409374397,0.0653134895138045,0.0513903609063068,0.111348616645632,0.063121138357514,0.10996177458808,0.179825057840453,0.124719584404533,0.141133938302399,0.0915463985038379,0,15,19,0,7.2047103578756,0,7.2047103578756,0,0,0,0,0,0,0,0,0
"NIU",2021,"Male",0.0616327346043698,0.0653801670650319,0.0514449704565948,0.111499599563664,0.0631868747492993,0.11008102611499,0.178986393941441,0.124854882212717,0.141281601394702,0.0916517498971912,0,15,19,0,6.94075301005697,0,6.94075301005697,0,0,0,0,0,0,0,0,0
"SMR",2000,"Male",0.0394294720430611,0.00724095162973797,0.0322032601580903,0.0798742269093959,0.0865657975002787,0.0807433495949307,0.0285571185077931,0.158303248039214,0.225083115029659,0.261999460587839,0,15,19,0,2.80315782133274,0,2.80315782133274,0,0,0.00841044610647896,0,0,0,0,0,0
"SMR",2001,"Male",0.0389075390384574,0.00698635536967346,0.030274965353839,0.079242100710958,0.0864399927218378,0.0771254535214761,0.0273702467540897,0.161774788345507,0.221324862805099,0.270553695379063,0,15,19,0,2.65448675198311,0,2.65448675198311,0,0,0,0,0,0,0,0,0
"SMR",2002,"Male",0.0384716213723943,0.00675782619147633,0.0286330826970939,0.0770230186639806,0.0864763138422773,0.0740311871351786,0.0262866650136878,0.164723188413876,0.218462212351907,0.279134884318128,0,15,19,0,2.51681909185407,0,2.51681909185407,0,0,0.00841044610772738,0,0,0,0,0,0
"SMR",2003,"Male",0.0380226105766274,0.00653522006816284,0.0270581150085609,0.0747140711240854,0.0864043116936077,0.0709808313316609,0.0252241233289835,0.16755611068652,0.215716797207568,0.287787808974223,0,15,19,0,2.39277907058288,0,2.39277907058288,0,0,0.00841044610837538,0,0,0,0,0,0
"SMR",2004,"Male",0.0375269493042168,0.00631165457611954,0.0254846775883674,0.0728064336462316,0.0861324108013462,0.0678333173117201,0.0241583008953449,0.170407323728927,0.21277853816242,0.296560393985306,0,15,19,0,2.28300571760007,0,2.28300571760007,0,0,0,0,0,0,0,0,0
"SMR",2005,"Male",0.0370211263671048,0.00609345487052159,0.023978140636475,0.0708199532483307,0.085779398555318,0.0647565271113174,0.0231165658064717,0.173136369132959,0.209861778238497,0.305436686033005,0,15,19,0,2.18486389454683,0,2.18486389454683,0,0,0,0,0,0,0,0,0
"SMR",2006,"Male",0.0364684713238055,0.00587538210236872,0.0224840455024612,0.0692076550997055,0.0852515043691902,0.0616019934088212,0.0220733621992964,0.175888884550799,0.206722860812943,0.31442584063061,0,15,19,0,2.08467665571213,0,2.08467665571213,0,0,0,0,0,0,0,0,0
"SMR",2007,"Male",0.035799163944349,0.00564612093294989,0.0208785094414579,0.0689216159265461,0.084286436772828,0.0580535049444696,0.0209736199903849,0.17898376470939,0.202970545679989,0.323486717657636,0,15,19,0,1.99171947641203,0,1.99171947641203,0,0,0,0,0,0,0,0,0
"SMR",2008,"Male",0.035233609216856,0.0054445606279693,0.0195347421617161,0.0672252271180018,0.0835373234745736,0.0550519327650897,0.0199781877469711,0.181474853577067,0.20028876314664,0.332230800165116,0,15,19,0,1.91125562400146,0,1.91125562400146,0,0,0,0,0,0,0,0,0
"SMR",2009,"Male",0.035021154380449,0.00531475094985743,0.0188279970818889,0.0615733317834332,0.0837483253285709,0.0535781263305586,0.019270956296412,0.182235614816465,0.200499887716535,0.33992985531583,0,15,19,0,1.84108703581711,0,1.84108703581711,0,0,0,0,0,0,0,0,0
"SMR",2010,"Male",0.0349483633688782,0.0052263902565286,0.0184126484127193,0.0552316796135298,0.0842208299971105,0.0526863253375761,0.0187087645385617,0.182073301132641,0.202044874526091,0.346446822816363,0,15,19,0,1.77418286770351,0,1.77418286770351,0,0,0,0,0,0,0,0,0
"SMR",2011,"Male",0.0350215716213912,0.00518047261587205,0.0183043816839723,0.0483762916460272,0.0850143053990266,0.0524075038275659,0.0183016134586982,0.180896590608302,0.204803670532052,0.351693598607093,0,15,19,0,1.70023107886057,0,1.70023107886057,0,0,0,0,0,0,0,0,0
"SMR",2012,"Male",0.03511507040486,0.00515513615114916,0.018332100977389,0.0424195834037871,0.0858158575207157,0.052321878256356,0.0179787817688028,0.179305691395717,0.207689448316345,0.355866451804877,0,15,19,0,1.63049683509616,0,1.63049683509616,0,0,0,0,0,0,0,0,0
"SMR",2013,"Male",0.0350296121552418,0.00511743226547157,0.0181975963387322,0.038898970054709,0.0860785970630038,0.0516899109706909,0.0176129447004534,0.178450640154988,0.209156881050922,0.359767415245787,0,15,19,0,1.5732850352879,0,1.5732850352879,0,0,0,0,0,0,0,0,0
"SMR",2014,"Male",0.0347736843507483,0.00506712947593856,0.017902648536284,0.0372158771546499,0.0858774340198708,0.0505251925259304,0.0172006458429608,0.178365609019073,0.209146725937785,0.363925053136759,0,15,19,0,1.51943052375348,0,1.51943052375348,0,0,0,0,0,0,0,0,0
"SMR",2015,"Male",0.0343642743301946,0.00500603913457601,0.0174483716826738,0.037075340431945,0.0852515987435022,0.0488388716563263,0.0167396346310957,0.178960371934821,0.207761225734693,0.368554271720173,0,15,19,0,1.46709862299207,0,1.46709862299207,0,0,0,0,0,0,0,0,0
"SMR",2016,"Male",0.0338385984056688,0.00493926880604345,0.0168889751398267,0.0381168546055861,0.0843112491842326,0.0467843659711648,0.0162476388567209,0.179988652518845,0.20530269907551,0.373581697436402,0,15,19,0,1.42402512516371,0,1.42402512516371,0,0,0,0,0,0,0,0,0
"SMR",2017,"Male",0.033277722934268,0.00487600977841319,0.0163261325975169,0.039756981239659,0.0832847331693146,0.0446736492776797,0.0157679140928421,0.181038000853232,0.202418052815758,0.378580803241316,0,15,19,0,1.37637722760019,0,1.37637722760019,0,0,0,0,0,0,0,0,0
"SMR",2018,"Male",0.0327089433978857,0.00481579073141643,0.0157571835596273,0.0418586858246175,0.0821903077101637,0.0425573573448779,0.0152981872546138,0.18201318229432,0.199439290728043,0.383361071154434,0,15,19,0,1.33224462771262,0,1.33224462771262,0,0,0,0,0,0,0,0,0
"SMR",2019,"Male",0.0321397204475682,0.00475637214458579,0.0151858834710071,0.0442037596445921,0.0810550951905037,0.0404714133136833,0.0148321383007116,0.182889705044739,0.196491466449658,0.387974445992951,0,15,19,0,1.29761468920944,0,1.29761468920944,0,0,0,0,0,0,0,0,0
"SMR",2020,"Male",0.0317204968081163,0.00471112424577893,0.0147753086902058,0.0453323359960154,0.0803293281259701,0.0389368844762194,0.0144582729442117,0.183078806049745,0.194522074856806,0.392135367806932,0,15,19,0,1.25588480484032,0,1.25588480484032,0,0,0,0,0,0,0,0,0
"SMR",2021,"Male",0.0313402480115726,0.00466481739958821,0.0143847917259069,0.0460383520878466,0.0796899274917498,0.0375550347385836,0.0141017344390377,0.183087231346457,0.192814863361831,0.396322999397426,0,15,19,0,1.21479934309807,0,1.21479934309807,0,0,0,0,0,0,0,0,0
