"ISO3","Year","Sex","Diarrhoeal","LRI","Malaria","OtherCMPN","TB","Measles","OtherNCD","Congenital","Digestive","Neoplasms","RTI","Drowning","CollectVio","OtherInj","NatDis","AgeLow","AgeUp","Deaths1","Rate1","Deaths2","Rate2","HIV","epi_colvio","epi_natdis","minCD","OCDresid"
"CHN",2000,"Both",0.00988465175032616,0.0496358945965767,0,0.0620175922517537,0.00591483991593122,0.00113506324123591,0.0853450214490295,0.0590694174170494,0.018506184220314,0.113346755504608,0.165685191750526,0.291178077459335,0,0.136778968386352,0.00128357717767358,5,9,48281,2.38778782039856,48281,2.38778782039856,0.000218767091178998,0,0,2196.7855,2994.27137150692
"CHN",2001,"Both",0.00988465175032616,0.0496358945965767,0,0.0619280398554282,0.00591483991593122,0.00113506324123591,0.0853450214490295,0.0590694174170494,0.018506184220314,0.113346755504608,0.165685191750526,0.291178077459335,0,0.136778968386352,0.00128357717767358,5,9,42431,2.24154731213671,42431,2.24154731213671,0.000308319487504497,0,0,1930.6105,2627.66865910567
"CHN",2002,"Both",0.00988465175032616,0.0496358945965767,0,0.0618104570782437,0.00591483991593122,0.00113506324123591,0.0853450214490295,0.0590694174170494,0.018506184220314,0.113346755504608,0.165685191750526,0.291178077459335,0,0.136778968386352,0.00128357717767358,5,9,38304,2.10627919791964,38304,2.10627919791964,0.000425902264688999,0,0,1742.832,2367.58774792505
"CHN",2003,"Both",0.00988465175032616,0.0496358945965767,0,0.0616839385561277,0.00591483991593122,0.00113506324123591,0.0853450214490295,0.0590694174170494,0.018506184220314,0.113346755504608,0.165685191750526,0.291178077459335,0,0.136778968386352,0.00128357717767358,5,9,34805,1.97954053102302,34805,1.97954053102302,0.000552420786805034,0,0,1583.6275,2146.90948144602
"CHN",2004,"Both",0.00988465175032616,0.0496358945965767,0,0.0615915000158746,0.00591483991593122,0.00113506324123591,0.0853450214490295,0.0590694174170494,0.018506184220314,0.113346755504608,0.165685191750526,0.291178077459335,0,0.136778968386352,0.00128357717767358,5,9,31782,1.8627418231714,31782,1.8627418231714,0.000644859327058089,0,0,1446.081,1957.50105350453
"CHN",2005,"Both",0.00900621898472309,0.0493468157947063,0,0.0585707664216169,0.00677354540675879,0.000558067637030035,0.0899464376270772,0.0545101203024387,0.0158173106610775,0.110914036631584,0.169908598065376,0.294671207666397,0,0.138635429553687,0.000643698149360716,5,9,29312,1.75454038491977,29312,1.75454038491977,0.000697745410143474,0,0,1333.696,1716.82630535044
"CHN",2006,"Both",0.0065265498124063,0.0509219355881214,0,0.0549313247517201,0.00672187376767397,0.000300109531963244,0.0984536437317729,0.0523413680493832,0.014240468852222,0.109152153134346,0.17277817428112,0.295252442359924,0,0.134318041615188,0.00336756929755211,5,9,27263,1.65684381011341,27263,1.65684381011341,0.000694365395560613,0,0,1240.4665,1497.59270670614
"CHN",2007,"Both",0.00438343686982989,0.053375419229269,0,0.0527317591252136,0.00537513894960284,0.000157983129611239,0.103962590917945,0.0546657703816891,0.0121355419978499,0.105661168694496,0.178287282586098,0.292921662330627,0.000910396571271122,0.128787961788475,0.00590858282521367,5,9,25433,1.56723214768647,25433,1.56723214768647,0.000735311558623308,0,0,1157.2015,1341.12682983156
"CHN",2008,"Both",0.00222622160799801,0.0410905443131924,0,0.0388215861323292,0.00253242230974138,0.000238088614423759,0.0817466797307134,0.0435239262878895,0.00816477369517088,0.0794783234596252,0.131955236196518,0.211888149380684,0,0.0891597187146545,0.268488556146622,5,9,23907,1.48651108936399,27985,1.73984467634572,0.00068575078221023,0,0,1087.7685,928.107659665593
"CHN",2009,"Both",0.00298335286788642,0.0553612746298313,0,0.0512275948630721,0.00209259171970189,0.000292883603833616,0.112871738150716,0.0613417103886604,0.0110273137688637,0.11124561727047,0.180270716547966,0.289886325597763,0,0.119072532746941,0.00146889127790928,5,9,22624,1.41134124874687,22624,1.41134124874687,0.000857476939067168,0,0,1029.392,1158.97310618214
"CHN",2010,"Both",0.00305284140631557,0.0523902736604214,0,0.0462827679918011,0.00166500348132104,0.000162860946147703,0.120950082316995,0.0584865212440491,0.0114271622151136,0.116354867815971,0.176880478858948,0.290204793214798,0,0.11713737109676,0.00409636087715626,5,9,21400,1.33901545293108,21400,1.33901545293108,0.000908615325311822,0,0,973.7,990.451235024543
"CHN",2011,"Both",0.00250294525176287,0.0476550869643688,0,0.0406914686855675,0.00212044781073928,2.34630351769738e-05,0.12726716697216,0.0605436377227306,0.0126804355531931,0.11520466953516,0.174713343381882,0.29134812951088,0,0.121249452233314,0.00317623233422637,5,9,20340,1.27143882256866,20340,1.27143882256866,0.000823533341586377,0,0,925.47,827.664473064444
"CHN",2012,"Both",0.00158079818356782,0.0451695322990417,0,0.0378725216297064,0.0020669661462307,4.55082445114385e-05,0.13731948658824,0.0597579218447208,0.0125075513496995,0.120570436120033,0.175235211849213,0.279684603214264,0,0.126489807851612,0.000966706837061793,5,9,19612,1.21234311275811,19612,1.21234311275811,0.000732997009381335,0,0,892.346,742.755894201801
"CHN",2013,"Both",0.000868718430865556,0.0429913438856602,0,0.0404337594278183,0.00201701396144927,6.31016664556228e-05,0.143297389149666,0.0589151680469513,0.0115915676578879,0.129905164241791,0.176592394709587,0.256393909454346,0,0.135294637875632,0.000860670523252338,5,9,19074,1.15856370613987,19074,1.15856370613987,0.000775139220801297,0,0,867.867,771.233527326206
"CHN",2014,"Both",0.000655473966617137,0.0412663482129574,0,0.0437718804770188,0.00162373529747128,9.0272405941505e-05,0.145915614441037,0.0594031736254692,0.0107817891985178,0.14394910633564,0.176694631576538,0.232562273740768,0,0.139279665891081,0.00326612940989435,5,9,18674,1.1108990676477,18674,1.1108990676477,0.000739940643958638,0,0,849.667,817.396096027848
"CHN",2015,"Both",0.000660501536913216,0.0398694276809692,0,0.0471610426826684,0.00188954570330679,0.000128510961076245,0.150318630039692,0.0604385361075401,0.00958255119621754,0.158115863800049,0.174469858407974,0.213727131485939,0,0.142339996993542,0.000729608465917408,5,9,18267,1.0666958082773,18267,1.0666958082773,0.000568779193022976,0,0,831.1485,861.490766684304
"CHN",2016,"Both",0.000715989503078163,0.0398893356323242,0,0.0479473211437017,0.00221796659752727,0.000159018003614619,0.159592419862747,0.0625022947788239,0.00940865278244019,0.170974180102348,0.168644979596138,0.19589065015316,0,0.139301252667792,0.00233082845807076,5,9,17876,1.02928097403653,17876,1.02928097403653,0.000425087231442286,0,0,813.358,857.106312764812
"CHN",2017,"Both",0.000800145324319601,0.0397611483931541,0,0.0497165720868671,0.00232595996931195,0.000121416072943248,0.170410277321934,0.0645641461014748,0.00947102718055248,0.180721670389175,0.162738651037216,0.17583841085434,0,0.13724690512754,0.00593837210908532,5,9,17570,0.994098764085242,17570,0.994098764085242,0.000345303867403315,0,0,799.435,873.520171566255
"CHN",2018,"Both",0.000862195680383593,0.0412487760186195,0,0.0518179446353079,0.00221823994070292,9.93553694570437e-05,0.179562740027905,0.0676508918404579,0.00995879247784615,0.187474757432938,0.156208962202072,0.163467511534691,0,0.136887333821506,0.00230002077296376,5,9,17226,0.960414911626091,17226,0.960414911626091,0.00024243780537839,0,0,783.783,892.615914287814
"CHN",2019,"Both",0.000912554445676506,0.0405385792255402,0,0.053128211847696,0.00177566322963685,9.64888968155719e-05,0.184952452778816,0.0696941390633583,0.00958398636430502,0.191668599843979,0.152575060725212,0.154803544282913,0,0.13817487237975,0.00192359986249357,5,9,16707,0.924836231950652,16707,0.924836231950652,0.00017226199134862,0,0,760.1685,887.613035339457
"CHN",2020,"Both",0.000912554445676506,0.0405385792255402,0,0.053162935770472,0.00177566322963685,9.64888968155719e-05,0.184952452778816,0.0696941390633583,0.00958398636430502,0.191668599843979,0.152575060725212,0.154803544282913,0,0.13817487237975,0.00192359986249357,5,9,16207,0.895616533271707,16207,0.895616533271707,0.000137538068572551,0,0,737.4185,861.611700032041
