"ISO3","Year","Sex","Congenital","Diarrhoeal","Digestive","Drowning","LRI","Malaria","Neoplasms","OtherInj","OtherCMPN","OtherNCD","RTI","AgeLow","AgeUp","Deaths1","Rate1","Deaths2","Rate2","TB","TBlo","TBup","TBre","TBreLo","TBreUp","HIV","Measles","epi_meas","epi_colvio","epi_natdis","CollectVio","NatDis","minCD","minLRI"
"MCO",2015,"Both",0.109213185716284,0.00375552978020728,0.0166418553719397,0.0585649851930091,0.023487062190554,0,0.26139055027922,0.115319449943921,0.0450700977597617,0.266161855214419,0.100395428550683,5,9,0,0.424717411205125,0,0.424717411205125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MCO",2016,"Both",0.110705318743191,0.00368664843793898,0.016546385854045,0.0574840414910371,0.0228661471365457,0,0.263840985425473,0.113055251409957,0.0442941690077523,0.269931767517437,0.0975892849766236,5,9,0,0.413949395856045,0,0.413949395856045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MCO",2017,"Both",0.111924116915248,0.00365809690191672,0.0165769493502399,0.0560694659829798,0.0224702938350029,0,0.266297356550226,0.111146281683183,0.0433794243027208,0.273402337808694,0.0950756766697877,5,9,0,0.402733133275041,0,0.402733133275041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MCO",2018,"Both",0.113161654960293,0.00361454751273048,0.0165843038431508,0.0546642176685278,0.0220357481157582,0,0.268729847184984,0.109159753578668,0.0424708292650481,0.27696560377698,0.0926134940938593,5,9,0,0.392197827872367,0,0.392197827872367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MCO",2019,"Both",0.114475490091397,0.00354626833346637,0.0165407370470303,0.0533307565968974,0.0215263476071182,0,0.271116069751428,0.10701617074958,0.0416227734225238,0.280656950918011,0.0901684354825483,5,9,0,0.381420230474637,0,0.381420230474637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MCO",2020,"Both",0.115490398179044,0.00351890961696099,0.0166322380413347,0.0517187848929521,0.0212359311326837,0,0.273609844375975,0.105291205663524,0.0405483662963355,0.283972635854236,0.0879816859469527,5,9,0,0.37041288058305,0,0.37041288058305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MCO",2021,"Both",0.116384194677179,0.00350566610140201,0.0167692730458087,0.050051693801048,0.0210200543356156,0,0.276103011029509,0.103706317208521,0.0394174536972048,0.287146068626973,0.0858962674767385,5,9,0,0.360356414202831,0,0.360356414202831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NIU",2000,"Both",0.0344459731902926,0.0600264257273202,0.0164485860944041,0.0914370882458764,0.0792268009977881,0,0.0678137561359988,0.123282158978704,0.121269399622014,0.256586748940314,0.149463062067288,5,9,0,3.60601193132236,0,3.60601193132236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NIU",2001,"Both",0.0346301007334252,0.0603707439760387,0.0164393676471236,0.0911341447073422,0.0793643351075576,0,0.0677587576133354,0.121667224088638,0.121988018867114,0.256089449621125,0.150557857638301,5,9,0,3.70209591158924,0,3.70209591158924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NIU",2002,"Both",0.0344372897947641,0.0611060974382106,0.0165378729871552,0.0899661677690076,0.0793220650667675,0,0.0676750004549579,0.120328495026815,0.122779558488482,0.255871676627854,0.151975776345986,5,9,0,3.79572948507231,0,3.79572948507231,0,0,0.0779689953803939,0,0,0.0779689953803939,0,0,0,0,0,0,0,0,0
"NIU",2003,"Both",0.0343290023355873,0.0620189545369767,0.0166558145479696,0.0888670268264333,0.0793159252774098,0,0.0677988458898452,0.118613279408138,0.123812537421942,0.254637333690903,0.153951280064795,5,9,0,3.87399708216415,0,3.87399708216415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NIU",2004,"Both",0.034401754983704,0.062580114757001,0.0167028098154435,0.088341116370851,0.0791712946734659,0,0.0680704813509696,0.116918884149516,0.124455811779447,0.253678956720484,0.155678775399118,5,9,0,3.93111658918137,0,3.93111658918137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NIU",2005,"Both",0.0343236774307217,0.0628099388601734,0.0167365937875501,0.0880104471320062,0.0783557581216977,0,0.068246525605287,0.115141962653846,0.124275670862842,0.255153066515748,0.156946359030129,5,9,0,3.9732717515139,0,3.9732717515139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NIU",2006,"Both",0.0349320250569815,0.0619255448650021,0.0165214743150031,0.0895715608248594,0.0773768346398276,0,0.0688201011671351,0.113252853798285,0.123123927273281,0.256923905824099,0.157551772235527,5,9,0,3.96539529228365,0,3.96539529228365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
