"ISO3","Year","Sex","Diarrhoeal","Digestive","Drowning","LRI","Malaria","Neoplasms","OtherInj","OtherCMPN","OtherNCD","RTI","AgeLow","AgeUp","Deaths1","Rate1","Deaths2","Rate2","TB","TBlo","TBup","TBre","TBreLo","TBreUp","HIV","epi_colvio","epi_natdis","CollectVio","NatDis","minCD","minLRI","OCDresid","LRIresid"
"LBR",2016,"Both",0.129650000818338,0.00384709225858976,0.0245788573950641,0.0881933990555772,0.387819054683461,0.0337438137249174,0.0345804713721665,0.186185468111527,0.0333001756561199,0.0130623071464641,10,14,952,8.02442264483172,952,8.02442264483172,0.0200323274289695,0,207.983459849337,0.0103646739552213,0,207.983459849337,0.0450070323488045,0,0,0.142438814043999,0,31.6064,18.7544,177.248565642174,83.9601159009095
"LBR",2017,"Both",0.115819025659162,0.00346445806869608,0.0216811993941902,0.080253154123403,0.448792127419818,0.0298074945943052,0.0312975830763552,0.160242850226055,0.0309969046581458,0.0122973566150199,10,14,983,8.0257538972528,983,8.0257538972528,0.019010028526583,0,203.009835774489,0.00983573916990648,0,203.009835774489,0.046337817638266,0,0,0.198985263705254,0,32.6356,19.3651,157.518721772213,78.8888505033052
"LBR",2018,"Both",0.115547873635771,0.00366797903017652,0.0216962179206515,0.0819027201146047,0.444311487790241,0.0297602834270999,0.0317584721283845,0.161906139800388,0.0335422289628726,0.0130179716343592,10,14,1013,8.01857525708305,1013,8.01857525708305,0.0186339671703576,0,205.212438742259,0.00964116600519238,0,205.212438742259,0.0442546583850932,0,0,0.0755016207695007,0,33.6316,19.9561,164.010919617793,82.9674554760946
"LBR",2019,"Both",0.114349207664253,0.0039257322361488,0.0210651997537851,0.0800900231177532,0.451918490044172,0.0296327476024681,0.0321124364848687,0.159270016295479,0.0359639228876239,0.013450480412083,10,14,1032,7.9596424949443,1032,7.9596424949443,0.0187272727272727,0,209.556309147526,0.00968944205694144,0,209.556309147526,0.0394944707740917,0,0,0.0819129347801208,0,34.2624,20.3304,164.366656816934,82.6529038575213
"LBR",2020,"Both",0.121076788331329,0.00436431541462495,0.0214428662046825,0.0829360587834645,0.426121646803863,0.0316217302777706,0.0346567256199988,0.170674215548381,0.0389731036013528,0.0144895716751418,10,14,1040,7.85695744247616,1040,7.85695744247616,0.0185832167832168,0,209.556309147526,0.00961490788727265,0,209.556309147526,0.0350597609561753,0,0,0.0558699704706669,0,34.528,20.488,177.501184170316,86.253501134803
"LBR",2021,"Both",0.123801644947392,0.00469729506194535,0.0217671524275585,0.0838136159192701,0.411573663271243,0.0339610163166977,0.037641442818265,0.177208619904812,0.0410832004681048,0.0152554332015445,10,14,1039,7.71757694707165,1039,7.71757694707165,0.0186011024586578,0,209.556309147526,0.00962416188908909,0,209.556309147526,0.0305958132045089,0,0,0.0824685394763947,0,34.4948,20.4683,184.1197560811,87.0823469401217
"LBY",2000,"Both",0.0119429008665185,0.0248279147571548,0.112368137823596,0.0664991077417907,0,0.136002244542132,0.122756548439926,0.115210084914177,0.277581717252032,0.127595586146343,10,14,259,2.14390362830397,259,2.14390362830397,0.00511298440708694,0,25.6297650559877,0.00111618029566393,0,25.6297650559877,0.000102773109243698,0,0,0,0,8.5988,5.1023,29.8394119927719,17.2232689051238
"LBY",2001,"Both",0.0121168952845341,0.0251454781662447,0.109945719541228,0.0666678291183332,0,0.138175254841151,0.121591435980709,0.113831475985949,0.282735282227633,0.125654210049555,10,14,260,2.13285070693903,260,2.13285070693903,0.00398652119374091,0,16.9633533109539,0.000870269895341554,0,16.9633533109539,0.000149897610921502,0,0,0,0,8.632,5.122,29.5961837563468,17.3336355707666
"LBY",2002,"Both",0.0122965674755226,0.0254656093152628,0.107516231631186,0.0667860571688743,0,0.140378654302821,0.120068140539262,0.112457389342228,0.2881094463671,0.123778455584373,10,14,259,2.12358904005849,259,2.12358904005849,0.00292797624539869,0,12.4313172238538,0.00063918626214256,0,12.4313172238538,0.000215472027972028,0,0,0,0,8.5988,5.1023,29.126463839637,17.2975888067385
"LBY",2003,"Both",0.0124619197961139,0.0257582026249464,0.105245081788133,0.0667602447219982,0,0.142425583472836,0.118957715155419,0.110569391894474,0.293132205770927,0.121752300301444,10,14,259,2.12209869562507,259,2.12209869562507,0.00263177685638111,0,11.8571929352209,0.000574525020243633,0,11.8571929352209,0.00030557761732852,0,0,0,0,8.5988,5.1023,28.6374725006688,17.2909033829975
