"ISO3","Year","Sex","OtherCMPN","TB","Maternal","Cardiovascular","OtherNCD","Digestive","Neoplasms","RTI","Drowning","CollectVio","InterpVio","SelfHarm","OtherInj","NatDis","AgeLow","AgeUp","Deaths1","Rate1","Deaths2","Rate2","HIV","epi_colvio","epi_natdis","minCD"
"CHN",2000,"Female",0.0581458269734866,0.023825841024518,0.0145995216444135,0.05239138007164,0.172903889790177,0.0129673667252064,0.176710546016693,0.165889278054237,0.0619080364704132,0,0.0219662394374609,0.135493397712708,0.0995126292109489,0.00368605391122401,15,19,22262,2.14753347761238,22262,2.14753347761238,31.4662945781386,0,0,1055.2188
"CHN",2001,"Female",0.0581458269734866,0.023825841024518,0.0145995216444135,0.05239138007164,0.172903889790177,0.0129673667252064,0.176710546016693,0.165889278054237,0.0619080364704132,0,0.0219662394374609,0.135493397712708,0.0995126292109489,0.00368605391122401,15,19,21438,2.01998230001299,21438,2.01998230001299,32.6908171235169,0,0,1016.1612
"CHN",2002,"Female",0.0581458269734866,0.023825841024518,0.0145995216444135,0.05239138007164,0.172903889790177,0.0129673667252064,0.176710546016693,0.165889278054237,0.0619080364704132,0,0.0219662394374609,0.135493397712708,0.0995126292109489,0.00368605391122401,15,19,20667,1.8990498663355,20667,1.8990498663355,34.2658828849197,0,0,979.6158
"CHN",2003,"Female",0.0581458269734866,0.023825841024518,0.0145995216444135,0.05239138007164,0.172903889790177,0.0129673667252064,0.176710546016693,0.165889278054237,0.0619080364704132,0,0.0219662394374609,0.135493397712708,0.0995126292109489,0.00368605391122401,15,19,19979,1.78378567060629,19979,1.78378567060629,35.2839965430429,0,0,947.0046
"CHN",2004,"Female",0.0581458269734866,0.023825841024518,0.0145995216444135,0.05239138007164,0.172903889790177,0.0129673667252064,0.176710546016693,0.165889278054237,0.0619080364704132,0,0.0219662394374609,0.135493397712708,0.0995126292109489,0.00368605391122401,15,19,19426,1.67975889800805,19426,1.67975889800805,35.3817046426049,0,0,920.7924
"CHN",2005,"Female",0.0501641787705011,0.0215756241232157,0.013892263174057,0.057640690356493,0.177017962560057,0.01356007065624,0.172822341322899,0.174347802996635,0.0645672753453255,0,0.0215595755726099,0.129513457417488,0.10221915692091,0.00111959304194897,15,19,18729,1.57376791912982,18729,1.57376791912982,36.1563706563707,0,0,887.7546
"CHN",2006,"Female",0.0431769767892548,0.0189697854220867,0.01353760343045,0.0658315494656563,0.176885432563722,0.0144836101680994,0.170831501483917,0.183086156845093,0.0624622516334057,0,0.0203009732067585,0.126724764704704,0.098830558359623,0.00487882690504193,15,19,17418,1.46421454920975,17418,1.46421454920975,33.6586086692937,0,0,825.6132
"CHN",2007,"Female",0.0390268338378519,0.0166173633188009,0.012921922840178,0.0698403045535088,0.178485902026296,0.014927483163774,0.171089231967926,0.192224681377411,0.0587657615542412,0,0.0195185765624046,0.125647082924843,0.0979771539568901,0.00295767839998007,15,19,15698,1.37414358612654,15698,1.37414358612654,31.845584725537,0,0,744.0852
"CHN",2008,"Female",0.032219898130279,0.0131550943478942,0.00935166329145432,0.0624089203774929,0.144108382984996,0.0119913825765252,0.138383269309998,0.166657507419586,0.042586799710989,0,0.0152559420093894,0.103634893894196,0.0783185511827469,0.181927740573883,15,19,14066,1.29871488431645,14066,1.29871488431645,28.4344946236559,0,0,666.7284
"CHN",2009,"Female",0.0378522708197124,0.0176296569406986,0.00904745794832706,0.0793319270014763,0.172250567935407,0.0126213189214468,0.172153741121292,0.216516271233559,0.0523833148181438,0,0.0172613300383091,0.118922881782055,0.0940292179584503,0,15,19,12525,1.22934239389187,12525,1.22934239389187,26.2854144805876,0,0,593.685
"CHN",2010,"Female",0.0336938051041216,0.0191486794501543,0.00821075402200222,0.0846084952354431,0.170049537904561,0.012061552144587,0.167992994189262,0.225477814674377,0.0561989471316338,0,0.015084533020854,0.11056075245142,0.0904217958450317,0.00649028597399592,15,19,10925,1.16023872528177,10925,1.16023872528177,23.3839897260274,0,0,517.845
