"ISO3","Year","Sex","Diarrhoeal","Digestive","Drowning","LRI","Malaria","Neoplasms","OtherInj","OtherCMPN","OtherNCD","RTI","AgeLow","AgeUp","Deaths1","Rate1","Deaths2","Rate2","TB","TBlo","TBup","TBre","TBreLo","TBreUp","HIV","epi_colvio","epi_natdis","CollectVio","NatDis","minCD","minLRI"
"PLW",2021,"Both",0.0292423889576101,0.014060856287447,0.0248349885578381,0.0625632971021638,0,0.355985564056556,0.185494157344998,0.186765583970796,0.111515267947411,0.0295378957751808,10,14,0,1.74942028932956,0,1.74942028932956,0,0,0.0378413497044748,0,0,0.0378413497044748,0,0,0,0,0,0,0
"SMR",2000,"Both",0.00227150813415428,0.0158221854977894,0.0566242690443718,0.0264972493486649,0,0.177012955324969,0.211624045918906,0.0490647532560305,0.297776698498906,0.163306334976207,10,14,0,0.721267181003848,0,0.721267181003848,0,0,0.00437494006018757,0,0,0.00437494006018757,0,0,0,0,0,0,0
"SMR",2001,"Both",0.00225221872154568,0.0158796023958702,0.0550768859739552,0.0261688934975527,0,0.178653697976814,0.212089362900942,0.0480502431135167,0.301782173053866,0.160046922365938,10,14,0,0.67664584267435,0,0.67664584267435,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMR",2002,"Both",0.00224289588625491,0.0159611434961476,0.0536714715674549,0.0259353741987448,0,0.180266786648111,0.212477630378541,0.0470302830310029,0.305541856416903,0.156872558376839,10,14,0,0.636707575045525,0,0.636707575045525,0,0,0.00437494006083698,0,0,0.00437494006083698,0,0,0,0,0,0,0
"SMR",2003,"Both",0.00223312248512663,0.0160393595870837,0.0523006339553304,0.0257009050821166,0,0.181851046154261,0.21274243580163,0.0460147698045464,0.309278696188946,0.15383903094096,10,14,0,0.600482041159034,0,0.600482041159034,0,0,0.00437494006117406,0,0,0.00437494006117406,0,0,0,0,0,0,0
"SMR",2004,"Both",0.00222122103005999,0.0161079903360198,0.0509287890919083,0.0254380294872201,0,0.183389417732617,0.212909644752727,0.0450086263287111,0.313050445170294,0.150945836070443,10,14,0,0.568054161794063,0,0.568054161794063,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMR",2005,"Both",0.00221047001239594,0.0161770099318056,0.0495880474968565,0.0251780814431626,0,0.184883157951746,0.213021114144528,0.0440103212982846,0.316779254271502,0.148152543449719,10,14,0,0.538724498520327,0,0.538724498520327,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMR",2006,"Both",0.0021966974456026,0.0162342194244243,0.0482461311750748,0.0248857015111523,0,0.186332957699876,0.213015585557761,0.043021354312671,0.320558423516785,0.145508929356652,10,14,0,0.511018099721761,0,0.511018099721761,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMR",2007,"Both",0.00217151540211277,0.0162523398628054,0.0468346845490918,0.0244843365698122,0,0.187728470066222,0.212745373200196,0.0420436335348852,0.324594767523243,0.143144879291632,10,14,0,0.486317367535016,0,0.486317367535016,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMR",2008,"Both",0.00214841494027045,0.0162843866960413,0.045565944156538,0.0241634813395984,0,0.189179865349962,0.212291592259182,0.0410596869049561,0.328444535270377,0.140862093083074,10,14,0,0.463475279383507,0,0.463475279383507,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMR",2009,"Both",0.0021426828696215,0.0163953784901347,0.0446719105772223,0.0241421310030136,0,0.190837286596743,0.211824500135456,0.040066071753265,0.331572458701068,0.138347579873475,10,14,0,0.441673595308223,0,0.441673595308223,0,0,0,0,0,0,0,0,0,0,0,0,0
