"ISO3","Year","Sex","Deaths","Rate","Diarrhoeal","HIV","LRI","Malaria","OtherCMPN","TB","OtherNCD","Digestive","Neoplasms","RTI","Drowning","CollectVio","OtherInj","NatDis"
"AFG",2000,"Both",2067,4.05787,0.20337,3e-05,0.07793,0.0035,0.27268,0.05811,0.04716,0.02098,0.04731,0.0288,0.02763,0.03357,0.17893,0
"AFG",2001,"Both",2009,3.95016,0.18987,4e-05,0.07708,0.00331,0.27131,0.0571,0.04513,0.01986,0.0499,0.02883,0.02761,0.03839,0.19137,0.00021
"AFG",2002,"Both",2040,3.85844,0.16868,5e-05,0.0758,0.00422,0.26293,0.05149,0.04266,0.01825,0.0508,0.02796,0.02723,0.00877,0.19689,0.06427
"AFG",2003,"Both",2256,3.8205,0.16691,6e-05,0.08303,0.00436,0.28555,0.05338,0.04584,0.01884,0.0569,0.03021,0.03041,0,0.22187,0.00265
"AFG",2004,"Both",2418,3.83483,0.15427,7e-05,0.0881,0.00172,0.29277,0.04615,0.04668,0.01821,0.05839,0.03032,0.03198,0.0024,0.22858,0.00035
"AFG",2005,"Both",2561,3.90912,0.14402,8e-05,0.0905,0.00087,0.296,0.04079,0.04663,0.0174,0.0574,0.02969,0.03276,0.00505,0.22485,0.01395
"AFG",2006,"Both",2770,4.0283,0.14074,9e-05,0.09426,0.00089,0.30532,0.03492,0.04651,0.01685,0.05536,0.02909,0.03327,0.01924,0.21601,0.00745
"AFG",2007,"Both",2984,4.15397,0.14407,9e-05,0.09993,0.00113,0.32315,0.03068,0.04734,0.01678,0.0537,0.029,0.03424,0.00792,0.20792,0.00407
"AFG",2008,"Both",3160,4.24842,0.14891,9e-05,0.10144,0.00079,0.33587,0.03091,0.04692,0.01649,0.05058,0.02832,0.03418,0.01136,0.19368,0.00046
"AFG",2009,"Both",3289,4.24883,0.14785,0.00017,0.09721,0.00063,0.33096,0.03206,0.04469,0.01558,0.04591,0.02646,0.03255,0.05024,0.17357,0.00213
"AFG",2010,"Both",3304,4.1222,0.14965,0.00017,0.09687,7e-04,0.33444,0.0312,0.04368,0.0151,0.04351,0.02545,0.03181,0.0563,0.16215,0.00897
"AFG",2011,"Both",3223,3.89584,0.15312,0.00017,0.0959,0.00095,0.3386,0.03397,0.04317,0.01487,0.04274,0.02485,0.03147,0.06217,0.15566,0.00233
"AFG",2012,"Both",3079,3.59941,0.15335,0.00017,0.09366,0.00046,0.33567,0.03658,0.04252,0.01456,0.04263,0.02403,0.03093,0.06711,0.14977,0.00857
"AFG",2013,"Both",2857,3.24409,0.15314,0.00025,0.09204,0.00074,0.33326,0.03959,0.04225,0.0144,0.04398,0.02347,0.03089,0.07526,0.14712,0.00363
"AFG",2014,"Both",2598,2.87404,0.1422,0.00024,0.0841,0.00075,0.30932,0.04201,0.0395,0.01341,0.04376,0.02167,0.02936,0.12525,0.1381,0.01033
"AFG",2015,"Both",2363,2.54906,0.12823,0.00022,0.07732,0.00084,0.28563,0.04042,0.03609,0.01224,0.04347,0.01983,0.02764,0.18085,0.12949,0.01773
"AFG",2016,"Both",2172,2.2935,0.12211,0.00022,0.07785,0.00193,0.284,0.0386,0.03531,0.01192,0.0471,0.01964,0.02821,0.19809,0.13338,0.00161
"AFG",2017,"Both",2050,2.11499,0.14311,0.00037,0.0965,0.00259,0.34859,0.04574,0.04251,0.01431,0.06321,0.02418,0.03555,0,0.17227,0.01106
"AFG",2018,"Both",1958,1.98784,0.13818,0.00038,0.09549,0.00203,0.34806,0.04838,0.04184,0.01404,0.06839,0.02434,0.03634,0,0.1816,0.00094
"AFG",2019,"Both",1879,1.88483,0.12493,0.00037,0.08912,0.00117,0.31995,0.04328,0.03864,0.01285,0.06835,0.02279,0.03424,0.06336,0.18,0.00094
"AFG",2020,"Both",1823,1.80404,0.11443,0.00036,0.08099,0.00066,0.29175,0.04167,0.03539,0.01176,0.06703,0.02128,0.03174,0.12495,0.17711,0.00088
"AFG",2021,"Both",1777,1.73432,0.11134,0.00036,0.07688,0.00059,0.27943,0.04169,0.03367,0.01126,0.06715,0.0207,0.03027,0.14659,0.17919,0.00086
"AGO",2000,"Both",6183,14.72584,0.25726,0.00183,0.1068,0.1568,0.36663,0.01277,0.02703,0.00379,0.00124,0.00616,0.01475,0.04318,0.00108,0.00069
"AGO",2001,"Both",6234,14.37952,0.2459,0.00238,0.10747,0.17419,0.36253,0.01217,0.0278,0.00377,0.00153,0.00641,0.01533,0.03796,0.00133,0.00124
"AGO",2002,"Both",6253,13.9893,0.2513,0.00316,0.117,0.1635,0.38338,0.01107,0.03071,0.00401,0.00206,0.00717,0.01711,0.00771,0.00179,5e-05
"AGO",2003,"Both",6235,13.54929,0.24803,0.00403,0.12155,0.15863,0.38856,0.01064,0.03274,0.0041,0.00269,0.00778,0.01839,0.00037,0.00238,1e-04
"AGO",2004,"Both",6178,13.05005,0.24182,0.00511,0.11942,0.16897,0.37942,0.01284,0.03373,0.00409,0.00344,0.00826,0.01897,1e-04,0.00318,0.00067
"AGO",2005,"Both",6093,12.51197,0.24071,0.0065,0.11945,0.16727,0.37469,0.01437,0.03526,0.00417,0.00447,0.00895,0.01974,6e-05,0.00437,0
"AGO",2006,"Both",5990,11.95702,0.24025,0.00819,0.12495,0.15626,0.37505,0.0112,0.03721,0.00432,0.00583,0.00984,0.02075,5e-05,0.00609,0
"AGO",2007,"Both",5868,11.37697,0.23417,0.01013,0.12132,0.14484,0.3762,0.01819,0.03913,0.00449,0.00751,0.01096,0.02191,5e-05,0.00858,0.00251
"AGO",2008,"Both",5738,10.79411,0.22894,0.01232,0.12874,0.12168,0.38741,0.01611,0.04172,0.00475,0.00966,0.01259,0.02358,5e-05,0.0123,0.00017
"AGO",2009,"Both",5612,10.23363,0.21821,0.01488,0.12736,0.1036,0.39517,0.02247,0.04342,0.00494,0.01186,0.01448,0.02502,3e-05,0.01716,0.00141
"AGO",2010,"Both",5496,9.69545,0.20415,0.01792,0.13343,0.09572,0.39927,0.01934,0.04425,0.00501,0.01409,0.01661,0.02623,7e-05,0.02339,0.00052
"AGO",2011,"Both",5402,9.19736,0.19002,0.02123,0.13308,0.09004,0.39864,0.02226,0.0444,0.00499,0.01627,0.01885,0.02709,2e-05,0.03087,0.00222
"AGO",2012,"Both",5318,8.718,0.17665,0.02489,0.13786,0.08773,0.39669,0.01933,0.04423,0.00491,0.01865,0.02125,0.02773,3e-05,0.04006,0
"AGO",2013,"Both",5260,8.2819,0.16325,0.02827,0.1396,0.09035,0.38922,0.01798,0.04364,0.00475,0.02111,0.02338,0.02801,3e-05,0.05017,0.00023
"AGO",2014,"Both",5245,7.91846,0.15181,0.03129,0.1365,0.09696,0.37889,0.02098,0.0428,0.00454,0.02327,0.02515,0.02787,0,0.05993,0
"AGO",2015,"Both",5260,7.6063,0.14074,0.03398,0.13665,0.10557,0.36681,0.01971,0.04179,0.0043,0.02545,0.02667,0.02775,1e-05,0.06956,0.00101
"AGO",2016,"Both",5298,7.33767,0.13126,0.03596,0.13426,0.1166,0.35135,0.0209,0.04074,0.00406,0.02797,0.0281,0.02806,0.00014,0.0797,0.00092
"AGO",2017,"Both",5352,7.10259,0.1233,0.03778,0.1286,0.13428,0.3311,0.02401,0.03935,0.00381,0.03046,0.02921,0.02832,7e-05,0.0896,9e-05
"AGO",2018,"Both",5409,6.88346,0.11716,0.03938,0.12604,0.14909,0.31067,0.02293,0.03794,0.00361,0.03355,0.03016,0.02881,2e-04,0.10036,9e-05
"AGO",2019,"Both",5464,6.67518,0.11371,0.03995,0.12292,0.16444,0.28943,0.02079,0.03642,0.00346,0.03706,0.0307,0.02907,6e-05,0.11146,0.00053
"AGO",2020,"Both",5501,6.46253,0.11341,0.04015,0.12025,0.16186,0.27705,0.02065,0.03569,0.00342,0.04109,0.03155,0.02939,0.00027,0.12494,0.00029
"AGO",2021,"Both",5540,6.27045,0.11324,0.04047,0.11705,0.1608,0.26566,0.0205,0.03491,0.00338,0.04479,0.03202,0.02938,0.00031,0.1373,0.00017
"ALB",2000,"Both",118,1.75089,0.01457,0,0.05505,0,0.05852,0.00474,0.27066,0.02441,0.16411,0.1315,0.08818,0,0.18829,0
"ALB",2001,"Both",114,1.71802,0.01414,1e-05,0.05461,0,0.05713,0.00439,0.27411,0.0243,0.16647,0.12996,0.08623,0,0.18865,0
"ALB",2002,"Both",110,1.68513,0.01255,1e-05,0.05379,0,0.05562,0.00441,0.27812,0.02407,0.16928,0.12844,0.08466,0,0.18906,0
"ALB",2003,"Both",106,1.65169,0.01062,1e-05,0.05282,0,0.05423,0.00435,0.2822,0.02376,0.17221,0.12683,0.08326,0,0.18971,0
"ALB",2004,"Both",101,1.61739,0.00895,4e-05,0.05132,0,0.05133,0.00633,0.28616,0.02347,0.17504,0.12506,0.08182,0,0.19046,0
"ALB",2005,"Both",96,1.58051,0.0078,5e-05,0.05129,0,0.05231,0.00305,0.28962,0.02322,0.17752,0.12328,0.08023,0,0.19165,0
"ALB",2006,"Both",91,1.54221,0.00714,5e-05,0.05059,0,0.051,0.00286,0.29269,0.02304,0.17964,0.12149,0.07842,0,0.19308,0
"ALB",2007,"Both",86,1.5044,0.0068,7e-05,0.0496,0,0.04844,0.00447,0.29584,0.023,0.18162,0.11954,0.07642,0,0.1942,0
"ALB",2008,"Both",80,1.46573,0.00663,9e-05,0.04907,0,0.0469,0.00483,0.29874,0.02306,0.18337,0.11731,0.07438,0,0.19561,0
"ALB",2009,"Both",74,1.42748,0.00654,0.00012,0.04958,0,0.04814,0.00162,0.30184,0.02324,0.18515,0.11485,0.07231,0,0.19662,0
"ALB",2010,"Both",69,1.38949,0.00641,0.00016,0.04898,0,0.04612,0.00306,0.30494,0.02351,0.18687,0.11209,0.07045,0,0.19742,0
"ALB",2011,"Both",64,1.35176,0.00621,0.00016,0.04865,0,0.04511,0.00327,0.30779,0.02376,0.18842,0.1092,0.06882,0,0.19861,0
"ALB",2012,"Both",59,1.31394,0.00596,0.00016,0.04814,0,0.04406,0.00353,0.31104,0.02401,0.19016,0.10642,0.06718,0,0.19934,0
"ALB",2013,"Both",55,1.27637,0.00565,0.00017,0.04732,0,0.0429,0.00378,0.31451,0.02415,0.19197,0.10386,0.06547,0,0.20023,0
"ALB",2014,"Both",51,1.23883,0.00529,2e-04,0.04613,0,0.0415,0.00406,0.31859,0.02418,0.19417,0.10168,0.0634,0,0.20079,0
"ALB",2015,"Both",47,1.20233,0.00496,0.00025,0.04488,0,0.04002,0.0044,0.32326,0.02415,0.19671,0.09985,0.06112,0,0.20041,0
"ALB",2016,"Both",44,1.16533,0.0047,0.00034,0.04388,0,0.03864,0.00469,0.32775,0.02412,0.19915,0.0981,0.05897,0,0.19967,0
"ALB",2017,"Both",41,1.12999,0.00453,0.00013,0.04332,0,0.03772,0.00503,0.33155,0.02414,0.20118,0.0962,0.05719,0,0.19901,0
"ALB",2018,"Both",38,1.09507,0.00445,1e-04,0.04316,0,0.03678,0.00542,0.33455,0.02424,0.20266,0.09412,0.05588,0,0.19863,0
"ALB",2019,"Both",36,1.06067,0.00444,1e-04,0.04321,0,0.03596,0.00572,0.33682,0.02438,0.20365,0.09183,0.05485,0,0.19904,0
"ALB",2020,"Both",34,1.02758,0.00446,0.00012,0.04328,0,0.03509,0.00606,0.33875,0.02452,0.20445,0.08931,0.05395,0,0.2,0
"ALB",2021,"Both",32,0.99464,0.00448,0.00014,0.04332,0,0.03418,0.00644,0.34089,0.02467,0.20537,0.08682,0.05304,0,0.20064,0
"AND",2000,"Both",1,0.91297,0.00252,0,0.02254,0,0.03417,0.00229,0.28769,0.01481,0.17965,0.21224,0.04879,0,0.1953,0
"AND",2001,"Both",1,0.876,0.00247,0,0.02273,0,0.03399,0.00191,0.29191,0.01494,0.18209,0.20659,0.0481,0,0.19527,0
"AND",2002,"Both",1,0.84272,0.00243,0,0.02306,0,0.03424,0.00095,0.29625,0.0151,0.18456,0.20061,0.04738,0,0.19542,0
"AND",2003,"Both",1,0.81024,0.00235,0,0.02271,0,0.03289,0.00208,0.3007,0.01521,0.18714,0.19479,0.04654,0,0.1956,0
"AND",2004,"Both",1,0.7831,0.00227,0,0.02285,0,0.03288,0.00132,0.30511,0.01531,0.18971,0.18895,0.04565,0,0.19596,0
"AND",2005,"Both",1,0.75332,0.00219,0,0.0226,0,0.03193,0.00185,0.30949,0.01541,0.19227,0.18296,0.04473,0,0.19656,0
"AND",2006,"Both",1,0.7218,0.00212,0,0.02239,0,0.03112,0.00218,0.31383,0.0155,0.19482,0.17711,0.04381,0,0.19711,0
"AND",2007,"Both",1,0.69139,0.00208,0,0.02273,0,0.0315,0.00092,0.31799,0.01565,0.19724,0.17104,0.04297,0,0.19789,0
"AND",2008,"Both",1,0.66333,0.00209,0,0.02298,0,0.03127,0.00073,0.32172,0.01587,0.19936,0.16501,0.04238,0,0.19859,0
"AND",2009,"Both",1,0.63688,0.00211,0,0.02308,0,0.03049,0.00143,0.32516,0.01612,0.20129,0.15926,0.04195,0,0.1991,0
"AND",2010,"Both",0,0.61109,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AND",2011,"Both",0,0.58481,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AND",2012,"Both",0,0.56375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AND",2013,"Both",0,0.54082,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AND",2014,"Both",0,0.51934,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AND",2015,"Both",0,0.49699,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AND",2016,"Both",0,0.47741,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AND",2017,"Both",0,0.45976,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AND",2018,"Both",0,0.44416,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AND",2019,"Both",0,0.43159,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AND",2020,"Both",0,0.41971,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AND",2021,"Both",0,0.40893,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARE",2000,"Both",59,1.26865,0.00409,0.00147,0.03281,0,0.08246,0,0.36439,0.01999,0.1769,0.15801,0.06849,0,0.09139,0
"ARE",2001,"Both",56,1.23762,0.00414,0.00121,0.03269,0,0.08069,0,0.3692,0.02028,0.17899,0.15454,0.06672,0,0.09154,0
"ARE",2002,"Both",54,1.20751,0.00415,0.0014,0.03244,0,0.07831,0,0.37437,0.02047,0.1812,0.15174,0.06489,0,0.09103,0
"ARE",2003,"Both",53,1.17825,0.00414,0.00173,0.03207,0,0.07589,0,0.38026,0.02059,0.1835,0.14946,0.06297,0,0.0894,0
"ARE",2004,"Both",53,1.15044,0.00408,0.00212,0.03178,0,0.07372,0,0.38468,0.0206,0.18525,0.14714,0.06149,0,0.08913,0
"ARE",2005,"Both",54,1.12395,0.00403,0.00259,0.03154,0,0.07171,0,0.38933,0.02058,0.1868,0.14494,0.06014,0,0.08834,0
"ARE",2006,"Both",58,1.1002,0.00401,0.00289,0.03136,0,0.07017,0,0.39457,0.02064,0.18825,0.14246,0.05882,0,0.08683,0
"ARE",2007,"Both",63,1.07687,0.00401,0.00351,0.03132,0,0.06843,0,0.39942,0.02076,0.18945,0.13965,0.05769,0,0.08576,0
"ARE",2008,"Both",69,1.05171,0.00404,0.00388,0.03123,0,0.06684,0,0.40532,0.02095,0.19087,0.13693,0.05637,0,0.08358,0
"ARE",2009,"Both",72,1.0237,0.00407,0.00485,0.03118,0,0.06458,0,0.4109,0.02116,0.19226,0.13414,0.0551,0,0.08177,0
"ARE",2010,"Both",73,0.99487,0.00407,0.00609,0.03115,0,0.06209,0,0.41514,0.02131,0.19343,0.13123,0.05405,0,0.08143,0
"ARE",2011,"Both",73,0.96707,0.00404,0.00663,0.03102,0,0.06029,0,0.41927,0.02139,0.1947,0.12839,0.053,0,0.08128,0
"ARE",2012,"Both",71,0.94159,0.00397,0.00763,0.0308,0,0.05803,0,0.42343,0.0214,0.19607,0.12565,0.05191,0,0.08112,0
"ARE",2013,"Both",68,0.91859,0.00388,0.00888,0.03069,0,0.0557,0,0.42655,0.02138,0.19719,0.12281,0.05105,0,0.08186,0
"ARE",2014,"Both",64,0.89818,0.0038,0.00987,0.03047,0,0.05355,0,0.43033,0.02135,0.19846,0.12017,0.05004,0,0.08196,0
"ARE",2015,"Both",59,0.87813,0.00375,0.00983,0.03022,0,0.05239,0,0.43494,0.02135,0.19983,0.11778,0.04886,0,0.08105,0
"ARE",2016,"Both",56,0.85695,0.00372,0.00958,0.03005,0,0.05148,0,0.43865,0.02137,0.20087,0.11535,0.04782,0,0.08111,0
"ARE",2017,"Both",54,0.83398,0.00369,0.0098,0.02962,0,0.04982,0,0.44334,0.02138,0.20206,0.11311,0.04648,0,0.08069,0
"ARE",2018,"Both",56,0.81039,0.00369,0.0091,0.02931,0,0.0492,0,0.44736,0.02143,0.20294,0.1109,0.04531,0,0.08076,0
"ARE",2019,"Both",59,0.78655,0.00368,0.00897,0.02911,0,0.04813,0,0.44988,0.02148,0.20338,0.1086,0.0444,0,0.08237,0
"ARE",2020,"Both",62,0.76322,0.00368,0.00816,0.02902,0,0.04781,0,0.45233,0.02156,0.20385,0.10615,0.04361,0,0.08383,0
"ARE",2021,"Both",65,0.73989,0.00371,0.00786,0.02916,0,0.04722,0,0.45435,0.02168,0.20425,0.10364,0.043,0,0.08514,0
"ARG",2000,"Both",1016,1.50477,0.00427,0.01175,0.01816,0,0.05993,0.00321,0.27202,0.01493,0.15361,0.14835,0.05762,0,0.25392,0.00223
"ARG",2001,"Both",1006,1.4753,0.00103,0.00207,0.0175,0,0.0581,0.00105,0.2608,0.01858,0.15422,0.13442,0.07012,0,0.27997,0.00213
"ARG",2002,"Both",1001,1.45235,0.00102,0.00625,0.0331,0,0.06843,0.00314,0.28557,0.01555,0.15204,0.09718,0.0641,0,0.27045,0.00317
"ARG",2003,"Both",1005,1.44273,0.00338,0.00678,0.02966,0,0.06712,0.00458,0.31579,0.01699,0.13326,0.0979,0.05156,0,0.26965,0.00334
"ARG",2004,"Both",1023,1.45404,0.00107,0.01494,0.0309,0,0.06076,0.00318,0.27815,0.0309,0.16008,0.10103,0.05198,0,0.267,0
"ARG",2005,"Both",1052,1.48392,0.003,0.006,0.02699,0,0.05416,0.00302,0.28545,0.02102,0.17244,0.12322,0.03927,0,0.26237,0.00306
"ARG",2006,"Both",1076,1.51273,0.00193,0.00581,0.0339,0,0.06189,0.00191,0.30167,0.01937,0.14614,0.13131,0.05439,0,0.24168,0
"ARG",2007,"Both",1081,1.52173,0.00097,0.00947,0.02461,0,0.04554,0.00483,0.316,0.03007,0.15291,0.11273,0.04453,0,0.2554,0.00293
"ARG",2008,"Both",1065,1.50496,0.00214,0.00645,0.03975,0,0.05257,0.00642,0.30761,0.02772,0.14898,0.13985,0.03449,0,0.2319,0.00212
"ARG",2009,"Both",1034,1.46714,0.0021,0.0095,0.04734,0,0.0464,0,0.32547,0.01999,0.15813,0.10684,0.04579,0,0.23278,0.00566
"ARG",2010,"Both",994,1.41529,0,0.01095,0.03803,0,0.04794,0.00216,0.29762,0.02172,0.17077,0.12969,0.06689,0,0.21306,0.00118
"ARG",2011,"Both",951,1.3583,0,0.00861,0.02768,0,0.06383,0.00104,0.31648,0.01919,0.15273,0.13293,0.04128,0,0.23284,0.00339
"ARG",2012,"Both",911,1.30422,0,0.0046,0.02985,0,0.04014,0.00232,0.3474,0.01838,0.16163,0.12224,0.03657,0,0.23453,0.00235
"ARG",2013,"Both",879,1.25958,0.00232,0.00483,0.03814,0,0.04546,0.00355,0.34282,0.02239,0.15721,0.11939,0.03711,0,0.22679,0
"ARG",2014,"Both",857,1.23002,0.00236,0.00595,0.04498,0,0.05216,0,0.32482,0.01541,0.16197,0.11771,0.03866,0,0.23596,0
"ARG",2015,"Both",844,1.21302,0,0.00764,0.03872,0,0.05026,0.00618,0.31624,0.02008,0.15332,0.12466,0.03777,0,0.24512,0
"ARG",2016,"Both",832,1.19421,0.00378,0.00496,0.03936,0,0.04182,0.0026,0.36367,0.02427,0.1972,0.11069,0.03365,0,0.17498,0.00301
"ARG",2017,"Both",810,1.15891,0.00377,0.00127,0.02878,0,0.03497,0.00504,0.31887,0.02004,0.17634,0.1254,0.03264,0,0.25289,0
"ARG",2018,"Both",773,1.10149,0.00252,0.00462,0.03562,0,0.04235,0.00461,0.33293,0.02147,0.17562,0.12025,0.03469,0,0.22433,0.001
"ARG",2019,"Both",721,1.02242,0.00252,0.00462,0.03562,0,0.04235,0.00461,0.33293,0.02147,0.17562,0.12025,0.03469,0,0.22433,0.001
"ARG",2020,"Both",659,0.93047,0.00252,0.00462,0.03562,0,0.04235,0.00461,0.33293,0.02147,0.17562,0.12025,0.03469,0,0.22433,0.001
"ARG",2021,"Both",602,0.84397,0.00252,0.00462,0.03562,0,0.04235,0.00461,0.33293,0.02147,0.17562,0.12025,0.03469,0,0.22433,0.001
"ARM",2000,"Both",60,0.89431,0.00354,0,0.05561,0,0.01061,0.02632,0.32969,0.0283,0.20829,0.11565,0.06535,0,0.15664,0
"ARM",2001,"Both",59,0.88335,0,0,0.01667,0,0,0.03333,0.33333,0.03333,0.25,0.10047,0.04673,0,0.18614,0
"ARM",2002,"Both",58,0.88007,0.00976,0,0.05846,0,0.02922,0,0.32547,0,0.24479,0.11055,0.05697,0,0.16478,0
"ARM",2003,"Both",57,0.88342,0,0,0.03937,0,0,0.01969,0.47284,0.04104,0.20187,0.06233,0.03384,0,0.12902,0
"ARM",2004,"Both",55,0.89194,0.00386,0,0.0422,0,0.01272,0.01146,0.34747,0.03194,0.20697,0.11782,0.05287,0,0.17268,0
"ARM",2005,"Both",52,0.90465,0.0091,0,0.03826,0,0.02312,0.01456,0.33427,0.03165,0.19532,0.11947,0.0515,0,0.18276,0
"ARM",2006,"Both",49,0.92074,0,0,0.04558,0,0,0,0.31721,0.04651,0.15907,0.12372,0.0614,0,0.24651,0
"ARM",2007,"Both",46,0.93817,0,0,0.03555,0,0.01847,0,0.33563,0.01847,0.22899,0.11357,0.06233,0,0.18699,0
"ARM",2008,"Both",43,0.95584,0.02564,0,0.02422,0,0.05128,0.04843,0.24644,0.04986,0.07407,0.2037,0.04487,0,0.23148,0
"ARM",2009,"Both",41,0.97312,0,0,0.06721,0,0.02041,0,0.34206,0.02041,0.18722,0.17136,0,0,0.19133,0
"ARM",2010,"Both",39,0.98748,0,0,0.0599,0,0.0569,0,0.26954,0.02096,0.20365,0.06792,0.03396,0,0.25319,0.03396
"ARM",2011,"Both",38,0.99874,0.02407,0,0,0,0.02963,0,0.32222,0.02407,0.15556,0.13968,0.04762,0,0.16508,0.09206
"ARM",2012,"Both",36,1.00638,0.02841,0,0.05076,0,0.05076,0,0.29853,0.05076,0.21936,0.09389,0.0313,0,0.17623,0
"ARM",2013,"Both",35,1.0096,0,0,0,0,0,0,0.49333,0.05333,0.08,0.05333,0.21333,0,0.10667,0
"ARM",2014,"Both",35,1.00907,0.04094,0,0.06667,0,0.03333,0,0.24854,0,0.28947,0.15181,0,0,0.16924,0
"ARM",2015,"Both",34,1.00588,0.03584,0,0.09032,0,0,0,0.23369,0.03584,0.15269,0.19355,0.10753,0,0.15054,0
"ARM",2016,"Both",34,1.00077,0.02857,0,0.02857,0,0.02936,0,0.4349,0.02936,0.14523,0.2122,0.06324,0,0.02857,0
"ARM",2017,"Both",34,0.9935,0.03512,0,0.06185,0,0.0209,0,0.30571,0.02173,0.1958,0.18585,0.05692,0,0.11612,0
"ARM",2018,"Both",34,0.98531,0.03512,0,0.06185,0,0.0209,0,0.30571,0.02173,0.1958,0.18585,0.05692,0,0.11612,0
"ARM",2019,"Both",34,0.97646,0.03512,0,0.06185,0,0.0209,0,0.30571,0.02173,0.1958,0.18585,0.05692,0,0.11612,0
"ARM",2020,"Both",34,0.96844,0.03512,0,0.06185,0,0.0209,0,0.30571,0.02173,0.1958,0.18585,0.05692,0,0.11612,0
"ARM",2021,"Both",35,0.96143,0.03512,0,0.06185,0,0.0209,0,0.30571,0.02173,0.1958,0.18585,0.05692,0,0.11612,0
"ATG",2000,"Both",2,1.605,0,0,0,0,0.16667,0,0.33333,0.16667,0,0.33333,0,0,0,0
"ATG",2001,"Both",2,1.57966,0,0,0,0,0.125,0,0.25,0.125,0.125,0.25,0.125,0,0,0
"ATG",2002,"Both",2,1.55027,0,0,0,0,0.14286,0,0.28571,0.14286,0.14286,0.14286,0.14286,0,0,0
"ATG",2003,"Both",2,1.51502,0,0,0,0,0.2,0,0.2,0,0.2,0,0.2,0,0.2,0
"ATG",2004,"Both",2,1.47819,0,0,0,0,0.12502,0,0.64222,0,0.1293,0,0,0,0.10346,0
"ATG",2005,"Both",2,1.43886,0,0,0,0,0.12502,0,0.64222,0,0.1293,0,0,0,0.10346,0
"ATG",2006,"Both",2,1.39877,0,0,0,0,0,0,0.83333,0,0.16667,0,0,0,0,0
"ATG",2007,"Both",2,1.35803,0,0,0,0,0,0,0.66667,0,0,0,0,0,0.33333,0
"ATG",2008,"Both",2,1.3168,0,0,0.12121,0,0,0,0.24242,0,0.12121,0,0,0,0.51515,0
"ATG",2009,"Both",2,1.27636,0,0,0.13793,0,0,0,0.13793,0,0.13793,0,0,0,0.58621,0
"ATG",2010,"Both",2,1.23655,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0
"ATG",2011,"Both",2,1.19712,0,0,0,0,0,0,0.44444,0,0,0,0,0,0.55556,0
"ATG",2012,"Both",2,1.15806,0,0,0,0,0,0,0.75,0,0,0,0,0,0.25,0
"ATG",2013,"Both",2,1.12116,0,0,0,0,0,0,0.6,0,0,0,0,0,0.4,0
"ATG",2014,"Both",1,1.08668,0,0,0,0,0,0,0.33333,0,0,0,0,0,0.66667,0
"ATG",2015,"Both",1,1.05592,0,0,0,0,0,0,0.5,0,0,0,0.25,0,0.25,0
"ATG",2016,"Both",1,1.02895,0,0,0,0,0,0,0.5,0,0,0,0.16667,0,0.33333,0
"ATG",2017,"Both",1,1.00277,0,0,0,0,0,0,0.4,0,0,0,0.2,0,0.4,0
"ATG",2018,"Both",1,0.97889,0,0,0,0,0,0,0.46667,0,0,0,0.20556,0,0.32778,0
"ATG",2019,"Both",1,0.95684,0,0,0,0,0,0,0.46667,0,0,0,0.20556,0,0.32778,0
"ATG",2020,"Both",1,0.93593,0,0,0,0,0,0,0.46667,0,0,0,0.20556,0,0.32778,0
"ATG",2021,"Both",1,0.91657,0,0,0,0,0,0,0.46667,0,0,0,0.20556,0,0.32778,0
"AUS",2000,"Both",187,0.70764,0,0,0,0,0.0425,0,0.34467,0,0.17474,0.21194,0.03233,0,0.1892,0.00463
"AUS",2001,"Both",183,0.683,0,0,0.01093,0,0.02714,0,0.38544,0,0.19528,0.16875,0.0273,0,0.17974,0.00543
"AUS",2002,"Both",179,0.65969,0,0,0.01039,0,0.03154,0,0.37787,0,0.2013,0.18018,0.02097,0,0.17774,0
"AUS",2003,"Both",174,0.63772,0,0,0.00666,0.00644,0.0131,0,0.31447,0.02621,0.1961,0.20305,0.01235,0,0.22162,0
"AUS",2004,"Both",170,0.61736,0,0.00624,0.00553,0,0.0166,0,0.34815,0.02355,0.19533,0.17987,0.0336,0,0.1854,0.00573
"AUS",2005,"Both",165,0.59863,0,0.001,0.00605,0.00097,0.02259,0,0.37622,0.01864,0.18473,0.17151,0.02633,0,0.18884,0.00312
"AUS",2006,"Both",160,0.58135,0,0,0,0,0.02207,0,0.36745,0.01466,0.16865,0.231,0.00828,0,0.17307,0.01482
"AUS",2007,"Both",156,0.56561,0,0,0.00586,0,0.0193,0,0.38646,0.0193,0.14098,0.16782,0.03115,0,0.22914,0
