"ISO3","Year","Sex","Deaths","Rate","Diarrhoeal","HIV","LRI","Malaria","OtherCMPN","TB","OtherNCD","Digestive","Neoplasms","RTI","Drowning","CollectVio","OtherInj","NatDis"
"DZA",2009,"Both",1284,2.06003,0.00845,0.00064,0.06228,0,0.08557,0.02117,0.30082,0.02415,0.14844,0.09845,0.09577,0.0014,0.15166,0.0012
"DZA",2010,"Both",1216,2.01917,0.00833,0.00068,0.06161,0,0.08226,0.02303,0.30584,0.02434,0.15064,0.09706,0.09382,0.00092,0.15148,0
"DZA",2011,"Both",1166,1.98622,0.00816,0.00072,0.06108,0,0.08017,0.02301,0.31017,0.02444,0.1525,0.09543,0.09164,0.00154,0.1509,0.00024
"DZA",2012,"Both",1133,1.9604,0.00798,0.00075,0.06031,0,0.07725,0.02415,0.31506,0.02454,0.15463,0.09398,0.08937,0.00042,0.14994,0.00163
"DZA",2013,"Both",1121,1.93639,0.00783,0.00077,0.0601,0,0.0763,0.02311,0.3206,0.02467,0.15699,0.0927,0.08729,0.00077,0.14887,0
"DZA",2014,"Both",1125,1.90532,0.0077,0.00118,0.0594,0,0.07277,0.02504,0.32506,0.02479,0.15878,0.09117,0.08544,0.00043,0.14792,3e-04
"DZA",2015,"Both",1131,1.86279,0.00762,8e-04,0.05909,0,0.07078,0.02622,0.32921,0.02492,0.16039,0.08965,0.08371,5e-05,0.14729,0.00027
"DZA",2016,"Both",1138,1.80856,0.0076,0.00039,0.05935,0,0.07069,0.02507,0.33308,0.02508,0.16178,0.08811,0.08205,9e-05,0.1467,0
"DZA",2017,"Both",1147,1.74379,0.00759,0.00017,0.05915,0,0.0692,0.02516,0.33668,0.02522,0.16301,0.08652,0.08023,0.00062,0.14645,0
"DZA",2018,"Both",1153,1.6706,0.00759,0.00013,0.05873,0,0.06724,0.02545,0.34099,0.02538,0.16452,0.08512,0.07825,0.00037,0.14609,0.00014
"DZA",2019,"Both",1154,1.59064,0.00762,0.00012,0.05893,0,0.06771,0.02263,0.34571,0.02557,0.16612,0.08384,0.07631,4e-05,0.1454,0
"DZA",2020,"Both",1147,1.50784,0.00764,0.00012,0.05858,0,0.06589,0.02277,0.34988,0.02574,0.16754,0.08226,0.07451,0.00019,0.14487,0
"DZA",2021,"Both",1140,1.43116,0.00771,0.00013,0.05852,0,0.06433,0.02291,0.35405,0.02596,0.16896,0.08063,0.07292,0.00017,0.14372,0
"ECU",2000,"Both",745,2.60205,0.01887,0,0.0846,0.00475,0.09862,0.01877,0.23346,0.02648,0.10371,0.11111,0.04144,0,0.25378,0.00441
"ECU",2001,"Both",739,2.5579,0.03107,0.00329,0.05719,0.00818,0.09804,0.00979,0.2695,0.04081,0.10627,0.09925,0.06384,0,0.20978,0.00298
"ECU",2002,"Both",730,2.50338,0.01844,0.00333,0.06299,0.00837,0.09731,0.00496,0.26635,0.03511,0.11995,0.09354,0.05238,0,0.23289,0.00438
"ECU",2003,"Both",717,2.44078,0.00823,0,0.05754,0.00493,0.08759,0.00988,0.32321,0.03459,0.10057,0.08618,0.06117,0,0.22174,0.00438
"ECU",2004,"Both",703,2.37423,0.01817,0.00185,0.08083,0,0.06374,0.01436,0.24882,0.03576,0.12937,0.08683,0.05279,0,0.26747,0
"ECU",2005,"Both",687,2.30527,0.01424,0,0.09089,0,0.09058,0.00902,0.22554,0.03364,0.14062,0.09735,0.03549,0,0.25644,0.00618
"ECU",2006,"Both",671,2.23519,0.01554,0.00173,0.06215,0.00173,0.07247,0.01384,0.27251,0.02764,0.13442,0.10934,0.06267,0,0.22149,0.00448
"ECU",2007,"Both",654,2.16337,0.00922,0.0018,0.08002,0,0.06421,0.00737,0.24117,0.03114,0.13476,0.1148,0.05895,0,0.25195,0.00462
"ECU",2008,"Both",636,2.09096,0.01038,0.00343,0.05397,0,0.06668,0.00343,0.33247,0.03323,0.10126,0.11714,0.07175,0,0.20624,0
"ECU",2009,"Both",617,2.01825,0.00577,0.00192,0.07499,0,0.06931,0.00384,0.21708,0.02497,0.14404,0.14095,0.0737,0,0.24169,0.00174
"ECU",2010,"Both",598,1.9464,0.01875,0,0.06017,0.0019,0.05434,0.01124,0.24792,0.03767,0.11631,0.16274,0.05822,0,0.22719,0.00356
"ECU",2011,"Both",578,1.87746,0.00396,0,0.07018,0,0.06421,0.00402,0.24094,0.03188,0.15457,0.10674,0.05733,0,0.26421,0.00197
"ECU",2012,"Both",560,1.81238,0.0097,0,0.06007,0,0.06235,0.00582,0.25033,0.02325,0.13961,0.12121,0.04656,0,0.27921,0.00188
"ECU",2013,"Both",542,1.75181,0.00599,0.01199,0.06793,0,0.04992,0.00398,0.23573,0.02992,0.16387,0.09782,0.05397,0,0.2769,0.00197
"ECU",2014,"Both",524,1.6954,0.00623,0.00219,0.04394,0,0.04835,0.00202,0.29739,0.02491,0.18043,0.12002,0.05023,0,0.22215,0.00215
"ECU",2015,"Both",509,1.64249,0,0.00202,0.03633,0,0.04238,0.00404,0.25626,0.05045,0.18978,0.10569,0.0626,0,0.24456,0.00587
"ECU",2016,"Both",542,1.74746,0.00418,0.00399,0.05461,0,0.03484,0,0.26483,0.02269,0.18118,0.09835,0.03475,0,0.23509,0.0655
"ECU",2017,"Both",479,1.54072,0.00208,0,0.069,0,0.02512,0.00836,0.26948,0.05026,0.16308,0.12518,0.04299,0,0.23859,0.00586
"ECU",2018,"Both",466,1.4899,0.00208,0.002,0.05331,0,0.03412,0.00413,0.26352,0.04113,0.17801,0.10974,0.04678,0,0.23942,0.02574
"ECU",2019,"Both",453,1.43813,0.00208,0.002,0.05331,0,0.03412,0.00413,0.26352,0.04113,0.17801,0.10974,0.04678,0,0.23942,0.02574
"ECU",2020,"Both",440,1.38683,0.00208,0.002,0.05331,0,0.03412,0.00413,0.26352,0.04113,0.17801,0.10974,0.04678,0,0.23942,0.02574
"ECU",2021,"Both",427,1.3382,0.00208,0.002,0.05331,0,0.03412,0.00413,0.26352,0.04113,0.17801,0.10974,0.04678,0,0.23942,0.02574
"EGY",2000,"Both",4755,2.72923,0.01489,7e-05,0.05526,0,0.08178,0.00066,0.29317,0.02623,0.1547,0.14496,0.08686,2e-04,0.14123,0
"EGY",2001,"Both",4535,2.59381,0.01456,9e-05,0.05452,0,0.07973,0.00069,0.29992,0.02652,0.15766,0.14405,0.08423,0,0.13802,0
"EGY",2002,"Both",4339,2.47928,0.01403,1e-04,0.05375,0,0.07771,0.00071,0.30624,0.02672,0.16041,0.14299,0.08171,1e-05,0.13544,0.00018
"EGY",2003,"Both",4189,2.39443,0.01336,0.00011,0.05295,0,0.07574,8e-04,0.31224,0.02688,0.16303,0.14183,0.07938,0,0.13367,0
"EGY",2004,"Both",4096,2.34497,0.01257,0.00011,0.0524,0,0.07388,0.00066,0.31642,0.02691,0.16496,0.14003,0.07739,0.00016,0.13423,0.00028
"EGY",2005,"Both",4071,2.33212,0.01195,0.00023,0.0519,0,0.0719,0.00069,0.31957,0.02692,0.16644,0.13792,0.0756,6e-04,0.13627,0
"EGY",2006,"Both",4121,2.35657,0.01175,0.00024,0.05161,0,0.07017,0.00061,0.32273,0.02702,0.16781,0.13584,0.07373,0.00013,0.13831,5e-05
"EGY",2007,"Both",4213,2.40517,0.01185,0.00024,0.05131,0,0.06845,6e-04,0.32575,0.02718,0.16893,0.1337,0.0718,0,0.1401,9e-05
"EGY",2008,"Both",4318,2.45665,0.01214,0.00025,0.05093,0,0.06665,0.00059,0.32804,0.02733,0.16956,0.13125,0.06977,0.00011,0.14147,0.00191
"EGY",2009,"Both",4414,2.49294,0.01251,0.00026,0.05073,0,0.06521,0.00048,0.33244,0.02762,0.1711,0.12951,0.06799,6e-05,0.14208,0
"EGY",2010,"Both",4483,2.50803,0.0127,4e-04,0.05033,0,0.0635,4e-04,0.33592,0.02781,0.17222,0.12738,0.06612,0.00033,0.14212,0.00077
"EGY",2011,"Both",4518,2.49747,0.01267,0.00041,0.04955,0,0.06155,0.00048,0.33836,0.02783,0.17301,0.12484,0.06391,0.00553,0.14185,0
"EGY",2012,"Both",4516,2.46251,0.01267,0.00043,0.04914,0,0.06017,0.00038,0.34528,0.0281,0.176,0.12379,0.06202,0.00081,0.1412,0
"EGY",2013,"Both",4476,2.40973,0.01243,0.00044,0.04815,0,0.05806,0.00019,0.34757,0.02797,0.17675,0.12113,0.05933,0.00889,0.13908,0
"EGY",2014,"Both",4411,2.34432,0.01234,6e-04,0.04784,0,0.0567,0.00019,0.35459,0.02824,0.17997,0.12017,0.05772,0.00186,0.13978,0
"EGY",2015,"Both",4340,2.27553,0.01219,0.00061,0.04713,0,0.05508,0.00027,0.35812,0.02827,0.18116,0.11805,0.05573,0.00484,0.13803,0.00051
"EGY",2016,"Both",4278,2.21005,0.01215,0.00063,0.04689,0,0.05399,0.00028,0.36289,0.02846,0.18291,0.11645,0.05433,0.00307,0.13752,0.00043
"EGY",2017,"Both",4240,2.1525,0.01211,0.00079,0.04666,0,0.05276,0.00029,0.36657,0.02861,0.18401,0.11456,0.05305,0.00346,0.13714,0
"EGY",2018,"Both",4225,2.10295,0.0121,8e-04,0.04643,0,0.05181,3e-04,0.37164,0.02883,0.18562,0.11309,0.05187,0.00096,0.13655,0
"EGY",2019,"Both",4233,2.06123,0.01204,8e-04,0.0461,0,0.05073,0.00031,0.3744,0.02892,0.18618,0.11105,0.05069,0.00177,0.137,0
"EGY",2020,"Both",4271,2.02345,0.012,0.00095,0.04605,0,0.04968,3e-04,0.37648,0.02903,0.18669,0.10867,0.04982,0.00133,0.13899,0
"EGY",2021,"Both",4325,1.98449,0.01197,0.00094,0.04605,0,0.04882,3e-04,0.3788,0.02915,0.18737,0.10619,0.04896,0.00071,0.14075,0
"ERI",2000,"Both",448,7.33596,0.0903,0.00484,0.12284,0.00427,0.54233,0.00197,0.02543,0.00795,0.01381,0.01568,0.02683,0.12134,0.0224,0
"ERI",2001,"Both",436,6.9816,0.09738,0.00854,0.13677,0.00654,0.60506,0.00825,0.02851,0.00887,0.01878,0.01885,0.0312,9e-05,0.03118,0
"ERI",2002,"Both",427,6.65109,0.09254,0.01187,0.13657,0.00401,0.59687,0.00902,0.02844,0.00873,0.02219,0.01992,0.03202,8e-05,0.03774,0
"ERI",2003,"Both",418,6.3561,0.08708,0.01579,0.13169,0.00651,0.57682,0.01896,0.02849,0.00855,0.02573,0.02087,0.03275,0.00188,0.04488,0
"ERI",2004,"Both",413,6.09307,0.08203,0.01946,0.13315,0.00172,0.56544,0.01738,0.02934,0.00846,0.02964,0.02204,0.03403,0.00409,0.05321,0
"ERI",2005,"Both",407,5.84234,0.07796,0.02281,0.13281,0.00343,0.54732,0.01477,0.02966,0.00831,0.03332,0.02288,0.03441,0.01089,0.06143,0
"ERI",2006,"Both",406,5.62077,0.07655,0.02607,0.13473,0.00196,0.54078,0.01255,0.03046,0.00835,0.03791,0.02409,0.03517,0.00013,0.07124,0
"ERI",2007,"Both",406,5.40789,0.07462,0.02807,0.13207,0.00364,0.52623,0.01508,0.03037,0.00825,0.04195,0.02481,0.03503,6e-05,0.07983,0
"ERI",2008,"Both",404,5.21062,0.07258,0.02826,0.13066,0.00216,0.51483,0.00993,0.02938,0.00802,0.04564,0.02505,0.0341,0.01229,0.0871,0
"ERI",2009,"Both",401,5.03949,0.0723,0.03003,0.12904,0.00251,0.51106,0.01239,0.0289,0.00795,0.05002,0.02572,0.03383,0.00049,0.09575,0
"ERI",2010,"Both",393,4.86904,0.07097,0.03106,0.1256,0.0122,0.49965,0.01261,0.02767,0.00767,0.05262,0.02572,0.03253,0,0.10171,0
"ERI",2011,"Both",384,4.7195,0.07081,0.02961,0.12383,0.01088,0.49623,0.0133,0.02717,0.00751,0.05513,0.02589,0.03152,0,0.10811,0
"ERI",2012,"Both",373,4.57173,0.07093,0.02881,0.12295,0.00601,0.49392,0.01412,0.02717,0.00741,0.05724,0.02613,0.03064,0,0.11468,0
"ERI",2013,"Both",367,4.43049,0.07041,0.02556,0.12149,0.00686,0.48955,0.01483,0.02736,0.00728,0.0587,0.02615,0.02958,0.00163,0.12061,0
"ERI",2014,"Both",365,4.30385,0.06892,0.02355,0.11998,0.02113,0.47938,0.01255,0.02734,0.00708,0.05984,0.02585,0.0285,0.00069,0.1252,0
"ERI",2015,"Both",366,4.20647,0.0689,0.01993,0.12088,0.01114,0.48362,0.01086,0.0275,0.00701,0.06299,0.02612,0.02834,0,0.13271,0
"ERI",2016,"Both",367,4.09773,0.06709,0.01812,0.11827,0.01992,0.47169,0.01158,0.02725,0.00682,0.06608,0.02592,0.02814,0.00015,0.13897,0
"ERI",2017,"Both",365,3.99281,0.06538,0.01485,0.11663,0.02444,0.4629,0.01093,0.02707,0.00666,0.07032,0.02587,0.02838,8e-05,0.1465,0
"ERI",2018,"Both",362,3.89373,0.0639,0.01338,0.11603,0.02193,0.45364,0.01008,0.02743,0.00659,0.07573,0.02603,0.0291,8e-05,0.15608,0
"ERI",2019,"Both",357,3.79851,0.05968,0.01199,0.11011,0.06282,0.4222,0.01004,0.02711,0.00629,0.07738,0.02509,0.0285,0,0.15881,0
"ERI",2020,"Both",351,3.70412,0.05906,0.0088,0.11028,0.05255,0.41917,0.01021,0.02804,0.00632,0.08209,0.02547,0.02911,9e-05,0.16881,0
"ERI",2021,"Both",342,3.59754,0.05944,0.00727,0.11211,0.02723,0.4221,0.01048,0.02927,0.00645,0.08785,0.02624,0.03004,0,0.18152,0
"ESP",2000,"Both",358,0.8316,0,0.00566,0.0139,0,0.02215,0,0.28704,0.00275,0.22294,0.29191,0.03168,0,0.11933,0.00264
"ESP",2001,"Both",339,0.801,0,0.01132,0.00289,0.00289,0.06003,0.00571,0.37745,0.0172,0.21738,0.16047,0.02183,0,0.12284,0
"ESP",2002,"Both",322,0.76963,0,0.00616,0.00926,0,0.05868,0,0.43217,0.01237,0.19139,0.18551,0.01188,0,0.09259,0
"ESP",2003,"Both",310,0.73847,0.00288,0.01429,0.01144,0,0.05728,0,0.38062,0.0086,0.23756,0.18613,0.02519,0,0.07602,0
"ESP",2004,"Both",296,0.70747,0,0.00327,0.01297,0,0.04511,0,0.3577,0.00643,0.2129,0.17607,0.02783,0,0.15774,0
"ESP",2005,"Both",281,0.67716,0,0,0.00347,0,0.03132,0,0.38252,0.01048,0.27099,0.17737,0.0067,0,0.11716,0
"ESP",2006,"Both",268,0.6474,0,0.00743,0.00374,0,0.04453,0,0.40138,0.00738,0.28275,0.13364,0.02523,0,0.09392,0
"ESP",2007,"Both",256,0.61891,0.00358,0.00358,0.01063,0,0.03904,0.00705,0.36011,0.01757,0.27255,0.12183,0.03217,0,0.13189,0
"ESP",2008,"Both",247,0.5914,0,0.00399,0.00767,0,0.01581,0,0.43867,0.01566,0.23147,0.09923,0.0192,0,0.1683,0
"ESP",2009,"Both",239,0.56581,0,0,0.03145,0,0.01795,0,0.39892,0.01343,0.31336,0.06636,0.02101,0,0.13331,0.0042
"ESP",2010,"Both",232,0.54198,0,0,0.0091,0,0.04537,0,0.36689,0.03654,0.34516,0.1112,0.02047,0,0.06527,0
"ESP",2011,"Both",227,0.51996,0,0.00424,0.00857,0,0.03859,0,0.48872,0.02128,0.26136,0.05253,0.01629,0,0.10443,0.00399
"ESP",2012,"Both",221,0.49962,0,0,0.00921,0,0.02786,0,0.43421,0.01344,0.30802,0.09472,0.00424,0,0.1083,0
"ESP",2013,"Both",216,0.48087,0.00516,0,0.01495,0,0.03533,0.00516,0.35254,0.01006,0.28622,0.08877,0.05911,0,0.14269,0
"ESP",2014,"Both",212,0.46379,0,0,0.00885,0,0.03086,0,0.43354,0.02252,0.29241,0.06484,0.00864,0,0.13835,0
"ESP",2015,"Both",208,0.4479,0,0,0.00949,0,0.02858,0.00474,0.49506,0.01429,0.29993,0.05071,0.00467,0,0.08797,0.00456
"ESP",2016,"Both",205,0.43307,0,0,0.02245,0,0.03386,0,0.42246,0,0.33836,0.03136,0.01043,0,0.14108,0
"ESP",2017,"Both",203,0.41917,0,0,0.01864,0.00461,0.02786,0,0.4132,0.01864,0.27851,0.05362,0.02249,0,0.16243,0
"ESP",2018,"Both",200,0.40577,0,0,0.01686,0.00154,0.0301,0.00158,0.44357,0.01098,0.3056,0.04523,0.01253,0,0.13049,0.00152
"ESP",2019,"Both",197,0.393,0,0,0.01686,0.00154,0.0301,0.00158,0.44357,0.01098,0.3056,0.04523,0.01253,0,0.13049,0.00152
"ESP",2020,"Both",193,0.38029,0,0,0.01686,0.00154,0.0301,0.00158,0.44357,0.01098,0.3056,0.04523,0.01253,0,0.13049,0.00152
"ESP",2021,"Both",186,0.36832,0,0,0.01686,0.00154,0.0301,0.00158,0.44357,0.01098,0.3056,0.04523,0.01253,0,0.13049,0.00152
"EST",2000,"Both",33,1.58559,0,0,0,0,0,0,0.39743,0,0.07507,0.20332,0.06522,0,0.25896,0
"EST",2001,"Both",31,1.49938,0,0,0,0,0,0,0.12246,0,0.24492,0.15386,0.12364,0,0.35511,0
"EST",2002,"Both",28,1.41538,0,0,0,0,0,0,0.24636,0,0.20152,0.20209,0.04925,0,0.30079,0
"EST",2003,"Both",25,1.33595,0,0,0.09051,0,0,0,0.37649,0.02752,0.11739,0.09999,0.03118,0,0.25694,0
"EST",2004,"Both",22,1.26244,0,0,0.06224,0,0.06224,0,0.12448,0,0.18672,0.31119,0,0,0.25314,0
"EST",2005,"Both",19,1.19374,0,0,0,0,0,0,0.07692,0,0.30769,0.38462,0,0,0.23077,0
"EST",2006,"Both",16,1.13,0,0,0,0,0.07117,0,0.07117,0,0.14235,0.35586,0.14364,0,0.2158,0
"EST",2007,"Both",14,1.0717,0,0,0,0,0,0,0.38736,0,0.05869,0.22925,0.10565,0,0.21905,0
"EST",2008,"Both",13,1.01734,0,0,0,0,0,0,0.58907,0.05665,0,0.05717,0.05665,0,0.24046,0
"EST",2009,"Both",12,0.96646,0,0,0.28678,0,0,0,0.14213,0,0.14213,0.14213,0,0,0.28682,0
"EST",2010,"Both",11,0.91931,0,0,0,0,0,0,0.44444,0,0.11111,0,0.22222,0,0.22222,0
"EST",2011,"Both",11,0.87507,0,0,0.05263,0,0,0,0.24291,0,0.10121,0.16194,0,0,0.4413,0
"EST",2012,"Both",10,0.83427,0,0,0,0,0,0,0.33333,0,0.16667,0,0.16667,0,0.33333,0
"EST",2013,"Both",10,0.79566,0,0,0.11111,0,0,0,0.22222,0.11111,0.11111,0,0,0,0.44444,0
"EST",2014,"Both",9,0.75835,0,0,0,0,0,0,0.2,0,0.1,0.2,0,0,0.5,0
"EST",2015,"Both",9,0.72373,0,0,0,0,0,0,0.18182,0,0.09091,0.18182,0.18182,0,0.36364,0
"EST",2016,"Both",9,0.69016,0,0,0.125,0,0,0,0.125,0,0.25,0.125,0,0,0.375,0
"EST",2017,"Both",9,0.6583,0,0,0,0,0,0,0.66667,0,0.16667,0.08333,0,0,0.08333,0
"EST",2018,"Both",9,0.62794,0,0,0.1,0,0,0,0.3,0,0.2,0.2,0.1,0,0.1,0
"EST",2019,"Both",9,0.599,0,0,0.075,0,0,0,0.36389,0,0.20556,0.13611,0.03333,0,0.18611,0
"EST",2020,"Both",9,0.57157,0,0,0.075,0,0,0,0.36389,0,0.20556,0.13611,0.03333,0,0.18611,0
"EST",2021,"Both",8,0.54708,0,0,0.075,0,0,0,0.36389,0,0.20556,0.13611,0.03333,0,0.18611,0
"ETH",2000,"Both",23852,13.68913,0.31003,0.02642,0.10274,0.061,0.39895,0.01232,0.04263,0.01598,0.00365,0.00361,0.02122,3e-05,0.00106,0.00037
"ETH",2001,"Both",23498,12.98801,0.31312,0.03408,0.10576,0.05109,0.38818,0.01308,0.04437,0.01642,0.0051,0.00412,0.02288,0.00016,0.00161,3e-05
"ETH",2002,"Both",23042,12.32223,0.30374,0.04213,0.11119,0.04287,0.38288,0.0127,0.0471,0.01692,0.00697,0.00483,0.02545,0.00068,0.00243,0.00012
"ETH",2003,"Both",22454,11.65451,0.28381,0.05015,0.11621,0.0479,0.37453,0.01253,0.05015,0.01727,0.00926,0.00569,0.02848,0.00017,0.00362,0.00021
"ETH",2004,"Both",21789,10.96648,0.26189,0.05779,0.12084,0.05544,0.36476,0.01227,0.05341,0.01762,0.01207,0.00669,0.03177,0.00011,0.00534,0
"ETH",2005,"Both",21046,10.27672,0.245,0.06422,0.12845,0.03638,0.36849,0.01212,0.05786,0.01845,0.01595,0.00806,0.03616,0.00024,0.00798,0.00065
"ETH",2006,"Both",20177,9.57287,0.22165,0.06958,0.13254,0.03718,0.36266,0.01224,0.06087,0.01881,0.02036,0.0095,0.04003,2e-05,0.01158,0.003
"ETH",2007,"Both",19270,8.87826,0.20098,0.07286,0.13804,0.0298,0.36368,0.01182,0.06425,0.01931,0.02605,0.01129,0.04458,0.00037,0.01683,0.00013
"ETH",2008,"Both",18279,8.17767,0.18028,0.07378,0.14247,0.02229,0.36407,0.011,0.06682,0.01958,0.03292,0.01331,0.04906,6e-05,0.02415,2e-04
"ETH",2009,"Both",17292,7.52169,0.15741,0.07184,0.14136,0.04235,0.35074,0.0105,0.06708,0.01915,0.03975,0.01506,0.05178,5e-05,0.03293,0
"ETH",2010,"Both",16247,6.87771,0.1378,0.06846,0.13773,0.06807,0.33332,0.01005,0.06614,0.01852,0.04656,0.01662,0.05317,0.00022,0.04323,0.00013
"ETH",2011,"Both",15276,6.30097,0.12651,0.06408,0.13764,0.06034,0.32922,0.01006,0.06714,0.01855,0.05521,0.01864,0.05545,0.00031,0.05683,0
"ETH",2012,"Both",14310,5.75399,0.11387,0.05971,0.13095,0.0821,0.30908,0.01212,0.06598,0.01804,0.06225,0.01992,0.0551,0.00049,0.07039,0
"ETH",2013,"Both",13358,5.24222,0.09922,0.05438,0.11963,0.13336,0.2783,0.01363,0.06241,0.01687,0.0669,0.02021,0.05242,0.00038,0.08227,0
"ETH",2014,"Both",12442,4.77304,0.09315,0.04994,0.11847,0.11399,0.27574,0.01493,0.0633,0.01688,0.07666,0.0218,0.05376,0.00024,0.10113,0
"ETH",2015,"Both",11578,4.34561,0.08643,0.04394,0.11764,0.10489,0.27328,0.01196,0.06238,0.01641,0.08554,0.02283,0.05408,0.00063,0.12,0
"ETH",2016,"Both",10829,3.9814,0.08225,0.03881,0.11799,0.06867,0.27668,0.01274,0.06267,0.01617,0.09695,0.02411,0.05601,0.00406,0.14237,0.00051
"ETH",2017,"Both",10211,3.68396,0.07821,0.03524,0.11747,0.0461,0.27656,0.01342,0.06219,0.01573,0.1078,0.02495,0.05765,0.00134,0.16334,0
"ETH",2018,"Both",9699,3.43793,0.07536,0.03211,0.11712,0.02113,0.27483,0.01313,0.06185,0.01534,0.11846,0.02556,0.05913,0.00241,0.1832,0.00037
"ETH",2019,"Both",9306,3.24916,0.07163,0.02635,0.11475,0.01765,0.26861,0.01203,0.06094,0.01477,0.12757,0.02557,0.05984,0.00106,0.19923,0
"ETH",2020,"Both",8979,3.09617,0.06718,0.02059,0.10878,0.03944,0.25619,0.01247,0.05846,0.01397,0.1315,0.02489,0.05858,0.00106,0.20689,0
"ETH",2021,"Both",8698,2.96447,0.06585,0.0194,0.10655,0.03207,0.24921,0.01287,0.05785,0.01373,0.13837,0.02498,0.05866,0.00106,0.2194,0
"FIN",2000,"Both",47,0.73581,0,0,0.0197,0,0,0,0.43164,0,0.09791,0.17632,0.0195,0,0.25493,0
"FIN",2001,"Both",46,0.71559,0,0,0.02941,0,0,0,0.18908,0,0.22269,0.21849,0,0,0.34034,0
"FIN",2002,"Both",45,0.6957,0,0,0,0,0,0,0.33734,0,0.21965,0.17146,0.02503,0,0.24653,0
"FIN",2003,"Both",45,0.67525,0,0,0.03922,0,0.01863,0,0.30098,0.01863,0.20784,0.22549,0,0,0.18922,0
"FIN",2004,"Both",43,0.65484,0,0,0.02044,0,0,0,0.19497,0,0.23742,0.0566,0.03774,0,0.13208,0.32075
"FIN",2005,"Both",42,0.63386,0,0,0,0,0,0,0.27809,0.05555,0.25023,0.19414,0.05536,0,0.16664,0
"FIN",2006,"Both",40,0.61267,0,0,0,0,0.03869,0,0.54869,0,0.16746,0.06612,0,0,0.17903,0
"FIN",2007,"Both",38,0.59128,0.02429,0,0,0,0.02564,0,0.29825,0,0.2996,0.17814,0.04858,0,0.12551,0
"FIN",2008,"Both",36,0.57085,0,0,0,0,0.03056,0,0.28183,0,0.31579,0.09168,0,0,0.28014,0
"FIN",2009,"Both",34,0.55072,0,0,0,0,0.02449,0,0.46418,0.02783,0.28274,0.09107,0,0,0.10969,0
"FIN",2010,"Both",32,0.53187,0,0,0,0,0.03906,0,0.38594,0.075,0.26719,0.07656,0.03906,0,0.11719,0
"FIN",2011,"Both",30,0.51422,0,0,0,0,0.03333,0,0.34667,0,0.29556,0.1,0,0,0.22444,0
"FIN",2012,"Both",29,0.4978,0,0,0,0,0,0,0.48635,0,0.2895,0.16035,0,0,0.0638,0
"FIN",2013,"Both",28,0.48266,0,0,0,0,0,0,0.44418,0.03714,0.25934,0.11121,0,0,0.14813,0
"FIN",2014,"Both",27,0.46856,0,0,0,0,0.03333,0,0.56111,0,0.12778,0.12222,0.02778,0,0.12778,0
"FIN",2015,"Both",27,0.45537,0,0,0,0,0,0,0.33621,0,0.10345,0.26724,0,0,0.2931,0
"FIN",2016,"Both",26,0.44289,0,0,0,0,0,0,0.4375,0,0.27917,0.125,0,0,0.15833,0
"FIN",2017,"Both",26,0.43156,0,0,0,0,0,0,0.29981,0,0.26087,0.12265,0.04348,0,0.2732,0
"FIN",2018,"Both",26,0.42089,0,0,0,0,0,0,0.35784,0,0.21449,0.17163,0.01449,0,0.24155,0
"FIN",2019,"Both",25,0.41117,0,0,0,0,0,0,0.35784,0,0.21449,0.17163,0.01449,0,0.24155,0
"FIN",2020,"Both",25,0.40213,0,0,0,0,0,0,0.35784,0,0.21449,0.17163,0.01449,0,0.24155,0
"FIN",2021,"Both",25,0.39273,0,0,0,0,0,0,0.35784,0,0.21449,0.17163,0.01449,0,0.24155,0
"FJI",2000,"Both",74,3.92735,0.02644,6e-05,0.08235,0,0.19823,0,0.16972,0.03291,0.21835,0.04416,0.06894,0,0.15884,0
"FJI",2001,"Both",71,3.75439,0.02526,8e-05,0.08088,0,0.19411,0,0.16708,0.03193,0.22351,0.0441,0.06856,0,0.1645,0
"FJI",2002,"Both",67,3.58234,0.02419,0.00013,0.07955,0,0.19102,0,0.16336,0.03096,0.22844,0.04416,0.06808,0,0.17011,0
"FJI",2003,"Both",64,3.41935,0.02309,0.00015,0.07827,0,0.1881,0,0.15972,0.03006,0.23281,0.04436,0.06765,0,0.1758,0
"FJI",2004,"Both",61,3.26671,0.02194,2e-04,0.07702,0,0.18479,0,0.15674,0.02919,0.23624,0.04471,0.06737,0,0.18179,0
"FJI",2005,"Both",58,3.12775,0.02079,0.00027,0.07581,0,0.18119,0,0.15437,0.02837,0.23881,0.04515,0.06718,0,0.18806,0
"FJI",2006,"Both",55,3.00482,0.0198,0.00034,0.07466,0,0.17772,0,0.15207,0.02757,0.24098,0.04557,0.06689,0,0.19441,0
"FJI",2007,"Both",53,2.89797,0.019,0.00038,0.07341,0,0.17392,0,0.15008,0.02681,0.24364,0.04574,0.06641,0,0.20062,0
"FJI",2008,"Both",50,2.80512,0.01841,0.00045,0.07197,0,0.16945,0,0.14857,0.02612,0.24771,0.04545,0.06568,0,0.20618,0
"FJI",2009,"Both",48,2.72769,0.01815,0.00054,0.07047,0,0.16517,0,0.14699,0.0255,0.25323,0.04467,0.06462,0,0.21066,0
"FJI",2010,"Both",47,2.6661,0.01803,0.00064,0.06881,0,0.16038,0,0.14599,0.02495,0.26035,0.04347,0.06343,0,0.21395,0
"FJI",2011,"Both",45,2.61971,0.01805,0.00075,0.06711,0,0.15564,0,0.14519,0.02446,0.26862,0.04199,0.06216,0,0.21604,0
