"ISO3","Year","Sex","Deaths","Rate","OtherCMPN","HIV","TB","Maternal","Cardiovascular","OtherNCD","Digestive","Neoplasms","RTI","Drowning","CollectVio","InterpVio","SelfHarm","OtherInj","NatDis"
"AFG",2000,"Female",1717,8.65560857386439,0.0272555156732644,3.69975982561038e-05,0.205658263684133,0.0506530747728773,0.0549941712183009,0.248011174480486,0.109159267203206,0.0461969376215715,0.0128935236016169,0.0158973543758779,0.0179357222559214,0.0214384528588641,0.10508797334735,0.0847815713082749,0
"AFG",2001,"Female",1572,8.03000178829438,0.0254839970659336,4.18500845068964e-05,0.201650959810786,0.0498890907782175,0.0539201130129347,0.249975992874521,0.109009280856961,0.0467088540009961,0.0130521606483729,0.0160249770647947,0.0212062948365656,0.0218195724015324,0.106071538411933,0.0850898310345534,5.54871173906348e-05
"AFG",2002,"Female",1530,7.57062770539349,0.0255018772728651,4.95418856395029e-05,0.19690408047047,0.0493492873061962,0.0530617416108373,0.251939312934806,0.108926361047297,0.047273355996649,0.0132277781689939,0.0161711731233186,0.00494888982891646,0.0222429120056379,0.107189218559631,0.0853936069369268,0.0178208628518157
"AFG",2003,"Female",1620,7.20371503965228,0.0254852810234108,5.76346711017975e-05,0.19799750712028,0.0500306023539061,0.053557240276628,0.258747718787029,0.110902789117967,0.0487741885931901,0.0136683780358244,0.016633481611031,0.00218188329138975,0.0231333796864011,0.110423393371989,0.0872533850434833,0.00115313701636705
"AFG",2004,"Female",1668,6.95834979297841,0.0277134931746898,7.18307511727734e-05,0.193819402174195,0.0499179548417422,0.0532524880183917,0.260177344005565,0.110552615640191,0.0492824171362224,0.0138290768387147,0.0167564950310111,0.00224289224773174,0.0235781250389368,0.111427559129401,0.0872069640062974,0.000171341965737913
"AFG",2005,"Female",1715,6.88823668040005,0.0293155481212528,8.64046962520467e-05,0.189762024052329,0.0494943716599472,0.0526802288990153,0.258345480376679,0.108885822460532,0.0491971949047719,0.0138206012154601,0.016684074740743,0.00466123787444465,0.0237608130880891,0.111151389327591,0.0860098925714571,0.00614491601143603
"AFG",2006,"Female",1828,6.92750466367176,0.0327521159497613,0.000109799881046117,0.185636060253641,0.0492769395614961,0.0524126475809324,0.256075188218892,0.107071747242303,0.0490307311799993,0.0137820600057515,0.0165897445173949,0.0144813164590349,0.0239179614718502,0.110743988745577,0.0845865854709196,0.00353311346140147
"AFG",2007,"Female",1971,7.11251243046286,0.0374518531865653,0.000143980824959019,0.183549499368388,0.0496910276791012,0.0528863615812222,0.256145081665823,0.106221103757047,0.0493029166350693,0.0138596632905742,0.016645777267281,0.0128152952983759,0.0242971208566773,0.111350748468777,0.0838565352626692,0.00178303485747132
"AFG",2008,"Female",2125,7.57339301190208,0.0382689721172807,0.000169280943930883,0.185584350235539,0.0501342196061591,0.0534772390400174,0.256097596203624,0.105174327993119,0.0495071558538047,0.0139153980002662,0.0166712697643014,0.0113153608539509,0.0246480227482383,0.111760721038719,0.0829752412899553,0.000300844311095087
"AFG",2009,"Female",2500,8.35522130034046,0.0394057928196965,0.000202533093363829,0.182823878128573,0.0497655460652652,0.0533135203031152,0.253271904569959,0.102588416260947,0.0490599217059036,0.013785849669591,0.016452741649807,0.0220848814090767,0.0246599963615274,0.110533596185357,0.0810235572820664,0.0010278644957515
"AFG",2010,"Female",2983,9.4728347635419,0.0456250046511307,0.000264474619973364,0.175822716082536,0.0497352524037663,0.0536011343999155,0.253986027185965,0.101094401567907,0.0492151894721626,0.0138304318241016,0.0164156593708449,0.0208840053695182,0.0249696728402966,0.110531667603918,0.0801224331517409,0.00390192945622078
"AFG",2011,"Female",3579,10.8489523228171,0.0625778355696206,0.000298337165632582,0.158380869037364,0.0498843588665409,0.0542123690657172,0.257408946842205,0.100249505495037,0.049808410010074,0.0140005000795713,0.0164997667653691,0.0191249310707732,0.0255028362866756,0.111364369352303,0.079940116252888,0.000746848140227474
"AFG",2012,"Female",4392,12.5312704030121,0.0842391674620453,0.000304245808822056,0.134460325400561,0.0496797635938502,0.054576810952329,0.260491146125032,0.0988802269318693,0.0502779383726922,0.0141372729178067,0.0165215225115393,0.0166483122913234,0.0259822091223691,0.111804970447643,0.0795328879957477,0.00246320006636929
"AFG",2013,"Female",5182,14.1539057149293,0.10158184986634,0.000301398328329583,0.115210799311589,0.0495027212046986,0.0550186474236173,0.264362832034749,0.0976947833120562,0.0509175313495502,0.0143249797051101,0.0165941165179619,0.0151432945809373,0.0265703545946073,0.112615404973828,0.0793701233736509,0.000791163422973757
"AFG",2014,"Female",5979,15.7292523713645,0.110521767584604,0.0002981244629109,0.101976659883955,0.0487687066217105,0.0548170252957444,0.265554289371198,0.0955368405535402,0.0510866484170545,0.0143808277581884,0.0165151190083733,0.0212023342479844,0.0269259618193547,0.112411110127969,0.0784589085173297,0.00154567633008326
"AFG",2015,"Female",6734,17.029676091671,0.123293032391896,0.000297706649237263,0.0848006020349485,0.047935378893805,0.0544082793547968,0.26622675121925,0.0934113596617415,0.0512420117562726,0.0144337271193416,0.0164480675174795,0.0270115296895982,0.0272857065478793,0.112291870585221,0.0775560628338975,0.0033579137446361
"AFG",2016,"Female",7135,17.6475942783135,0.135150264215751,0.000605840711832604,0.0706360294560383,0.0475789550208467,0.0544003295277666,0.269790762130579,0.0925892567074083,0.0520558574133432,0.0146750162781558,0.016615381750257,0.0262168461169224,0.0280073793625536,0.113771592329215,0.0777093590112471,0.000197129968083395
"AFG",2017,"Female",7336,17.6543887207591,0.143068665647191,0.000312156970173145,0.0630977992298454,0.0476393877923939,0.0547658982219647,0.276057911018191,0.0928865313363809,0.0534775606224406,0.0150872449840521,0.0169965012689845,0.0108011675750418,0.0290669869773094,0.116721481547127,0.0787986849819496,0.00122202182695571
"AFG",2018,"Female",7490,17.5261456211094,0.141424380047757,0.000632117743527812,0.0617378312418989,0.0469304250181469,0.0542134657211005,0.277651475582804,0.0917550686696091,0.0540515762612235,0.0152579265482154,0.0171250563788154,0.0125921629551219,0.0296809005684881,0.11794763010095,0.0786440026361429,0.000355980526199768
"AFG",2019,"Female",7449,16.9795079484386,0.142749853859646,0.000635296233527531,0.0566737776207443,0.0460411092132697,0.053344522856565,0.278447863735499,0.0905071040716524,0.0545143140743905,0.0153987425977225,0.0172268234838643,0.0162548206281124,0.0302318423106267,0.118980895743946,0.0783687755824001,0.000624257988033407
"AFG",2020,"Female",7357,16.3566349882768,0.138106966819524,0.000635435342709827,0.0570983425127052,0.0452361190171896,0.0524282752362928,0.278974157017367,0.0894031226412046,0.054899264077003,0.0155226922484309,0.0173114182748656,0.0211070202077678,0.0307182600346268,0.119836828525519,0.0780818283543408,0.000640269690453745
"AFG",2021,"Female",7357,15.9036846554607,0.134268431013839,0.000634684703783461,0.0567715767944695,0.044541963879827,0.0515786114396405,0.279115219307624,0.0883227450483682,0.0551754934894404,0.0156206100798353,0.0173642853212059,0.0267089123172305,0.0311329379196791,0.120433186050304,0.0776945635001392,0.000636779134614422
"AGO",2000,"Female",4712,27.1950364529803,0.576767135336711,0.00953356978228977,0.0913263992128376,0.0289138487388219,0.0649073581072184,0.0878669456928534,0.0181910233664748,0.0159122065861303,0.00514953839136738,0.00384624856250991,0.0322045453246233,0.0148907440868854,0.0301577824688973,0.0199675428126929,0.000365111529687073
"AGO",2001,"Female",4743,26.2790821298385,0.570146854487856,0.0106798591209492,0.0876387067548282,0.0301637226376169,0.0666153619679488,0.0949573825900719,0.0193978040331218,0.0172931382457259,0.0056295573376436,0.00415265738435018,0.0225953454955433,0.0161914310460928,0.0326088351980247,0.0213909521949308,0.000538391505296281
"AGO",2002,"Female",4718,25.1315126942109,0.567343908425329,0.0123289305462938,0.0785160065914869,0.031304052687911,0.0678068512963385,0.101661058220033,0.0206693390872382,0.018774564681748,0.00637237210152931,0.00448137917744822,0.0143491550596549,0.017881943523429,0.0352661722169462,0.0232229245618688,2.13418227448949e-05
"AGO",2003,"Female",4655,23.8631839105072,0.560498921755377,0.0138826120372028,0.0768124338220582,0.0324275015201089,0.0687265808245802,0.108289356418674,0.0221028333118763,0.020454351161256,0.00752250388167336,0.00485437207846662,0.000179311715358908,0.0201902209747615,0.0383153869230483,0.0257023688368021,4.12447387556129e-05
"AGO",2004,"Female",4577,22.6252772639648,0.526097741632676,0.0155924451693617,0.0933921394792849,0.0327614892452194,0.0678183914024599,0.112288949854079,0.0232272061641975,0.0218725217552552,0.00903764013454837,0.00516430705837426,5.48354591088554e-05,0.0227694832109318,0.0409139221303153,0.0283765919758228,0.000632335328364057
"AGO",2005,"Female",4452,21.2596671446927,0.496925198424191,0.0177719716397292,0.105991076150948,0.0327687464111929,0.0662682197052174,0.115092427125445,0.0243195287931703,0.02325938296373,0.0111208325253591,0.00546537708626287,3.03957379001469e-05,0.0258952946402161,0.0434842089330708,0.0316073398635658,0
"AGO",2006,"Female",4298,19.8679329004642,0.503573050954667,0.019941105764594,0.0841059165486191,0.0323568217288385,0.0640719436303934,0.116374569438511,0.0252601995957424,0.024473941800688,0.0137712220042082,0.00572398118547443,2.65011706010512e-05,0.0293757296521142,0.0457502698375447,0.0351947466880042,0
"AGO",2007,"Female",4157,18.6285457408579,0.436890146479117,0.0212840574583176,0.138410952897553,0.0312980959903036,0.0608618842723207,0.115052901110216,0.0258595943047563,0.0253035962204506,0.017185713973805,0.00588969893509492,3.12259889564876e-05,0.0331695479977479,0.0473252121846235,0.03906489128084,0.00237248090589768
"AGO",2008,"Female",3983,17.327125267316,0.442911218164153,0.0236197603648435,0.125021456499465,0.0299379560303216,0.0574017355587236,0.112505105012421,0.0262452945365734,0.0258967510435561,0.0213821621812694,0.00599396801797105,2.59371537034808e-05,0.0372754257945511,0.0484471660040422,0.0431786703017484,0.000157393336657332
"AGO",2009,"Female",3812,16.1106187251647,0.384417726314121,0.0265119711111131,0.178308769840434,0.0280989079292495,0.053372870974213,0.107876940353725,0.0261058431991678,0.0259636842636573,0.0259696786431416,0.00597025128058043,1.34768841916037e-05,0.041121224068336,0.0485741689915868,0.0467764254116967,0.000918060734785102
