"ISO3","Year","Sex","Deaths","Rate","Diarrhoeal","HIV","LRI","Malaria","OtherCMPN","TB","OtherNCD","Digestive","Neoplasms","RTI","Drowning","CollectVio","OtherInj","NatDis"
"AFG",2000,"Both",2067,4.05786775303374,0.20336709485117,3.3456099191803e-05,0.0779321603082811,0.00350131448578693,0.272683139613858,0.0581080658158113,0.0471574657005141,0.0209842339572739,0.0473056625593267,0.0287967210680099,0.0276279060296494,0.0335696588546765,0.17893312065645,0
"AFG",2001,"Both",2009,3.95015999415782,0.189866059490277,3.96725904931796e-05,0.077078024741889,0.00330536812794966,0.271308298571831,0.0571020357143415,0.0451258369635996,0.0198598819326584,0.049903185979009,0.0288259460087442,0.0276147427488559,0.0383936176841765,0.191366161213036,0.000211168233138029
"AFG",2002,"Both",2040,3.85844260192136,0.168683664567074,4.54237753783697e-05,0.0758030308548578,0.00421656124562965,0.262929481956626,0.0514930426366706,0.0426610554535928,0.0182490468109383,0.0507963791633358,0.0279572139754908,0.0272333037002017,0.00876964534658652,0.196890619206843,0.064271531306775
"AFG",2003,"Both",2256,3.82050408558365,0.166910444680939,5.75069237661671e-05,0.0830344333290452,0.00435998610162259,0.285545954870398,0.0533751094693138,0.0458429937901742,0.0188394206542255,0.0568994063226738,0.0302134648623219,0.0304063081055953,0,0.221866552246135,0.0026484186437892
"AFG",2004,"Both",2418,3.83482579500638,0.154272702802788,6.82105165964599e-05,0.0881010045307026,0.0017156587014562,0.292772049189178,0.0461519353311625,0.046676427606318,0.0182141284496454,0.0583897931566162,0.0303219256958161,0.031980687460212,0.00240490110533319,0.228575969734627,0.000354605719548022
"AFG",2005,"Both",2561,3.90911809191408,0.144018800569604,7.92812975601152e-05,0.0905025253771109,0.000874370891931496,0.29599785557658,0.0407923558866259,0.0466317194611663,0.0173972242618707,0.0573981853509016,0.0296942497644356,0.0327629979618157,0.00504929008038114,0.224849678893068,0.0139514646269481
"AFG",2006,"Both",2770,4.02830456774095,0.14073623864823,8.5101707718043e-05,0.0942598461876133,0.000888438678199549,0.305316876890916,0.034923204090697,0.0465100708206379,0.0168504211188771,0.0553580539875531,0.0290905004954917,0.0332745144778743,0.0192377173796305,0.216014964067451,0.00745405144911036
"AFG",2007,"Both",2984,4.15396800994439,0.144073709154911,8.66373498730992e-05,0.0999258201173308,0.00113155963899911,0.323145243983026,0.0306813418027853,0.0473352966750888,0.0167764667801019,0.0537022176799578,0.0289951093310193,0.0342437670145292,0.00791927679736702,0.207915168425199,0.00406838524981082
"AFG",2008,"Both",3160,4.24841809110044,0.148905675656824,8.70032288081513e-05,0.101439857806132,0.000793750607337212,0.335869578099592,0.0309134818246073,0.0469174787564807,0.0164932248288812,0.0505812628624465,0.0283193537340637,0.0341771566394693,0.0113581302353345,0.193684848758339,0.000459196961684225
"AFG",2009,"Both",3289,4.24883248881436,0.147846633827619,0.00016792863004066,0.0972064083026856,0.00062900989995976,0.330962702778078,0.0320573826680933,0.0446883825825211,0.0155773624467325,0.0459063270139471,0.0264602478819554,0.0325526882929711,0.0502440975256814,0.173566184994845,0.00213464315487164
"AFG",2010,"Both",3304,4.12220336348357,0.149651080521856,0.000167124588797845,0.0968720137665333,0.000698544825458499,0.334444209794591,0.0311971364287261,0.043681441901451,0.0151012149350609,0.0435083545571465,0.0254506168376329,0.0318070724184855,0.0563041835026892,0.162149014570609,0.00896799135096268
"AFG",2011,"Both",3223,3.89584184278691,0.153123275423912,0.000168893805865854,0.0959027167505123,0.000951420260886041,0.33860488387672,0.0339728709692628,0.0431745946379767,0.0148733505111605,0.0427445596354784,0.024850944198545,0.031472601672283,0.0621712158887235,0.15566267894836,0.00232599342031231
"AFG",2012,"Both",3079,3.59940927609637,0.153347197475702,0.000168363928026473,0.0936585420946872,0.000458908305085171,0.335672394889094,0.0365775404145385,0.0425230942815973,0.0145624482067387,0.0426268059845534,0.0240264200650932,0.0309283935638887,0.0671073120654722,0.149767855656331,0.00857472306919159
"AFG",2013,"Both",2857,3.24409473215281,0.153137159700679,0.000253285299401438,0.0920370326887753,0.000735312911269891,0.333257704050206,0.039585465376476,0.0422505505039041,0.0143995519488173,0.0439779522791064,0.0234663136637328,0.0308922714924044,0.0752592173102741,0.147121605575124,0.00362657719982881
"AFG",2014,"Both",2598,2.87403522266783,0.142204450291696,0.000238701785213037,0.0841009896251359,0.000749382623946597,0.309318059271417,0.0420120368362833,0.0395035818804646,0.0134102365787626,0.0437550744882517,0.0216660593184755,0.0293633505019216,0.125251053834685,0.13809680831658,0.0103302146471682
"AFG",2015,"Both",2363,2.54905685153994,0.128226937266043,0.000222330240113811,0.0773230893242129,0.000841701556271731,0.285634205088538,0.0404232867163919,0.0360882896104343,0.0122359084530272,0.0434677095525036,0.0198337500494285,0.027636731302317,0.180848364112741,0.129492466370967,0.0177252303570102
"AFG",2016,"Both",2172,2.293503248185,0.122106477622487,0.000223753076071091,0.0778519006719595,0.00192854376745941,0.284003490938545,0.0386010864431356,0.0353142184372594,0.011922798553781,0.0471049045468071,0.0196426123852802,0.0282149202410091,0.198094960515595,0.133375462063808,0.00161487073680332
"AFG",2017,"Both",2050,2.11498639925334,0.143113351740138,0.000373501527377264,0.0964992348671605,0.00259341398076499,0.34858682102676,0.0457412704655767,0.0425088486019415,0.0143056894543994,0.0632107065306717,0.0241770462140829,0.0355548962965885,0,0.17227388840769,0.0110613308868482
"AFG",2018,"Both",1958,1.98783984155126,0.138178638300939,0.000384735048509227,0.0954862184479796,0.00203159361814118,0.348055589890014,0.0483769365385188,0.0418408824063355,0.0140379403388508,0.0683858935979842,0.024343782563872,0.0363377987248243,0,0.181600727740363,0.000939262783667666
