"ISO3","Year","Sex","Deaths","Rate","Diarrhoeal","HIV","LRI","Malaria","OtherCMPN","TB","Measles","OtherNCD","Congenital","Digestive","Neoplasms","RTI","Drowning","CollectVio","OtherInj","NatDis"
"ECU",2017,"Both",404,1.26162,0.00512,0.00524,0.04987,0,0.04975,0,0,0.2159,0.06917,0.04182,0.26142,0.13567,0.05123,0,0.10748,0.00732
"ECU",2018,"Both",387,1.20816,0.00557,0.00547,0.05376,0,0.04901,0.00152,0,0.21257,0.07171,0.0287,0.21379,0.14108,0.06311,0,0.1171,0.0366
"ECU",2019,"Both",369,1.15492,0.00557,0.00547,0.05376,0,0.04901,0.00152,0,0.21257,0.07171,0.0287,0.21379,0.14108,0.06311,0,0.1171,0.0366
"ECU",2020,"Both",348,1.10253,0.00557,0.00547,0.05376,0,0.04901,0.00152,0,0.21257,0.07171,0.0287,0.21379,0.14108,0.06311,0,0.1171,0.0366
"ECU",2021,"Both",328,1.05288,0.00557,0.00547,0.05376,0,0.04901,0.00152,0,0.21257,0.07171,0.0287,0.21379,0.14108,0.06311,0,0.1171,0.0366
"EGY",2000,"Both",5801,3.31486,0.02185,0.00015,0.06115,0,0.10065,0.00216,0.07863,0.16336,0.06378,0.02168,0.14418,0.13724,0.06742,0.00028,0.13749,0
"EGY",2001,"Both",5202,2.96811,0.02283,0.00016,0.06392,0,0.10876,0.00243,0.02053,0.1771,0.06872,0.02323,0.15561,0.14219,0.06995,0,0.14456,0
"EGY",2002,"Both",4959,2.82534,0.0224,0.00017,0.06305,0,0.11013,0.00248,0.01609,0.18157,0.07001,0.02352,0.1589,0.13897,0.06857,2e-05,0.14384,0.00029
"EGY",2003,"Both",4740,2.69088,0.02207,0.00026,0.06254,0,0.11175,0.00283,0.00277,0.18806,0.07208,0.02402,0.16408,0.13698,0.06789,0,0.14468,0
"EGY",2004,"Both",4661,2.62729,0.02132,0.00027,0.06184,0,0.11195,0.00231,0.00088,0.19213,0.07334,0.02423,0.16753,0.13326,0.06646,3e-04,0.14387,3e-04
"EGY",2005,"Both",4670,2.60763,0.02073,0.00027,0.06101,0,0.11132,0.00241,5e-04,0.19561,0.07445,0.02444,0.17063,0.12963,0.06503,0.00111,0.14284,0
"EGY",2006,"Both",4779,2.6363,0.02063,0.00037,0.06078,0,0.11018,0.00211,0.003,0.1984,0.07532,0.0247,0.17295,0.12626,0.06356,0.00025,0.14147,4e-05
"EGY",2007,"Both",4921,2.67891,0.02101,0.00038,0.06097,0,0.10918,0.00205,0.00096,0.20167,0.07636,0.02511,0.17546,0.12367,0.06238,0,0.14074,7e-05
"EGY",2008,"Both",5079,2.73077,0.02154,0.00039,0.06108,0,0.10744,0.00201,0.00166,0.20381,0.07695,0.02545,0.1768,0.12076,0.06096,0.00021,0.13938,0.00158
"EGY",2009,"Both",5205,2.7632,0.02218,4e-04,0.06155,0,0.10613,0.00163,0.00176,0.20696,0.07785,0.02588,0.17876,0.11837,0.05981,0.00012,0.1386,0
"EGY",2010,"Both",5285,2.76822,0.02253,0.00052,0.06174,0,0.10493,0.00135,0,0.20998,0.07867,0.02624,0.18063,0.1158,0.05861,6e-04,0.13747,0.00094
"EGY",2011,"Both",5324,2.74756,0.02239,0.00053,0.06112,0,0.10238,0.00163,0,0.2127,0.07944,0.02646,0.18247,0.11308,0.05736,0.00499,0.13546,0
"EGY",2012,"Both",5325,2.70026,0.02217,0.00066,0.06096,0,0.10047,0.00131,0,0.21746,0.08091,0.0268,0.18593,0.11124,0.05657,0.00151,0.13402,0
"EGY",2013,"Both",5297,2.63373,0.02157,0.00067,0.06031,0,0.09766,0.00065,0.00017,0.22015,0.08165,0.02686,0.18775,0.10841,0.05529,0.00791,0.13097,0
"EGY",2014,"Both",5253,2.55379,0.02115,0.00079,0.05997,0,0.09598,0.00064,0,0.22515,0.08325,0.0272,0.19162,0.10674,0.05463,0.00353,0.12936,0
"EGY",2015,"Both",5226,2.47182,0.02073,0.00079,0.05899,0,0.09347,0.00091,6e-04,0.22738,0.08376,0.02727,0.19286,0.10367,0.05328,0.00925,0.12643,0.00061
"EGY",2016,"Both",5218,2.39143,0.02072,9e-04,0.05908,0,0.09241,0.00093,0,0.23179,0.08509,0.02766,0.196,0.10167,0.05252,0.00533,0.12509,0.00079
"EGY",2017,"Both",5243,2.32121,0.02073,0.001,0.05903,0,0.09089,0.00095,0,0.23482,0.08594,0.02791,0.19799,0.09909,0.0515,0.00684,0.12331,0
"EGY",2018,"Both",5302,2.26015,0.0209,0.0011,0.0592,0,0.08973,0.00096,0,0.23931,0.08729,0.02829,0.20108,0.09705,0.05076,0.00195,0.12237,0
"EGY",2019,"Both",5384,2.20772,0.02092,0.00108,0.05908,0,0.08801,0.00096,0,0.24198,0.08807,0.02848,0.20289,0.09443,0.04972,0.00365,0.12072,0
"EGY",2020,"Both",5441,2.15699,0.02099,0.00119,0.05938,0,0.08644,0.00095,0,0.24492,0.08905,0.02874,0.2052,0.09211,0.04895,0.00276,0.11932,0
"EGY",2021,"Both",5415,2.10352,0.02108,0.00119,0.05968,0,0.08503,0.00096,0,0.24799,0.09005,0.02901,0.20754,0.08984,0.04826,0.00146,0.11792,0
"ERI",2000,"Both",769,10.84454,0.12494,0.01072,0.16984,0.00496,0.15163,0.00462,0.09637,0.08492,0.0288,0.03721,0.0235,0.04737,0.04446,0.09206,0.07859,0
"ERI",2001,"Both",946,12.90045,0.10241,0.01146,0.13599,0.00561,0.11905,0.01465,0.30738,0.07255,0.02563,0.03059,0.02206,0.0428,0.04007,7e-05,0.06968,0
"ERI",2002,"Both",739,9.65786,0.12282,0.01679,0.16382,0.00421,0.14547,0.02007,0.13594,0.09126,0.0333,0.03691,0.0301,0.05619,0.05268,8e-05,0.09037,0
"ERI",2003,"Both",685,8.68239,0.12148,0.01917,0.15311,0.00699,0.13099,0.04457,0.10572,0.09538,0.03565,0.03679,0.0337,0.06054,0.05713,0.00211,0.09668,0
"ERI",2004,"Both",609,7.51027,0.12567,0.02138,0.16097,0.00197,0.1392,0.04548,0.03591,0.10597,0.03998,0.03853,0.03931,0.06789,0.06512,0.0039,0.10872,0
"ERI",2005,"Both",575,6.97376,0.12086,0.02119,0.15654,0.0039,0.13608,0.04035,0.03282,0.10772,0.0406,0.03738,0.04192,0.07009,0.06701,0.0114,0.11214,0
"ERI",2006,"Both",654,7.88301,0.09828,0.01703,0.12786,0.00181,0.11262,0.03002,0.20394,0.09151,0.03433,0.03057,0.0373,0.06068,0.05721,0.00016,0.09669,0
"ERI",2007,"Both",545,6.55555,0.10824,0.01806,0.1355,0.00377,0.11931,0.04329,0.10336,0.10361,0.03905,0.03372,0.04446,0.07072,0.06535,9e-05,0.11147,0
"ERI",2008,"Both",497,5.90966,0.1088,0.01715,0.14073,0.00229,0.13067,0.03092,0.06625,0.10493,0.04027,0.03375,0.04792,0.07487,0.06725,0.01852,0.11568,0
"ERI",2009,"Both",523,6.06063,0.09964,0.01567,0.12462,0.00243,0.11955,0.03658,0.14571,0.09635,0.03781,0.03075,0.04672,0.07181,0.0629,0.00075,0.10869,0
"ERI",2010,"Both",478,5.38337,0.10371,0.0148,0.12876,0.01247,0.12975,0.03993,0.08912,0.09875,0.04032,0.03171,0.05151,0.07745,0.06614,0,0.11558,0
"ERI",2011,"Both",465,5.08334,0.10347,0.01316,0.12762,0.01111,0.13612,0.04232,0.08066,0.0961,0.04112,0.03132,0.05422,0.07881,0.0659,0,0.11807,0
"ERI",2012,"Both",580,6.19727,0.08063,0.00976,0.09952,0.00478,0.11028,0.03499,0.27743,0.07279,0.03288,0.02417,0.0446,0.062,0.05113,0,0.09506,0
"ERI",2013,"Both",441,4.648,0.10131,0.01091,0.12583,0.00692,0.14239,0.04754,0.07576,0.0888,0.0426,0.03006,0.05936,0.07817,0.06399,0.0013,0.12507,0
"ERI",2014,"Both",497,5.17518,0.08473,0.00811,0.10911,0.01829,0.12503,0.03553,0.20055,0.07363,0.03675,0.02499,0.05245,0.06606,0.05397,0.00086,0.10995,0
"ERI",2015,"Both",529,5.48399,0.07644,0.00618,0.10118,0.00874,0.11928,0.02899,0.27034,0.06753,0.0341,0.02251,0.04969,0.06136,0.04999,0,0.10368,0
"ERI",2016,"Both",490,5.06154,0.07708,0.00511,0.10085,0.01627,0.12094,0.03343,0.23639,0.07197,0.03521,0.02285,0.05247,0.06478,0.05281,0.00029,0.10957,0
"ERI",2017,"Both",397,4.09947,0.08875,0.00431,0.11619,0.02371,0.14266,0.03875,0.08788,0.09017,0.04132,0.02665,0.06302,0.07923,0.06473,0.00018,0.13246,0
"ERI",2018,"Both",390,4.02302,0.08468,0.0034,0.11137,0.0209,0.13938,0.03604,0.09929,0.09539,0.04011,0.02588,0.06272,0.08053,0.0663,0.00017,0.13383,0
"ERI",2019,"Both",344,3.54694,0.08593,0.00264,0.11228,0.06558,0.13959,0.04015,0.00882,0.10682,0.04148,0.02674,0.06652,0.08613,0.07185,0,0.14545,0
"ERI",2020,"Both",335,3.4577,0.08354,0.00139,0.1094,0.05433,0.13785,0.04126,0.01398,0.11179,0.04102,0.02634,0.0673,0.08722,0.07359,0.00017,0.1508,0
"ERI",2021,"Both",326,3.39086,0.08248,0.00144,0.10816,0.02773,0.13774,0.04235,0.02561,0.11657,0.04114,0.02628,0.06898,0.0889,0.07568,0,0.15694,0
"ESP",2000,"Both",297,0.75897,0.00332,0.00332,0.00664,0,0.07408,0.00316,0,0.23278,0.10666,0.02259,0.26906,0.15639,0.02503,0,0.09696,0
"ESP",2001,"Both",279,0.72616,0,0.01509,0.00754,0,0.06787,0,0,0.22384,0.10425,0.00754,0.32434,0.13573,0.03665,0,0.07715,0
"ESP",2002,"Both",262,0.69335,0,0.00711,0.01412,0,0.04989,0.00711,0,0.2348,0.09906,0.00711,0.28546,0.15595,0.02788,0,0.11151,0
"ESP",2003,"Both",252,0.6611,0,0.00399,0.01196,0,0.06367,0.00394,0.00399,0.2142,0.08311,0,0.30134,0.16633,0.04908,0,0.09841,0
"ESP",2004,"Both",245,0.62959,0,0.00441,0.01324,0,0.05296,0.00442,0,0.23713,0.09838,0,0.29137,0.17336,0.02979,0,0.09493,0
"ESP",2005,"Both",239,0.59913,0,0.00849,0.0168,0.00416,0.03811,0,0,0.22036,0.08489,0.01282,0.32346,0.13076,0.02534,0,0.1348,0
"ESP",2006,"Both",235,0.56969,0,0,0.00821,0,0.04943,0,0,0.21601,0.13408,0.01236,0.33324,0.11921,0.03711,0,0.09034,0
"ESP",2007,"Both",231,0.54164,0,0.00419,0.01241,0,0.06109,0,0,0.32578,0.05828,0.00806,0.2999,0.10931,0.03177,0,0.08921,0
"ESP",2008,"Both",228,0.51514,0.00383,0,0.00773,0,0.05388,0,0,0.30408,0.11193,0.02694,0.27002,0.07135,0.04487,0,0.10537,0
"ESP",2009,"Both",223,0.49039,0,0,0.02339,0,0.03742,0.00936,0,0.3012,0.08708,0.00935,0.35087,0.0861,0.0136,0,0.08165,0
"ESP",2010,"Both",217,0.4675,0,0,0.0145,0,0.03878,0,0,0.26008,0.11283,0.01954,0.37541,0.066,0.03289,0,0.07997,0
"ESP",2011,"Both",212,0.44651,0,0,0.01406,0,0.04684,0,0,0.37618,0.07741,0.0094,0.34605,0.04931,0.01798,0,0.06277,0
"ESP",2012,"Both",207,0.42724,0.00418,0,0.00822,0,0.01658,0,0,0.35261,0.10002,0.01254,0.3254,0.06558,0.03335,0,0.07762,0.00389
"ESP",2013,"Both",202,0.4094,0.00465,0,0,0,0.04121,0,0,0.31107,0.08495,0.00449,0.38915,0.07809,0.04308,0,0.04331,0
"ESP",2014,"Both",195,0.39298,0,0,0.01011,0,0.0622,0,0,0.30291,0.07155,0.01542,0.37497,0.04369,0.02505,0,0.09411,0
"ESP",2015,"Both",188,0.3778,0.00457,0.00457,0.00928,0,0.02784,0,0,0.33606,0.08202,0.02327,0.37209,0.01369,0.04952,0,0.07708,0
"ESP",2016,"Both",179,0.36345,0.00535,0,0.0167,0,0.03876,0,0,0.34146,0.11817,0,0.36345,0.03295,0.006,0,0.07715,0
"ESP",2017,"Both",171,0.34997,0,0,0.01086,0,0.02712,0,0,0.29853,0.08697,0.01621,0.43424,0.02668,0.01067,0,0.08872,0
"ESP",2018,"Both",161,0.33702,0.00331,0.00152,0.01228,0,0.03124,0,0,0.32535,0.09572,0.01316,0.38993,0.02444,0.02207,0,0.08098,0
"ESP",2019,"Both",151,0.32461,0.00331,0.00152,0.01228,0,0.03124,0,0,0.32535,0.09572,0.01316,0.38993,0.02444,0.02207,0,0.08098,0
"ESP",2020,"Both",144,0.31228,0.00331,0.00152,0.01228,0,0.03124,0,0,0.32535,0.09572,0.01316,0.38993,0.02444,0.02207,0,0.08098,0
"ESP",2021,"Both",136,0.30071,0.00331,0.00152,0.01228,0,0.03124,0,0,0.32535,0.09572,0.01316,0.38993,0.02444,0.02207,0,0.08098,0
"EST",2000,"Both",25,1.59954,0,0,0.03503,0,0.03105,0,0,0.12627,0.09659,0.03277,0.09486,0.03143,0.13992,0,0.41208,0
"EST",2001,"Both",22,1.49905,0,0,0,0,0,0,0,0.11542,0.22485,0,0.11242,0.18833,0.03783,0,0.32114,0
"EST",2002,"Both",19,1.40256,0,0,0.04244,0,0,0,0,0.04121,0.08241,0.04121,0.28844,0.08241,0.21257,0,0.20931,0
"EST",2003,"Both",17,1.31239,0,0,0.09055,0,0,0,0,0.09055,0.18109,0,0.36219,0.09123,0.09055,0,0.09385,0
"EST",2004,"Both",15,1.22935,0,0,0,0,0,0,0,0.27154,0,0,0.09051,0.18103,0.36206,0,0.09485,0
"EST",2005,"Both",14,1.15207,0,0,0,0,0,0,0,0.31117,0,0,0.20744,0.26968,0.05645,0,0.15526,0
"EST",2006,"Both",13,1.08088,0,0,0,0,0,0,0,0.22949,0.0765,0,0.15299,0.15299,0.38804,0,0,0
"EST",2007,"Both",13,1.01606,0,0,0,0,0.09059,0,0,0,0,0,0.18118,0.0912,0.27176,0,0.36527,0
"EST",2008,"Both",12,0.95614,0,0,0,0,0,0,0,0.50524,0,0,0.09859,0.19899,0,0,0.19718,0
"EST",2009,"Both",11,0.90017,0,0,0,0,0,0,0,0.29885,0,0.09962,0.19924,0.09962,0.10165,0,0.20103,0
"EST",2010,"Both",11,0.84889,0,0,0,0,0,0,0,0.21429,0.21429,0,0.28571,0,0.14286,0,0.14286,0
"EST",2011,"Both",11,0.80079,0,0,0,0,0.14286,0,0,0,0.28571,0,0.28571,0,0.14286,0,0.14286,0
"EST",2012,"Both",10,0.75701,0.14286,0,0.14286,0,0,0,0,0,0,0,0.42857,0,0,0,0.28571,0
"EST",2013,"Both",10,0.71571,0,0,0,0,0.08333,0,0,0.25,0,0,0.33333,0.08333,0.16667,0,0.08333,0
"EST",2014,"Both",10,0.67608,0,0,0.09091,0,0,0,0,0.27273,0.09091,0,0,0.09091,0.36364,0,0.09091,0
"EST",2015,"Both",10,0.63969,0,0.125,0.125,0,0,0,0,0,0,0,0.125,0.125,0,0,0.5,0
"EST",2016,"Both",9,0.60456,0,0,0.09091,0,0,0,0,0.27273,0,0,0.09091,0.22727,0,0,0.31818,0
"EST",2017,"Both",9,0.57152,0,0,0,0,0,0,0,0,0.14286,0.14286,0.42857,0.14286,0.14286,0,0,0
"EST",2018,"Both",8,0.54055,0,0,0.25,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,0
"EST",2019,"Both",8,0.51108,0,0,0.11364,0,0,0,0,0.09091,0.13095,0.04762,0.25649,0.12338,0.04762,0,0.18939,0
"EST",2020,"Both",7,0.48333,0,0,0.11364,0,0,0,0,0.09091,0.13095,0.04762,0.25649,0.12338,0.04762,0,0.18939,0
"EST",2021,"Both",7,0.45843,0,0,0.11364,0,0,0,0,0.09091,0.13095,0.04762,0.25649,0.12338,0.04762,0,0.18939,0
"ETH",2000,"Both",62510,29.37395,0.20363,0.0373,0.08293,0.06052,0.33528,0.01812,0.08126,0.0713,0.00888,0.06802,0.0039,0.00553,0.00955,2e-05,0.01361,0.00014
"ETH",2001,"Both",60948,27.8666,0.20797,0.03913,0.08105,0.04989,0.31615,0.01944,0.09241,0.07749,0.00946,0.06925,0.0048,0.00634,0.0108,0.00016,0.01565,1e-05
"ETH",2002,"Both",59380,26.41629,0.2063,0.04014,0.08099,0.04107,0.29932,0.01899,0.10691,0.08316,0.0102,0.06877,0.00581,0.00728,0.0124,0.00067,0.01795,4e-05
"ETH",2003,"Both",59974,25.97054,0.19116,0.03906,0.07713,0.04326,0.26795,0.01809,0.15594,0.08462,0.0105,0.06411,0.00662,0.00796,0.01365,0.00017,0.01961,0.00019
"ETH",2004,"Both",53964,22.77703,0.19558,0.04197,0.08161,0.05268,0.26577,0.0191,0.11015,0.096,0.01196,0.0665,0.00833,0.00966,0.01668,0.00012,0.0239,0
"ETH",2005,"Both",51087,21.04132,0.19223,0.04209,0.08376,0.03431,0.25769,0.01924,0.11552,0.10499,0.01315,0.06682,0.01012,0.01138,0.01966,0.00025,0.02831,0.00049
"ETH",2006,"Both",45671,18.37793,0.19341,0.04435,0.08804,0.03667,0.25396,0.02088,0.07542,0.11748,0.01487,0.06883,0.01261,0.01382,0.0238,2e-05,0.03447,0.00138
"ETH",2007,"Both",41540,16.33631,0.19072,0.04436,0.09177,0.02989,0.24816,0.02113,0.05776,0.12834,0.01657,0.06943,0.01541,0.01653,0.02832,0.00042,0.04114,6e-05
"ETH",2008,"Both",41246,15.86668,0.17059,0.03943,0.08727,0.02075,0.22112,0.01879,0.12569,0.1262,0.01681,0.06328,0.01707,0.01798,0.03054,6e-05,0.0443,0.00013
"ETH",2009,"Both",36190,13.63558,0.16685,0.03837,0.08967,0.04111,0.21208,0.01933,0.08832,0.13441,0.01851,0.06268,0.02044,0.02119,0.03557,5e-05,0.05143,0
"ETH",2010,"Both",30916,11.41513,0.16663,0.03753,0.09308,0.07061,0.20622,0.02036,0.02618,0.14441,0.02043,0.06323,0.02457,0.02513,0.04131,0.00027,0.05998,7e-05
"ETH",2011,"Both",28591,10.35504,0.15951,0.03347,0.09144,0.06167,0.1944,0.02072,0.04095,0.14794,0.02118,0.0613,0.02781,0.02811,0.04484,0.00038,0.06627,0
"ETH",2012,"Both",26726,9.51001,0.14608,0.02939,0.08237,0.08146,0.1684,0.025,0.06957,0.14513,0.02054,0.05704,0.02962,0.02966,0.04554,6e-04,0.0696,0
"ETH",2013,"Both",23871,8.3538,0.13696,0.02625,0.07547,0.12049,0.14709,0.0294,0.05663,0.14694,0.02025,0.05458,0.032,0.03178,0.04705,0.00047,0.07464,0
"ETH",2014,"Both",22689,7.82786,0.12568,0.0226,0.0683,0.10917,0.12894,0.03156,0.10347,0.14676,0.01967,0.05125,0.03357,0.03312,0.0478,0.00029,0.07783,0
"ETH",2015,"Both",20406,6.95754,0.12193,0.01859,0.07015,0.10075,0.1257,0.02615,0.10214,0.15402,0.02028,0.05061,0.03687,0.03621,0.05127,0.00079,0.08453,0
"ETH",2016,"Both",16875,5.69136,0.13251,0.0169,0.07607,0.07237,0.1361,0.03152,0.01597,0.18256,0.0235,0.05597,0.04478,0.04398,0.06184,0.00396,0.1013,0.00067
"ETH",2017,"Both",15987,5.34049,0.12588,0.01374,0.07184,0.0469,0.12796,0.03302,0.05008,0.18911,0.0237,0.05397,0.04673,0.0462,0.0649,0.00164,0.10432,0
"ETH",2018,"Both",15231,5.04811,0.12068,0.01119,0.06903,0.02091,0.12274,0.03225,0.07585,0.19763,0.02367,0.05247,0.04824,0.04832,0.06763,0.00221,0.10694,0.00025
"ETH",2019,"Both",17181,5.64223,0.09707,0.00834,0.05591,0.01456,0.09774,0.02512,0.22839,0.1757,0.01956,0.04298,0.04125,0.04212,0.05894,0.00072,0.0916,0
"ETH",2020,"Both",12916,4.1895,0.11634,0.00985,0.06515,0.04118,0.11299,0.03341,0.02105,0.22728,0.02383,0.05221,0.05174,0.05373,0.07497,0.00091,0.11534,0
"ETH",2021,"Both",12562,4.01306,0.11286,0.00979,0.06159,0.03298,0.10808,0.03436,0.03308,0.2335,0.02314,0.05125,0.05197,0.05469,0.0755,9e-04,0.11631,0
"FIN",2000,"Both",46,0.70553,0.02432,0,0.04878,0,0.07323,0,0,0.26821,0.0731,0,0.19511,0.14633,0.04891,0,0.12201,0
"FIN",2001,"Both",44,0.68053,0,0,0.02108,0,0.08675,0,0,0.25903,0.1066,0.0223,0.17105,0.18767,0.06222,0,0.0833,0
"FIN",2002,"Both",42,0.65601,0,0,0.02439,0,0,0,0,0.17652,0.04019,0,0.31467,0.11475,0.07317,0,0.2563,0
"FIN",2003,"Both",39,0.63143,0.02989,0,0,0,0.11869,0,0,0.32365,0.08711,0,0.23485,0.05808,0.02989,0,0.11785,0
"FIN",2004,"Both",37,0.6073,0,0,0.01882,0,0,0,0,0.16992,0.03773,0,0.16975,0.11328,0.07563,0,0.13193,0.28294
"FIN",2005,"Both",35,0.58292,0,0,0,0,0,0,0,0.23778,0.12889,0,0.26111,0.20632,0.06214,0,0.10376,0
"FIN",2006,"Both",33,0.55866,0,0,0,0,0.03187,0,0,0.28874,0.15186,0.03187,0.26811,0.05625,0.02812,0,0.14317,0
"FIN",2007,"Both",31,0.53468,0,0,0.03571,0,0.07143,0,0,0.14286,0.14286,0,0.21429,0.10714,0.10714,0,0.17857,0
"FIN",2008,"Both",29,0.51171,0,0,0,0,0,0,0,0.32442,0.08949,0.03076,0.32721,0.11362,0.02884,0,0.08565,0
"FIN",2009,"Both",28,0.48949,0,0,0.0906,0,0.04615,0,0,0.22735,0.2735,0,0.22735,0,0,0,0.13504,0
"FIN",2010,"Both",27,0.4687,0,0,0,0,0,0,0,0.36993,0.08671,0,0.34248,0.08671,0.08453,0,0.02963,0
"FIN",2011,"Both",26,0.44917,0,0,0.07143,0,0,0,0,0.14286,0.10714,0,0.25,0.07143,0.07143,0,0.28571,0
"FIN",2012,"Both",25,0.43113,0,0,0.05714,0,0.02667,0,0,0.44571,0.02857,0.02667,0.22286,0.02667,0.02667,0,0.13905,0
"FIN",2013,"Both",25,0.41413,0,0,0,0,0,0,0,0.36786,0.29881,0,0.16667,0.11111,0.05556,0,0,0
"FIN",2014,"Both",24,0.39835,0,0,0,0,0,0,0,0.29994,0.03361,0,0.49968,0.10019,0.03297,0,0.03361,0
"FIN",2015,"Both",23,0.3836,0,0,0,0,0.0625,0,0,0.34722,0,0.0625,0.17361,0.11111,0.11806,0,0.125,0
"FIN",2016,"Both",23,0.36985,0,0,0.03233,0,0,0,0,0.32241,0.16121,0,0.2579,0.09698,0.03233,0,0.09684,0
"FIN",2017,"Both",22,0.35716,0,0,0,0,0,0,0,0.35712,0.0853,0,0.37695,0.07112,0,0,0.10951,0
"FIN",2018,"Both",21,0.34531,0,0,0.01078,0,0.02083,0,0,0.34225,0.08217,0.02083,0.26949,0.09307,0.05013,0,0.11045,0
"FIN",2019,"Both",21,0.33409,0,0,0.01078,0,0.02083,0,0,0.34225,0.08217,0.02083,0.26949,0.09307,0.05013,0,0.11045,0
"FIN",2020,"Both",20,0.32362,0,0,0.01078,0,0.02083,0,0,0.34225,0.08217,0.02083,0.26949,0.09307,0.05013,0,0.11045,0
"FIN",2021,"Both",19,0.31327,0,0,0.01078,0,0.02083,0,0,0.34225,0.08217,0.02083,0.26949,0.09307,0.05013,0,0.11045,0
"FJI",2000,"Both",81,4.17818,0.05024,0.00028,0.05686,0,0.1195,0.00519,0,0.33907,0.03278,0.02114,0.06081,0.13285,0.0985,0,0.08277,0
"FJI",2001,"Both",76,3.93645,0.04887,0.00031,0.05538,0,0.11592,0.00532,0,0.34195,0.033,0.02064,0.06179,0.13349,0.10005,0,0.08328,0
"FJI",2002,"Both",71,3.70136,0.04771,0.00041,0.05394,0,0.11277,0.00644,0,0.34178,0.03338,0.02017,0.06291,0.13506,0.10168,0,0.08375,0
"FJI",2003,"Both",66,3.47893,0.04657,4e-04,0.05168,0,0.09915,0.00999,0.00996,0.33963,0.03378,0.0197,0.06403,0.13744,0.10334,0,0.08432,0
"FJI",2004,"Both",62,3.27464,0.04537,0.00049,0.0495,0,0.04429,0.0138,0.06137,0.33609,0.0342,0.01922,0.06513,0.14041,0.10516,0,0.08498,0
"FJI",2005,"Both",58,3.0901,0.04415,0.00063,0.05019,0,0.08598,0.01287,0.01874,0.33098,0.03465,0.01873,0.06625,0.14406,0.1071,0,0.08568,0
"FJI",2006,"Both",54,2.9245,0.04312,0.00074,0.05113,0,0.07665,0.01206,0.02785,0.32352,0.0353,0.01829,0.06767,0.14835,0.10917,0,0.08615,0
"FJI",2007,"Both",52,2.77677,0.04233,8e-04,0.0487,0,0.10117,0.01816,0,0.31545,0.03608,0.01793,0.06942,0.15253,0.11117,0,0.08627,0
"FJI",2008,"Both",49,2.64813,0.04181,0.00093,0.05195,0,0.10366,0.01246,0,0.30836,0.03694,0.01768,0.0715,0.15586,0.11289,0,0.08595,0
"FJI",2009,"Both",47,2.5364,0.0417,0.00109,0.05313,0,0.1044,0.01033,0,0.30243,0.03798,0.01757,0.07401,0.15796,0.11435,0,0.08504,0
"FJI",2010,"Both",46,2.44062,0.04177,0.00122,0.05049,0,0.10141,0.01484,0,0.29925,0.03901,0.01754,0.07666,0.15849,0.11551,0,0.08381,0
"FJI",2011,"Both",45,2.36173,0.04195,0.00134,0.04858,0,0.09915,0.01715,0,0.29831,0.04001,0.01756,0.07929,0.15773,0.11651,0,0.08242,0
"FJI",2012,"Both",44,2.2988,0.04226,0.00142,0.04622,0,0.09652,0.0202,0,0.29799,0.04105,0.01761,0.08191,0.15642,0.11746,0,0.08094,0
"FJI",2013,"Both",43,2.25168,0.04245,0.00139,0.04501,0,0.09488,0.02045,0,0.29993,0.04192,0.01764,0.08418,0.15417,0.11836,0,0.07962,0
"FJI",2014,"Both",43,2.218,0.04263,0.00139,0.0434,0,0.09272,0.02111,0,0.30343,0.0427,0.01768,0.08625,0.15118,0.11917,0,0.07833,0
"FJI",2015,"Both",42,2.19627,0.04289,0.00145,0.04142,0,0.09019,0.02233,0,0.30766,0.04349,0.01774,0.08827,0.14782,0.11983,0,0.07691,0
"FJI",2016,"Both",50,2.60619,0.04393,0.00162,0.04032,0,0.09018,0.02309,0,0.31389,0.04457,0.01807,0.08859,0.14206,0.11942,0,0.07426,0
"FJI",2017,"Both",41,2.18387,0.04349,0.00152,0.03702,0,0.08496,0.02447,0,0.31978,0.04493,0.01791,0.0921,0.13981,0.12031,0,0.07368,0
"FJI",2018,"Both",41,2.18361,0.04387,0.00111,0.03512,0,0.08336,0.02532,0,0.32494,0.04565,0.01801,0.09394,0.13645,0.12017,0,0.07205,0
"FJI",2019,"Both",40,2.18662,0.04417,0.00079,0.03313,0,0.08164,0.02685,0,0.32904,0.04628,0.01808,0.09557,0.13387,0.1199,0,0.07066,0
"FJI",2020,"Both",40,2.18286,0.04432,6e-04,0.03237,0,0.081,0.02685,0,0.33111,0.0467,0.01811,0.0968,0.13262,0.11971,0,0.06982,0
"FJI",2021,"Both",39,2.16578,0.04432,0.00042,0.03147,0,0.0801,0.02754,0,0.33216,0.04694,0.01808,0.09778,0.13218,0.11961,0,0.06938,0
"FRA",2000,"Both",467,0.65314,0.0022,0.00229,0.0022,0,0.03585,0,0,0.25984,0.08839,0.00229,0.25025,0.16697,0.05207,0,0.13763,0
"FRA",2001,"Both",444,0.62456,0.00242,0.00516,0.00258,0.005,0.03033,0,0.00258,0.25024,0.05879,0.01016,0.26371,0.14985,0.04919,0,0.16774,0.00224
"FRA",2002,"Both",422,0.59542,0,0.00216,0.00447,0.00216,0.02838,0.0023,0,0.27851,0.05252,0.01368,0.30481,0.12718,0.04484,0,0.13683,0.00216
