"year","group","csnd3","csdf3","csnd4","csdf4","csnd7","csdf7","csnd9","csdf9","csnd10","csdf10","csnd11","csdf11","csnd12","csdf12","csnd14","csdf14","csnd15","csdf15","csnd16","csdf16","csnd17","csdf17","csnd18","csdf18","csnd19","csdf19","csnd21","csdf21","csnd22","csdf22","csnd23","csdf23","csnd24","csdf24","csnd25","csdf25","csnd26","csdf26","csnd27","csdf27","csnd28","csdf28","dtot_igme","pop_wpp"
2002,"Male 15-19",59.7712748460472,0.001515191514045,0,0,308.658087454736,0.00782442931085825,536.068179912865,0.0135892359539866,340.977331399918,0.00864371657371521,0,0,526.573915444314,0.0133485579863191,1051.01220369339,0.0266429781913757,4963.32956755161,0.1258195489645,1867.91043677926,0.0473512075841427,248.297411832958,0.00629429658874869,582.885257475078,0.0147760407999158,2520.3439938426,0.0638902857899666,11603.8123970032,0.294154644012451,4778.80167883635,0.12114179879427,177.609180357307,0.00450236210599542,1279.41387671232,0.032432921230793,59.8663503015414,0.00151760166045278,0,0,2750.20552033186,0.0697172358632088,5792.46285402775,0.146837934851646,39448,59559156
2002,"Female 15-19_(4)",72.6434615221806,0.00256310286931694,17.2762945968425,0.000609565118793398,521.44434935227,0.0183982905000448,370.565675400198,0.0130747891962528,675.27198631689,0.023825841024518,413.779642445967,0.0145995216444135,666.039247211069,0.0235000792890787,1532.88829995692,0.0540853962302208,5008.33029520512,0.176710546016693,1484.87649399042,0.05239138007164,305.271281149238,0.0107709858566523,367.521107725799,0.0129673667252064,3062.28246332705,0.108047507703304,4701.6339186132,0.165889278054237,1754.59756964445,0.0619080364704132,104.470139951911,0.00368605391122401,622.567158136517,0.0219662394374609,0,0,0,0,3840.15387797356,0.135493397712708,2820.38693709671,0.0995126292109489,28342,56032504
2003,"Both 5-9",345.695925664157,0.00988465175032616,39.6965667357435,0.00113506324123591,998.271767074242,0.028544070199132,1735.91614172608,0.0496358945965767,206.859696379863,0.00591483991593122,0,0,1178.32042822614,0.0336922891438007,2065.83473532647,0.0590694174170494,3964.07608026266,0.113346755504608,760.83216320537,0.0217548441141844,304.178171888925,0.00869751442223787,647.216780737042,0.018506184220314,1919.76110004261,0.0548926629126072,5794.50821109116,0.165685191750526,10183.3709029853,0.291178077459335,44.8905446347781,0.00128357717767358,531.802005396225,0.015206073410809,0,0,0,0,452.550971684977,0.0129400100558996,3799.21788429469,0.108632884919643,34973,88371432
2003,"Both 10-14",135.42660855921,0.00369674642570317,9.82616230123676,0.000268225208856165,637.995990086347,0.0174154061824083,847.871394451708,0.0231443848460913,316.389532027766,0.00863649975508451,0,0,904.137006860226,0.0246802698820829,2205.43620281667,0.0602018944919109,5327.39270290732,0.145422086119652,1100.61731529236,0.0300436019897461,382.462486356497,0.0104400962591171,420.642211576924,0.0114822899922729,2272.04887091368,0.0620202235877514,5027.06087520719,0.137223914265633,10780.7962711453,0.294283896684647,147.725823516026,0.00403247866779566,579.708950195462,0.0158243421465158,0,0,0,0,1736.94254343212,0.0474134013056755,3801.51792219281,0.103770211338997,36634,114684274
2003,"Male 15-19",60.7531189471483,0.001515191514045,0,0,313.728317648172,0.00782442931085825,544.874004811049,0.0135892359539866,346.578459739685,0.00864371657371521,0,0,535.223781019449,0.0133485579863191,1068.2768535614,0.0266429781913757,5044.86063528061,0.1258195489645,1898.59401929379,0.0473512075841427,252.376116022468,0.00629429658874869,592.460131913424,0.0147760407999158,2561.7448990345,0.0638902857899666,11794.4246063232,0.294154644012451,4857.30156445503,0.12114179879427,180.526711001992,0.00450236210599542,1300.43040966988,0.032432921230793,60.8497561775148,0.00151760166045278,0,0,2795.38228917122,0.0697172358632088,5887.61383581161,0.146837934851646,40096,63761127
2003,"Female 15-19_(4)",73.5866833780892,0.00256310286931694,17.5006145605585,0.000609565118793398,528.214920256287,0.0183982905000448,375.377197824419,0.0130747891962528,684.039895813912,0.023825841024518,419.152266411111,0.0145995216444135,674.68727638945,0.0235000792890787,1552.79172576964,0.0540853962302208,5073.35977613926,0.176710546016693,1504.15652185678,0.05239138007164,309.235003944486,0.0107709858566523,372.293098680675,0.0129673667252064,3102.04394616187,0.108047507703304,4762.68117293715,0.165889278054237,1777.37972706556,0.0619080364704132,105.826607791241,0.00368605391122401,630.650734249502,0.0219662394374609,0,0,0,0,3890.01544833183,0.135493397712708,2857.00758464634,0.0995126292109489,28710,59892760
2004,"Both 5-9",326.124308678154,0.00988465175032616,37.4491407693581,0.00113506324123591,941.754489251019,0.028544070199132,1637.6370376828,0.0496358945965767,195.148309444627,0.00591483991593122,0,0,1111.60967349648,0.0336922891438007,1948.87724987589,0.0590694174170494,3739.64942959496,0.113346755504608,717.75755750882,0.0217548441141844,286.957087595626,0.00869751442223787,610.574523773316,0.018506184220314,1811.073591266,0.0548926629126072,5466.45142213178,0.165685191750526,9606.8381175418,0.291178077459335,42.3490609762796,0.00128357717767358,501.693970012218,0.015206073410809,0,0,0,0,426.929743238488,0.0129400100558996,3584.1247004947,0.108632884919643,32992.9993403554,88576783.7324219
2004,"Both 10-14",120.4252094158,0.00369674642570317,8.7377042478526,0.000268225208856165,567.324261679329,0.0174154061824083,753.951467298778,0.0231443848460913,281.342611003602,0.00863649975508451,0,0,803.984457338853,0.0246802698820829,1961.13687998962,0.0602018944919109,4737.26979293975,0.145422086119652,978.700360961853,0.0300436019897461,340.096569671031,0.0104400962591171,374.047072116771,0.0114822899922729,2020.37076755922,0.0620202235877514,4470.20615138658,0.137223914265633,9586.59204741243,0.294283896684647,131.362022739136,0.00403247866779566,515.493760570545,0.0158243421465158,0,0,0,0,1544.53893338526,0.0474134013056755,3380.41834428596,0.103770211338997,32575.9994189739,106134615.945312
2004,"Male 15-19",70.7740740890294,0.001515191514045,0,0,365.476399925645,0.00782442931085825,634.748533967957,0.0135892359539866,403.745025973346,0.00864371657371521,0,0,623.506548940052,0.0133485579863191,1244.48434075167,0.0266429781913757,5876.98782478619,0.1258195489645,2211.75860787298,0.0473512075841427,294.004427150715,0.00629429658874869,690.183779820656,0.0147760407999158,2984.29325808253,0.0638902857899666,13739.8621731926,0.294154644012451,5658.49172442586,0.12114179879427,210.303784248817,0.00450236210599542,1514.93058721264,0.032432921230793,70.8866511981596,0.00151760166045278,0,0,3256.46809035556,0.0697172358632088,6858.74939500344,0.146837934851646,46709.6557979584,66766300.7695312
2004,"Female 15-19_(4)",54.9512443227588,0.00256310286931694,13.0686763197976,0.000609565118793398,394.447280478636,0.0183982905000448,280.314904326618,0.0130747891962528,510.810403673894,0.023825841024518,313.004167909723,0.0145995216444135,503.826285740343,0.0235000792890787,1159.55541937813,0.0540853962302208,3788.55819827444,0.176710546016693,1123.23682408051,0.05239138007164,230.922871840728,0.0107709858566523,278.011837008137,0.0129673667252064,2316.46769442841,0.108047507703304,3556.55731106642,0.165889278054237,1327.26769508652,0.0619080364704132,79.0265780930249,0.00368605391122401,470.941765400862,0.0219662394374609,0,0,0,0,2904.8895738687,0.135493397712708,2133.48549776633,0.0995126292109489,21439.344078064,62570994.4648438
2005,"Both 5-9",278.805521034919,0.00900621898472309,17.2760998348819,0.000558067637030035,857.466214828026,0.0276986211538315,1527.62937614494,0.0493468157947063,209.688645100509,0.00677354540675879,0,0,977.309105453206,0.0315698906779289,1687.46979374773,0.0545101203024387,3433.56583107841,0.110914036631584,670.203697636743,0.0216495040804148,354.819942980356,0.011461703106761,489.656486002986,0.0158173106610775,1759.44822825376,0.0568352304399014,5259.86046889203,0.169908598065376,9122.13657326973,0.294671207666397,19.9269636043883,0.000643698149360716,433.988384683979,0.0140190711244941,0,0,0,0,352.566919332328,0.0113889239728451,3505.18168752033,0.113227434456348,30956.9999916553,88198485.203125
2005,"Both 10-14",112.017278433302,0.00381114869378507,4.25198065420866,0.000144664561958052,490.870513337996,0.0167008209973574,704.090881042482,0.0239551886916161,267.963947176379,0.00911690108478069,0,0,770.284493444999,0.026207285001874,1655.93475462685,0.0563396438956261,4228.73145048548,0.143873557448387,965.124367922316,0.0328362956643105,371.398457045546,0.0126360394060612,372.742054588798,0.0126817524433136,1964.18412713956,0.0668271705508232,3970.51808407863,0.13508839905262,8611.30509340762,0.292981266975403,106.977726925612,0.00363968871533871,403.503770161195,0.013728354126215,0,0,0,0,1350.37202973199,0.0459435246884823,3041.72702010687,0.103488266468048,29391.9989571571,99534799.3359375
2005,"Male 15-19",59.5361617803691,0.00131350557785481,0,0,345.971618197151,0.0076329349540174,597.361144528691,0.0131791699677706,414.507634263923,0.00914499815553427,0,0,630.963628630147,0.0139205185696483,1229.72469197999,0.0271305739879608,5519.01044498638,0.121762149035931,2314.60517037138,0.0510655492544174,303.595463810547,0.00669801887124777,598.831137385458,0.0132116014137864,3068.96449004668,0.0677084624767303,13563.8113052604,0.299249082803726,5309.30131385168,0.117135480046272,173.245367969955,0.00382219394668937,1471.49125915738,0.0324645042419434,168.43899619909,0.00371615425683558,26.211525451455,0.000578286941163242,2905.6311999477,0.0641049519181252,6624.95399651206,0.146161824464798,45326.158323288,67692586.4023438
2005,"Female 15-19_(4)",29.2117354648956,0.00147082074545324,14.0488571011342,0.000707364699337631,310.074492975687,0.0156123554334044,233.643442812966,0.0117640262469649,428.510018182521,0.0215756241232157,275.912015861736,0.013892263174057,409.324198940646,0.0206096116453409,1026.04009579995,0.0516614653170109,3432.39686600471,0.172822341322899,1144.79252751427,0.057640690356493,218.492063708784,0.0110011491924524,269.314393422777,0.01356007065624,2271.1932685044,0.114355348050594,3462.69381620261,0.174347802996635,1282.36032358621,0.0645672753453255,22.2360582490104,0.00111959304194897,428.191280487026,0.0215595755726099,0,0,0,0,2572.24605304152,0.129513457417488,2030.15831850952,0.10221915692091,19860.8399801254,63226932.3554688
2006,"Both 5-9",188.49981624426,0.0065265498124063,8.66776371195196,0.000300109531963244,739.138458006921,0.0255916640162468,1470.72737925276,0.0509219355881214,194.14116285684,0.00672187376767397,0,0,867.442763711605,0.0300340261310339,1511.72342859117,0.0523413680493832,3152.53256312826,0.109152153134346,704.052645728998,0.0243768654763699,417.607913638362,0.0144591061398387,411.293231344579,0.014240468852222,1721.87764771706,0.0596176721155643,4990.17935036674,0.17277817428112,8527.48124663357,0.295252442359924,97.2621388059767,0.00336756929755211,357.789990220524,0.0123879918828607,0,0,0,0,261.964794006199,0.00907017476856709,3259.61898759726,0.11285987496376,28882.0006990433,87099151.9609375
2006,"Both 10-14",75.9564885236091,0.00281560164876282,1.83454523451492,6.8004046624992e-05,402.742871769722,0.0149291194975376,611.316285890685,0.0226606465876102,247.552443649397,0.00917642563581467,0,0,716.967191651565,0.026576979085803,1411.82340011651,0.0523343347012997,3947.59116075131,0.14633172750473,1002.64127330761,0.0371665209531784,357.972140653511,0.0132695306092501,348.307730750939,0.0129112843424082,1919.68509543272,0.0711600631475449,3667.899524293,0.135963946580887,7882.77936398608,0.292203694581985,85.3140680341113,0.00316247413866222,317.759131619937,0.0117788901552558,0,0,0,0,1205.26816996559,0.0446776188910007,2773.58956675309,0.102813117206097,26977.0010104179,94916306.2578125
2006,"Male 15-19",31.4375489910773,0.000738069007638842,0,0,282.596090370498,0.00663459533825517,528.627666893025,0.0124107543379068,390.843119707365,0.00917594414204359,0,0,674.430004196505,0.0158338006585836,1181.83456870727,0.0277462936937809,4979.66328721058,0.116909086704254,2315.19625134237,0.0543545745313168,298.106749853635,0.00699874386191368,479.143418297888,0.011248997412622,3071.05119308782,0.0721000134944916,13057.4783955572,0.306554436683655,4836.64460674026,0.113551393151283,207.306249652852,0.00486699258908629,1372.32552304034,0.0322185084223747,46.7434690503474,0.00109741080086678,0,0,2569.96820962959,0.0603359341621399,6270.92462307593,0.147224426269531,42594.3220291138,66758257.921875
2006,"Female 15-19_(4)",14.9015058892078,0.000828244374133646,6.57060551461413,0.000365202489774674,214.444821341988,0.0119191119447351,206.820983578717,0.0114953694865108,341.29826656525,0.0189697854220867,243.56419861665,0.01353760343045,334.088336888812,0.0185690484941006,836.388571740751,0.0464875251054764,3073.54532662849,0.170831501483917,1184.42002468689,0.0658315494656563,212.248404054388,0.0117970323190093,260.584447002953,0.0144836101680994,2133.82872802629,0.118600875139236,3294.02713699489,0.183086156845093,1123.8007037983,0.0624622516334057,87.7782815415498,0.00487882690504193,365.248568230356,0.0203009732067585,0,0,0,0,2279.99113127802,0.126724764704704,1778.12755923649,0.098830558359623,17991.6777639389,62066622.828125
2007,"Both 5-9",118.291428129012,0.00438343686982989,4.26333276307216,0.000157983129611239,634.080454477116,0.0234966445714235,1440.38907257263,0.053375419229269,145.053500625657,0.00537513894960284,0,0,808.781924264371,0.0299704261124134,1475.2104889955,0.0546657703816891,2851.37231670396,0.105661168694496,700.753862225291,0.0259673111140728,468.493347886035,0.017360607162118,327.489738457436,0.0121355419978499,1636.2872864202,0.0606346726417542,4811.26063877102,0.178287282586098,7904.78403042651,0.292921662330627,159.449017145353,0.00590858282521367,260.96232639603,0.00967028550803661,24.5679620301218,0.000910396571271122,0,0,204.114863162582,0.00756373163312674,3010.39476958805,0.111553944647312,26986.0001733303,85943202.09375
2007,"Both 10-14",51.9618375885524,0.00205919938161969,0,0,350.086223655671,0.0138735920190811,573.788284619232,0.0227386970072985,237.916331686952,0.00942840334028006,0,0,596.781328159848,0.0236498899757862,1246.19755062664,0.0493856519460678,3802.42398376446,0.150686532258987,1042.26861501028,0.041304137557745,369.499454780361,0.014642920345068,293.83859204017,0.0116445505991578,1905.50026526405,0.0755132064223289,3523.82552783889,0.139645934104919,7157.34015921616,0.283638745546341,190.875425989881,0.00756421592086554,280.229941932816,0.0111052524298429,0,0,0,0,1057.79412369532,0.0419193990528584,2553.67272112304,0.101199679076672,25234.0001907349,92033145.5234375
2007,"Male 15-19",12.9059376104755,0.000334960903273895,0,0,198.621771026912,0.00515503250062466,431.31308433672,0.0111943064257503,351.870533545554,0.0091324532404542,0,0,609.397435705155,0.0158163104206324,1074.56540684433,0.0278892870992422,4388.39080592701,0.113896362483501,2208.96809216595,0.0573315918445587,290.424253995864,0.00753767555579543,360.339736460585,0.00935226306319237,2854.97673888268,0.0740981101989746,12207.9444713615,0.316845178604126,4216.18730422803,0.109426990151405,228.452029047178,0.00592924747616053,1243.94838863802,0.0322854556143284,0,0,0,0,2150.63017253097,0.0558174885809422,5700.7477646972,0.147957295179367,38529.6835670471,63727198.6054688
2007,"Female 15-19_(4)",10.7878955825152,0.000679367687553167,2.57018794438663,0.000161857577040792,139.963127475058,0.00881417747586966,201.172460256034,0.0126688349992037,263.872397266338,0.0166173633188009,205.191322577068,0.012921922840178,265.225835678327,0.0167025960981846,705.868043942034,0.0444520376622677,2716.78032908839,0.171089231967926,1109.01640860767,0.0698403045535088,201.915625393813,0.0127156358212233,237.038252820856,0.014927483163774,1926.45073610904,0.121318228542805,3052.39685235909,0.192224681377411,933.160218080768,0.0587657615542412,46.9659159983946,0.00295767839998007,309.941685087975,0.0195185765624046,0,0,0,0,1995.18999162696,0.125647082924843,1555.81038916607,0.0979771539568901,15879.3180484772,58865070.4921875
2008,"Both 5-9",76.5352697930686,0.00222622160799801,8.18524816851772,0.000238088614423759,539.124436774689,0.0156817957758904,1412.65177000161,0.0410905443131924,87.0621433237905,0.00253242230974138,0,0,819.098248108453,0.023825541138649,1496.30900577452,0.0435239262878895,2732.38517981747,0.0794783234596252,735.560183099264,0.0213956255465746,441.058712851842,0.0128293065354228,280.696744346671,0.00816477369517088,1633.75010118752,0.047521747648716,4536.48889518712,0.131955236196518,7284.50241455887,0.211888149380684,9230.36772584029,0.268488556146622,212.945699790478,0.00619406346231699,0,0,0,0,149.103629181174,0.00433705560863018,2703.17252584482,0.0786285996437073,34378.998711586,84691835.9375
2008,"Both 10-14",25.0370472575637,0.000784737407229841,0,0,329.929543258952,0.0103409979492426,535.032284653124,0.0167695432901382,215.610062855393,0.00675787683576345,0,0,514.917436447815,0.0161390826106071,1165.798662355,0.0365396849811077,3769.01870191277,0.118132539093494,1068.32999376938,0.0334847196936607,336.16784659702,0.0105365253984928,258.602315056294,0.0081053851172328,1916.17313953214,0.0600587092339993,3442.79940788272,0.107907831668854,6647.23053115507,0.208344474434853,8098.27844091578,0.25382474064827,281.137474961273,0.00881170574575663,0,0,0,0,934.482424498709,0.0292895287275314,2366.45618383407,0.0741719529032707,31905.0003566742,90480117.9648438
2008,"Male 15-19",1.79738377780017,4.6944354835432e-05,0,0,139.900993019289,0.00365395634435117,358.121805427887,0.00935348216444254,289.375869001675,0.00755796488374472,0,0,538.046720489102,0.014052789658308,928.612821595925,0.0242536570876837,3890.50477144737,0.101612821221352,2008.42361414355,0.0524563267827034,268.950974405837,0.00702450424432755,298.631896119305,0.00779971526935697,2531.29013280311,0.0661126375198364,10734.2502083042,0.280358850955963,3670.13289616982,0.0958571135997772,4716.71887401211,0.123192012310028,1055.918331013,0.0275786425918341,28.0742881595947,0.000733248714823276,0,0,1781.55726715337,0.0465309955179691,5047.22961830424,0.131824344396591,38287.5381736755,59428848.0625
2008,"Female 15-19_(4)",13.3341161739663,0.000779614958446473,0,0,105.437098158396,0.00616466347128153,210.3124019923,0.0122964801266789,224.997679192622,0.0131550943478942,159.945834026258,0.00935166329145432,221.988243095026,0.0129791395738721,626.316392305234,0.0366192720830441,2366.83322904644,0.138383269309998,1067.40870681028,0.0624089203774929,189.40249974614,0.0110739264637232,205.094177105685,0.0119913825765252,1649.03361115024,0.0964151844382286,2850.42063536674,0.166657507419586,728.381784715012,0.042586799710989,3111.59451444249,0.181927740573883,260.929450997005,0.0152559420093894,0,0,0,0,1772.5156500531,0.103634893894196,1339.51850042545,0.0783185511827469,17103.4637413025,54443271.8984375
2009,"Both 5-9",70.4757443656187,0.00298335286788642,6.91878933090554,0.000292883603833616,458.720679206369,0.0194183923304081,1307.79938255542,0.0553612746298313,49.4332938911787,0.00209259171970189,0,0,771.684964425393,0.0326666794717312,1449.07521561932,0.0613417103886604,2627.95520065431,0.11124561727047,657.179765658409,0.0278194881975651,383.25608779191,0.0162238534539938,260.498231563364,0.0110273137688637,1625.93320052232,0.068828396499157,4258.53511088083,0.180270716547966,6847.98462757447,0.289886325597763,34.6996184451226,0.00146889127790928,202.287020596829,0.00856313854455948,0,0,0,0,132.939584197088,0.00562754878774285,2477.62381902649,0.104881845414639,23622.9998550415,83542605.3222656
2009,"Both 10-14",17.7838046098489,0.000777774082962424,0,0,325.552510636365,0.0142380278557539,546.519596600555,0.023902015760541,220.20716362432,0.00963075272738934,0,0,480.988123987589,0.0210359990596771,1065.79663958167,0.0466125793755054,3615.11483800614,0.158106923103333,1030.92573142636,0.0450875014066696,309.459729410067,0.0135342106223106,276.416246450024,0.012089055031538,1951.39402716168,0.0853441506624222,3431.27487528872,0.150066688656807,6195.01195704331,0.270938634872437,30.0793205455536,0.00131551804952323,325.690202107799,0.0142440497875214,0,0,0,0,781.64300977831,0.0341851301491261,2261.14251258051,0.0988909900188446,22865.0002608895,89349890.1640625
2009,"Male 15-19",0.656407469753103,2.24446011998225e-05,0,0,114.506132384668,0.00391531875357032,278.841170089754,0.00953444186598063,244.003050455414,0.0083432188257575,0,0,412.81785123102,0.0141155188903213,777.66927383993,0.0265909172594547,3427.2345080764,0.11718774586916,1788.65529080501,0.0611596554517746,261.17523269444,0.00893038883805275,262.824905496229,0.00898679625242949,2192.52412943704,0.0749691799283028,9589.54878667695,0.327896326780319,3170.1521482761,0.108397305011749,114.699039539038,0.00392191484570503,899.443110065597,0.030754741281271,14.7564644366542,0.00050456915050745,0,0,1467.55395789784,0.0501802079379559,4228.61154687305,0.144589304924011,29245.6731090546,55272421.4375
2009,"Female 15-19_(4)",11.9134957257428,0.000960198522079736,0,0,89.0570237851784,0.00717777758836746,204.262452878161,0.0164630524814129,218.736894277248,0.0176296569406986,112.2547568213,0.00904745794832706,164.412477224363,0.0132512422278523,570.966790010941,0.0460185222327709,2135.96752323353,0.172153741121292,984.297050572365,0.0793319270014763,163.61671527561,0.0131871057674289,156.59681364455,0.0126213189214468,1402.5853797587,0.113044939935207,2686.38787977698,0.216516271233559,649.936844137709,0.0523833148181438,0,0,214.166942463753,0.0172613300383091,0,0,0,0,1475.514918243,0.118922881782055,1166.65112524503,0.0940292179584503,12407.3256225586,50190155.0585938
2010,"Both 5-9",67.8829817160878,0.00305284140631557,3.62137600949012,0.000162860946147703,418.762393280459,0.0188326314091682,1164.95012863554,0.0523902736604214,37.0230175225995,0.00166500348132104,0,0,630.585209331731,0.0283587519079447,1300.50629031496,0.0584865212440491,2587.26684857895,0.116354867815971,658.459870712621,0.0296123344451189,354.798102825784,0.0159560218453407,254.094379783561,0.0114271622151136,1676.18806499425,0.075381726026535,3933.11433979995,0.176880478858948,6452.99380143589,0.290204793214798,91.0866807398614,0.00409636087715626,203.1924487573,0.00913799460977316,0,0,0,0,101.861712333473,0.00458093686029315,2299.6124304924,0.103418439626694,22236.000067234,82802730.8671875
