"ISO3","Year","AgeLow","AgeUp","Sex","Deaths1","Rate1","Deaths2","Rate2"
"RWA",2018,5,9,"B",2714,8.16621934706545,2714,8.16621934706545
"RWA",2019,5,9,"B",2828,8.4177844723272,2828,8.4177844723272
"RWA",2020,5,9,"B",2897,8.51075547984098,2897,8.51075547984098
"RWA",2021,5,9,"B",2962,8.56746572180519,2962,8.56746572180519
"SAU",2000,5,9,"B",1142,2.16934206960353,1142,2.16934206960353
"SAU",2001,5,9,"B",1113,2.07017871298245,1113,2.07017871298245
"SAU",2002,5,9,"B",1086,1.97681966487991,1086,1.97681966487991
"SAU",2003,5,9,"B",1060,1.89069668705034,1060,1.89069668705034
"SAU",2004,5,9,"B",1030,1.80871334722895,1030,1.80871334722895
"SAU",2005,5,9,"B",993,1.72934423495858,993,1.72934423495858
"SAU",2006,5,9,"B",952,1.65319928416643,952,1.65319928416643
"SAU",2007,5,9,"B",907,1.57851101891487,907,1.57851101891487
"SAU",2008,5,9,"B",861,1.507309587526,861,1.507309587526
"SAU",2009,5,9,"B",816,1.43902884885361,816,1.43902884885361
"SAU",2010,5,9,"B",772,1.37365463361528,772,1.37365463361528
"SAU",2011,5,9,"B",733,1.31050375344122,733,1.31050375344122
"SAU",2012,5,9,"B",705,1.25115571979779,705,1.25115571979779
"SAU",2013,5,9,"B",683,1.19434121897489,683,1.19434121897489
"SAU",2014,5,9,"B",666,1.14073143232698,666,1.14073143232698
"SAU",2015,5,9,"B",653,1.09010026060019,653,1.09010026060019
"SAU",2016,5,9,"B",640,1.04199760840175,640,1.04199760840175
"SAU",2017,5,9,"B",625,0.997252618700574,625,0.997252618700574
"SAU",2018,5,9,"B",607,0.956543944732518,607,0.956543944732518
"SAU",2019,5,9,"B",590,0.920978811983223,590,0.920978811983223
"SAU",2020,5,9,"B",571,0.889482451400175,571,0.889482451400175
"SAU",2021,5,9,"B",548,0.861353466000765,548,0.861353466000765
"SDN",2000,5,9,"B",9659,12.3650039916947,9659,12.3650039916947
"SDN",2001,5,9,"B",9261,11.7035661170007,9261,11.7035661170007
"SDN",2002,5,9,"B",8872,11.0690092795986,8872,11.0690092795986
"SDN",2003,5,9,"B",8499,10.4634122384359,8499,10.4634122384359
"SDN",2004,5,9,"B",8163,9.89696224437851,8163,9.89696224437851
"SDN",2005,5,9,"B",7874,9.37508467953476,7874,9.37508467953476
"SDN",2006,5,9,"B",7626,8.89244647750082,7626,8.89244647750082
"SDN",2007,5,9,"B",7388,8.42867479876703,7388,8.42867479876703
"SDN",2008,5,9,"B",7178,8.01977333466096,8141,9.09130876782274
"SDN",2009,5,9,"B",6965,7.64439912581059,6965,7.64439912581059
"SDN",2010,5,9,"B",6760,7.30207375082418,6760,7.30207375082418
"SDN",2011,5,9,"B",6574,6.98401456429471,6574,6.98401456429471
"SDN",2012,5,9,"B",6448,6.69622031728049,6448,6.69622031728049
"SDN",2013,5,9,"B",6364,6.41506089611302,6364,6.41506089611302
"SDN",2014,5,9,"B",6338,6.17255567185975,6338,6.17255567185975
"SDN",2015,5,9,"B",6332,5.93470472568037,6332,5.93470472568037
"SDN",2016,5,9,"B",6330,5.72994718474551,6330,5.72994718474551
"SDN",2017,5,9,"B",6279,5.52905202479936,6279,5.52905202479936
"SDN",2018,5,9,"B",6203,5.33634245071438,6203,5.33634245071438
"SDN",2019,5,9,"B",6133,5.16298087782179,6133,5.16298087782179
"SDN",2020,5,9,"B",6023,4.96074290935746,6023,4.96074290935746
"SDN",2021,5,9,"B",5952,4.78539337561392,5952,4.78539337561392
"SEN",2000,5,9,"B",6067,21.4980173644668,6067,21.4980173644668
"SEN",2001,5,9,"B",5884,20.5449633289956,5884,20.5449633289956
"SEN",2002,5,9,"B",5655,19.4224425990742,5655,19.4224425990742
"SEN",2003,5,9,"B",5406,18.2268835673517,5406,18.2268835673517
"SEN",2004,5,9,"B",5159,17.0087027986861,5159,17.0087027986861
"SEN",2005,5,9,"B",4923,15.8157697036847,4923,15.8157697036847
"SEN",2006,5,9,"B",4700,14.696907720699,4700,14.696907720699
"SEN",2007,5,9,"B",4492,13.6596064367152,4492,13.6596064367152
"SEN",2008,5,9,"B",4290,12.679250726386,4290,12.679250726386
"SEN",2009,5,9,"B",4090,11.7552786035717,4090,11.7552786035717
"SEN",2010,5,9,"B",3889,10.8706230371451,3889,10.8706230371451
"SEN",2011,5,9,"B",3699,10.0319522225017,3699,10.0319522225017
"SEN",2012,5,9,"B",3509,9.23187533102644,3509,9.23187533102644
"SEN",2013,5,9,"B",3315,8.47532544218697,3315,8.47532544218697
"SEN",2014,5,9,"B",3119,7.7473189385633,3119,7.7473189385633
"SEN",2015,5,9,"B",2930,7.07067467847909,2930,7.07067467847909
"SEN",2016,5,9,"B",2739,6.43842070903624,2739,6.43842070903624
"SEN",2017,5,9,"B",2564,5.87550769373744,2564,5.87550769373744
"SEN",2018,5,9,"B",2418,5.40112605701319,2418,5.40112605701319
"SEN",2019,5,9,"B",2293,5.00388705029185,2293,5.00388705029185
"SEN",2020,5,9,"B",2193,4.69368015068482,2193,4.69368015068482
"SEN",2021,5,9,"B",2100,4.42371452246395,2100,4.42371452246395
"SGP",2000,5,9,"B",33,0.602315388036013,33,0.602315388036013
"SGP",2001,5,9,"B",31,0.573676270062138,31,0.573676270062138
"SGP",2002,5,9,"B",30,0.548492156548543,30,0.548492156548543
"SGP",2003,5,9,"B",28,0.525587667309847,28,0.525587667309847
"SGP",2004,5,9,"B",26,0.5053413015129,26,0.5053413015129
"SGP",2005,5,9,"B",25,0.486944360797171,25,0.486944360797171
"SGP",2006,5,9,"B",23,0.470242015932959,23,0.470242015932959
"SGP",2007,5,9,"B",22,0.454911690493269,22,0.454911690493269
"SGP",2008,5,9,"B",21,0.440262716979117,21,0.440262716979117
"SGP",2009,5,9,"B",20,0.425762648981336,20,0.425762648981336
"SGP",2010,5,9,"B",20,0.411940390257779,20,0.411940390257779
