"iso3","year","cardio","colvio","congen","dia","digest","drown","endo","hiv","intvio","lri","mal","maternal","mea","mening","natdis","neo","othercd","otherinj","otherncd","rta","selfharm","tb","sex","age_lb","post_source","post_source2","igmedeaths","total","check"
"ARG",2003,66.1695426583634,0,28.0104372368357,1.10368419629394,14.3825665522815,90.0239607316729,13.2901481661763,3.31105258888181,363.970116065426,38.7107156999138,0,0,0,3.31105258888181,2.29031988008652,129.537752262778,30.9876558050185,261.577093585501,146.890127020172,190.425507634861,308.457995531797,5.55031936864581,1,15,"Observed","Observed",1698,1698.00012207031,0.999999940395355
"ARG",2003,44.4111916646361,0,23.5061909928918,0,25.2098435349762,9.27193463221192,9.16456593386829,3.42849836312234,42.5497937723994,13.7315871175379,0,39.9991471096873,0,6.85699672624469,0,81.1945419833064,21.756042977795,73.6439046263695,128.823898896575,95.1803946197033,119.985830917954,2.28566546039656,2,15,"Observed","Observed",741,741,1
"ARG",2004,28.0323858552882,0,63.1094410335958,5.41104767047514,16.351304705193,43.0322808959237,27.3814707108225,8.78196392333082,19.4642565774234,25.203030892406,0,0,0,12.0259063026175,2.12301548474967,146.936073447983,55.6928691529899,169.5952864041,154.621712541036,91.0941425704729,0,2.1437906457027,3,5,"Observed","Observed",871,871,1
"ARG",2004,57.5927158665525,0,55.0809965968395,1.10559542997761,31.985094445758,53.803796635589,13.28934456453,15.4623987236721,27.3649940820911,31.9770888324391,0,5.49390294908271,0,7.73046042753454,0,165.682242924693,49.6662129391522,174.860619018771,161.920854178266,104.566748626737,74.120598484935,3.29634196592692,3,10,"Observed","Observed",1035,1035,1
"ARG",2004,71.6755023524165,0,32.1312898080796,0,21.7021436272189,71.8417893014848,18.3739179139957,1.14354471780825,281.437118172646,27.4125852286816,0,0,0,8.04206511704251,2.29212171770632,123.52500833571,33.1643804330379,285.584288880229,158.783213876188,203.313052684069,324.603517428041,7.974484751001,1,15,"Observed","Observed",1673,1673.00012207031,0.999999940395355
"ARG",2004,45.3719040733569,0,16.883068389846,0,15.9133474905881,7.03901132753461,8.55903612982949,6.12420044633294,37.860798921943,22.0208759761531,0,30.543722244723,0,4.88699555915569,0,86.8561440048531,24.4901186518869,96.6240760038804,122.673287109425,74.2499258475985,108.129500182665,9.77399111831137,2,15,"Observed","Observed",718,718,1
"ARG",2005,27.4791260194172,0,55.2348474546614,6.20923878804452,19.6181402374543,32.2731052524159,23.7738143667343,5.19056221444509,20.4823397110778,28.9402128466884,0,0,0,8.34368260218688,2.03772953418499,145.970838092746,52.9117661145768,153.991990947082,167.459623400926,118.93945150191,3.14351718184732,0,3,5,"Observed","Observed",872,871.999938964844,1.00000011920929
"ARG",2005,39.2199399545789,0,47.9189522154629,3.15940186218359,22.1315326429904,41.3462129719555,29.5450052563101,6.31457011727616,30.7115900572389,28.4226198233664,0,1.04295491741505,0,5.31990536302328,3.21850245818496,181.579327717423,50.6697004213929,169.562779739499,183.897912606597,129.751448906958,76.0064766928554,3.18117448850535,3,10,"Observed","Observed",1053,1053,1
"ARG",2005,45.5250437557697,0,30.2038183808327,0,19.6159983426332,65.1319187879562,12.6798087358475,8.06619867682457,264.84503030777,36.9206996262074,0,0,0,10.4503367096186,1.15045535378158,134.976391196251,34.1095121204853,312.318212985992,161.203560233116,218.082937002182,316.625304222107,8.09483908116817,1,15,"Observed","Observed",1680,1680,1
"ARG",2005,39.1417512633705,0,20.6851132622655,1.13826271483179,23.7984265845175,7.73950478599665,5.68256692758672,6.79182486529367,27.9042660169327,29.4635994204638,0,27.1464935340454,0,4.52441531933139,1.10564354085666,60.0299345351044,35.6849954624928,128.467565707711,102.913236298224,89.0472631079867,94.3142342664327,3.42089938778715,2,15,"Observed","Observed",709,708.999877929688,1.00000011920929
"ARG",2006,40.638363243455,0,68.1407323251726,1.01761435442202,13.4078189441697,32.1973368205946,27.8345614014234,10.3869270588404,20.3564534195014,36.1616856069677,0,0,0,9.30700522219882,0.993801972978587,142.64195428579,57.3294847427749,124.743051965753,172.836779116404,111.705299851515,2.05514981698134,5.24599202125714,3,5,"Observed","Observed",877,877.000122070312,0.99999988079071
"ARG",2006,48.6136663155454,0,53.6968109888237,2.06190913231125,20.6914709606121,58.0913673394344,30.9488297103819,6.20123277740275,35.3969187007241,36.2088547415086,0,5.08940090365643,0,17.5654507809186,0,156.073718858954,43.4489225460645,157.656197667017,188.919571788994,140.242694608657,65.0572145805763,2.03576036146257,3,10,"Observed","Observed",1068,1068,1
"ARG",2006,65.2625624108862,0,32.413373868879,1.15411524662276,17.3524464177759,62.9489794785329,11.5771927782823,2.31965737687544,225.306361031681,28.9060966582474,0,0,0,6.92469147973654,1.15829686230846,127.160564118387,30.045442549637,334.573197959803,134.311220250598,292.271892235961,342.654616378148,4.6593051719805,1,15,"Observed","Observed",1721,1721,1
"ARG",2006,37.7499439418316,0,15.8352545946836,0,17.5602452605963,8.38697012141347,9.28462924063206,7.22138059511781,29.4548752456903,36.1522051990032,0,37.1385276317596,0,4.12650329247117,0,82.5665146112442,28.9155269265175,83.8696972131729,120.201396226883,83.3810997605324,106.93386554718,7.22138059511781,2,15,"Observed","Observed",716,716,1
"ARG",2007,35.1029079779983,0,78.2754110693932,4.55381398834288,14.8607607465237,34.6943368054926,48.0754290372133,6.86322352383286,13.4937378689647,30.8339163549244,0,0,0,5.70619504572824,1.10588306176942,144.033999875188,46.8754307031631,130.110582232475,186.139990970492,93.9771328046918,1.14373177045491,1.15353525534738,3,5,"Observed","Observed",877,877.000061035156,0.999999940395355
"ARG",2007,52.2209415885852,0,51.7368308912669,1.0372026746385,32.1729250096902,47.6512302456258,33.5159355751469,10.1303902140175,17.9272362107419,26.3318920846639,0,3.94286022056548,0,7.2604187224695,3.13816220503395,163.611164402257,37.523148863345,173.022918007942,200.650071653332,120.624288087664,82.3299820316028,5.17241437712075,3,10,"Observed","Observed",1070,1069.99987792969,1.00000011920929
"ARG",2007,60.0090990339959,0,40.531044853832,3.40162404585308,27.2864081650805,68.6736033952152,20.4999492634666,1.13732961475338,191.16257415487,27.2571011641693,0,0,0,5.66937340975513,1.14011386086214,165.842221843673,27.2864522691843,358.659287287192,167.151840164613,306.70399362,306.722703386417,6.86537821126512,1,15,"Observed","Observed",1786,1786,1
"ARG",2007,41.0482948653411,0,20.5293533704297,0,25.6527806655353,6.80017930611416,14.9811757320274,4.2711478100212,31.0875431966366,19.2365303710733,0,35.3723227083446,0,3.2033608575159,0,97.3879647773301,17.1061121675408,114.01166694842,108.995849800574,90.9225350300384,96.1220314107617,4.2711478100212,2,15,"Observed","Observed",731,730.999938964844,1.00000011920929
"ARG",2008,38.626610511175,0,81.2519363917105,2.16318875817126,26.0534314577027,25.0853262267818,26.9979643777276,5.44682318714917,15.9681821049459,34.7034946198178,0,0,0,7.59947151242878,2.16242061963111,145.455786713196,41.2387828732257,143.793142321705,166.593112076899,97.4400795761719,3.2157698776374,3.20451157743203,3,5,"Observed","Observed",867,867,1
"ARG",2008,36.9328232791106,0,62.796937945376,2.2566317059971,29.2168554129359,36.3519219071411,27.037527294111,6.79495792530824,32.1728251232975,41.8924205417586,0,4.4083673854922,0,11.3025437878453,2.23845183846747,157.021544957881,39.6976409408979,148.962258666204,197.454877222794,147.400052724737,63.2913329257962,6.77001634030137,3,10,"Observed","Observed",1054,1054,1
"ARG",2008,80.4979808350811,0,28.7569299926572,2.29314431602376,20.7061751498283,99.5786413238655,8.06214318763202,1.15063801672823,243.915692517229,27.5792529537797,0,0,0,3.43971647403563,0,163.219166298306,38.0036656979753,320.487732082429,168.005670950994,332.894701871565,319.104544457732,2.30422230788861,1,15,"Observed","Observed",1860,1859.99987792969,1.00000011920929
"ARG",2008,41.1100758643102,0,19.3919922923523,0,19.3339332635212,5.52075703267723,9.65004214590055,6.48442418450106,37.8511036323019,18.238002363765,0,42.8488600582832,0,1.0712214376073,1.07673455474417,87.8912085508951,24.7234937184445,102.136937863353,113.758501620345,118.440801021859,97.2582268047091,3.21366431282191,2,15,"Observed","Observed",750,750,1
"ARG",2009,39.1479405134489,0,68.0424173773356,7.26394532104889,16.6236810348577,25.291352644821,28.0454215858279,3.11386283031785,13.7165984289316,68.3703145713872,0,0,0,13.4158929477518,4.15922596414079,133.951293992844,45.8018512372936,100.079533181138,163.919316901154,109.873750651762,1.04864528446969,4.13494253717803,3,5,"Observed","Observed",846,846.000061035156,0.999999940395355
"ARG",2009,41.5640417665276,0,63.4829935485581,2.14554531445016,20.4485752644835,46.8390211992165,28.0676277534176,9.72210614353908,24.6627274340923,48.4288932171137,0,2.12523329134221,0,5.39433132078732,5.78972173994377,161.764117781367,39.9516298818903,142.582175731342,199.842968099595,109.29676945579,70.8915294149212,0,3,10,"Observed","Observed",1023,1023,1
"ARG",2009,76.5984311503303,0,38.1604887145527,0,21.7927599541339,75.7260045099173,30.017844424371,9.42936257892435,278.141561980814,44.4512470650552,0,0,0,1.16532542169462,1.24589333258732,150.740573051839,41.016790459926,270.274122119128,183.42662572555,379.204866352108,334.431349662511,1.1767568893388,1,15,"Observed","Observed",1937,1937.00012207031,0.999999940395355
"ARG",2009,49.9872770806992,0,15.4680360465901,2.02559674797113,23.8161268836822,6.42517423903523,15.6103599664032,5.07600779991988,31.0489670396171,44.7200522609479,0,34.4351447155093,0,4.05119349594227,1.05503682101453,88.2788714895276,27.4307120072005,80.9281421450352,116.806011776689,112.874458716175,103.924437972058,3.0383951219567,2,15,"Observed","Observed",767,767,1
"ARG",2010,26.7943384553488,0,53.5456833590016,5.88044784870474,17.5766402163595,25.1535180395957,32.6710217561046,3.50701216429788,17.9729136670693,29.1175067745524,0,0,0,15.2491720940737,0,147.065665714279,47.9263054123786,115.267007082512,190.639600524147,85.2433354261243,2.38985166986854,0,3,5,"Observed","Observed",816,816,1
"ARG",2010,30.5967116542161,0,51.1021579243243,0,21.3894917629659,65.8820278197527,26.7375499662012,10.7833153707907,27.4517971370369,37.457266189158,0,3.18512529833242,0,7.5343780987896,1.1637470300775,168.20995144546,36.5011534653604,124.349174201488,184.717163518071,127.749573290348,58.0660173855722,2.12341678910889,3,10,"Observed","Observed",985,985.000061035156,0.999999940395355
"ARG",2010,89.8623546361923,0,34.9074006937444,0,14.6836486617103,92.7376195639372,8.56080736406147,6.1296253092587,261.961018204689,54.5613153278828,0,0,0,8.56062930356711,1.30581106361933,163.827990397811,50.2381407693028,296.148603290319,167.481053397059,388.848828285933,352.399192512035,9.78596051968634,1,15,"Observed","Observed",2002,2002.00012207031,0.999999940395355
"ARG",2010,49.4602292776108,0,21.5476366505027,1.11079928465188,26.6900765150785,13.1465538963675,17.7661387994885,12.2905530408025,23.8402083143592,28.2247388362885,0,43.6344715207815,0,5.56892640888691,1.17943299701437,85.6553815305233,33.4129540622234,66.4584673941135,139.333104193211,104.441815316677,99.5737355947495,6.66479570791125,2,15,"Observed","Observed",780,780.000061035156,0.999999940395355
"ARG",2011,30.0277089849114,0,54.8896210044622,3.23263345565647,9.65868718363345,16.9944914989173,24.7384078800678,4.28301802743226,18.6756772138178,34.3131700754166,0,0,0,2.15660691773519,1.18229004065506,150.930710583925,46.0876314491034,127.484121918678,162.600921005011,90.4129597693682,1.11937743402086,3.21195354033262,3,5,"Observed","Observed",782,782,1
"ARG",2011,47.1188535909815,0,62.3338155295887,0,18.1501694988809,39.0549325045565,25.1636562317493,8.14235873467966,31.1887905195199,26.1880754758836,0,0.994461577802602,0,4.98606475837902,3.21017361895512,144.485890354581,54.4012142289673,129.178164944054,164.771222324781,125.751931475324,59.8993666522403,0.980838816462841,3,10,"Observed","Observed",946,946.000061035156,0.999999940395355
"ARG",2011,78.3049808364137,0,37.3391364224086,2.24205643078776,14.5755649112398,68.0511191759858,19.0963545111841,10.0969402961318,290.737414960324,44.8145357146722,0,0,0,6.78405978328868,0,131.193390743766,32.5591352632593,291.470229484672,168.056862383767,468.393470267851,377.637472633847,5.64738871778873,1,15,"Observed","Observed",2047,2047,1
"ARG",2011,43.4961459803001,0,21.7536095901515,0,27.2038164790865,4.43644580934031,18.1567874904178,6.7897228437505,31.1747654237273,29.4640010788385,0,44.274651043623,0,2.27738620384131,0,82.6699159734565,22.6708665085939,81.2425187217334,111.544235739783,124.991979126337,128.326699798087,4.52648189583367,2,15,"Observed","Observed",785,785.000122070312,0.999999821186066
"ARG",2012,33.7664928475612,0,54.6454821572942,4.55854795248302,15.9553947453613,29.2884365838118,22.7526612512831,3.42512105541541,14.5454752953766,23.9442441022616,0,0,0,5.68262610411958,0,148.087901359528,42.2357271603342,108.247497380594,158.799551961653,80.6332452605464,0,3.43158551464667,3,5,"Observed","Observed",750,749.999938964844,1.00000011920929
"ARG",2012,50.1365244780841,0,57.7344421178851,0,16.7820940275613,33.3864400945483,28.2312121250956,4.19647506946464,34.2128560616897,27.2504390794174,0,1.04977706727563,0,5.21751385389349,2.14712364392367,147.564511442679,30.3782401613482,128.019726170926,181.074064651632,111.609560314205,51.8924005576822,2.11660103450157,3,10,"Observed","Observed",913,912.999938964844,1.00000011920929
"ARG",2012,78.3191626495674,0,24.0831435452429,1.10634141052194,17.7302483737676,74.2750438241326,19.9280081402551,5.55936558787275,291.14652737376,28.8428211080995,0,0,0,5.5317070526097,1.18621077360408,137.375753336338,47.0781579915186,286.79330015876,202.46321628216,440.470968242632,392.44679071133,6.66323998547377,1,15,"Observed","Observed",2061,2061,1
"ARG",2012,46.6975589025755,0,20.441204265747,1.04732295013597,17.8408228572741,6.58286688381462,9.43595435465697,5.23661475067983,26.7789367669464,35.7041662174773,0,36.6563032547588,0,5.23661475067983,1.06136803018025,91.2290508860327,21.6652140338011,88.0879932296218,123.925804860745,104.620619548656,126.360793565915,7.39078532086607,2,15,"Observed","Observed",776,776,1
"ARG",2013,20.4159654421008,0,64.33297126026,0,11.7316533488722,18.2505028961697,20.2608270759524,2.13372884603458,9.29031064177039,27.7021306457968,0,0,0,6.40302524744932,0,170.402260139199,30.9232305948639,124.524914798542,125.117906756797,90.369052469871,0,2.14153484919212,3,5,"Observed","Observed",724,724.000061035156,0.999999940395355
"ARG",2013,42.770565639307,0,58.7156680150032,2.05602308669823,19.8836851665585,32.9556914648546,29.5789285356371,4.28911500685857,31.6583367236676,33.869153068517,0,1.02801154334911,0,5.21939710976052,0,139.603192981419,34.1174299898896,98.2258852323934,173.36072246731,106.014338741604,71.5028658810279,3.15098225889911,3,10,"Observed","Observed",888,888,1
"ARG",2013,67.0355115081085,0,29.0993648618095,0,24.6775940661319,57.8562806988374,12.339498019323,1.12505581079883,333.842878116448,35.8411611818216,0,0,0,4.47378930686011,1.18744842951623,136.591773899969,34.7816273267558,290.728273498527,150.657056166376,485.906958103031,366.789683491118,9.06606142164922,1,15,"Observed","Observed",2042,2042.00012207031,0.999999940395355
"ARG",2013,32.7650692526677,0,18.6887881431501,0,25.7772836154045,2.1601444550016,11.9005444407925,7.92675193764156,18.5164499295921,35.7305653304608,0,36.7346235628667,0,2.99183413230789,0,104.115285767576,26.8105425290577,89.8867186350045,111.043885426529,111.623720473037,110.410194245796,8.91759592984675,2,15,"Observed","Observed",756,756.000061035156,0.999999940395355
"ARG",2014,26.1191110317159,0,55.4739600115688,2.07396767018499,14.608147220644,16.9506125929184,32.1375118516211,1.03082976905712,12.2849622469267,25.9460755390253,0,0,0,13.4799603636703,0,155.918913853427,25.9908189832532,76.1163657030444,157.320286937863,86.2778089845444,2.27068880030748,0,3,5,"Observed","Observed",704,704.000061035156,0.999999940395355
"ARG",2014,40.2168801279607,0,56.0121929256102,2.05487559023081,13.3945712035103,33.5974567749022,22.4595186043907,5.17173794790368,29.2576705536023,39.0872341311304,0,2.08186927291298,0,5.16234031063966,0,140.751289014979,38.0865512176932,104.431402618203,163.57934984761,102.29311664724,71.3619385770329,0,3,10,"Observed","Observed",869,868.999938964844,1.00000011920929
"ARG",2014,75.512186308048,0,23.4226026251792,0,18.4657759788449,61.9455925062471,14.1299680128818,4.3552648206367,317.711327788027,43.4219287050518,0,0,0,3.27164164389934,1.15819154888269,151.944931219097,30.4224377055792,239.829813981029,168.182508621898,457.2104978575,381.386563956926,7.62873759158173,1,15,"Observed","Observed",2000,2000.00012207031,0.999999940395355
"ARG",2014,47.5132083478735,0,24.218343065065,0,22.0941827475129,3.33450735651492,22.0680546821109,3.01982662835971,26.283763869,22.0855885759612,0,39.0995504924261,0,2.00510503394417,1.095156827875,76.2563709235388,22.1041977532052,53.0375278782898,132.984018766541,104.214127292195,119.566029616158,8.02042013577667,2,15,"Observed","Observed",729,729,1
"ARG",2015,21.2646426532412,0,49.7526832268234,3.19720507117776,18.1329711823504,18.8601131248192,27.7534283463092,1.07951999845436,14.5659991138757,23.4874769682183,0,0,0,6.42337019377835,0,151.510936175009,32.0400844404791,92.2446203580715,141.104689803438,83.3318134578999,1.11114237897624,2.13933188564746,3,5,"Observed","Observed",688,688,1
"ARG",2015,36.7265097654595,0,49.901865625393,0,17.1689242794025,32.2927360737855,21.565622270192,6.53099005387087,21.7734534299411,33.1075204968574,0,4.16911612075142,0,5.4228166278459,0,131.092090989933,33.3809255680366,119.460167148732,162.191900725745,106.581501816716,68.3469024798146,5.28696009155256,3,10,"Observed","Observed",855,855,1
"ARG",2015,67.6517149955034,0,32.1339120492339,0,17.4962029419839,56.1680555269122,14.2176545187831,7.6946867108345,322.892982304096,41.5471515059471,0,0,0,2.18720883037895,1.18396531697363,149.79813349247,33.4939538687468,271.978959083557,176.055911183357,408.582920968533,338.298088610172,6.61848448589444,1,15,"Observed","Observed",1948,1948,1
"ARG",2015,40.3010268583894,0,16.6022437959909,1.02670178702101,20.4491836465895,5.58870022185147,14.3471474014223,8.31378642842174,35.0044968724251,33.7525298371911,0,46.8704949170351,0,2.05108024831861,0,83.7147381305695,26.996017806232,66.4103897213936,111.22373637557,94.4022652804852,88.9076298475266,2.03784756269306,2,15,"Observed","Observed",698,698.000122070312,0.999999821186066
"ARG",2016,24.4008042179908,0,59.0785776925928,3.06541839886081,12.2169280113515,18.8084031955203,26.1942443150196,0.990212404986588,16.9199457167523,36.353019969881,0,0,0,6.07629947117766,1.21474004785589,137.827207005875,32.397747827823,70.2140994301108,163.248901322835,63.9934772940418,0,0,3,5,"Observed","Observed",673,673,1
"ARG",2016,37.9633954502642,0,54.7020632177591,3.1727599920705,20.3640067540109,28.2334748916328,25.435810726136,4.16299654962495,23.823915168643,33.0221537649632,0,2.07706492207944,0,4.19156925892457,2.52930675121024,165.450762733817,28.8173873946071,73.4157617911696,187.019041165709,92.8692456036806,49.570990037173,2.17831531446427,3,10,"Observed","Observed",839,839.000061035156,0.999999940395355
"ARG",2016,67.1532584564103,0,30.8948016809833,0,21.2175058198587,73.6338551237176,14.1217581688822,13.624713217486,276.427595699962,60.0053446659123,0,0,0,8.19432841727076,0,141.132580884878,37.7060919016651,242.634388486917,174.605339897049,368.020332816633,352.148414251012,9.47971326703872,1,15,"Observed","Observed",1891,1891.00012207031,0.999999940395355
"ARG",2016,44.1576143860409,0,18.0077548644618,0,24.2071126190575,5.25420205680151,10.6171157186529,11.0929246380552,29.7264674858223,37.7336557611767,0,35.614261636036,0,5.77528567070854,2.1016808227206,72.3815410251192,22.1935108683727,51.721872966033,104.808801037555,89.5861337681661,96.3196270632085,8.70043036106741,2,15,"Observed","Observed",670,670,1
"ARG",2017,21.8495992543995,0,57.6962599585487,1.86326674541433,14.9884154215271,18.0018741652109,19.5852732776112,2.81364876943289,7.31463003610427,27.1354546439988,0,0,0,6.52639948691189,0,135.406585939156,33.6094921414421,99.0171106911246,137.003135703236,67.3107327746259,0,1.87811143624339,3,5,"Observed","Observed",652,652,1
"ARG",2017,40.8655489422381,0,52.592332623899,3.06885415920988,16.335406769067,26.6008613631129,19.3429576605558,1.03555485489778,24.5971203129739,23.4530072007328,0,0,0,6.10521015943959,0,143.714694455266,22.3981618415564,96.559697650373,147.077540233731,102.201114818454,84.9482588842511,4.10368357319385,3,10,"Observed","Observed",815,815,1
"ARG",2017,81.8897866308689,0,28.0512506570667,1.1909994999296,20.1892665037885,46.0817374438047,26.0121849738061,3.5575630312087,214.119280606508,54.5480164345354,0,0,0,2.3686377130216,2.6247202999657,136.115470513701,36.7420611921698,209.958905294538,188.125226043165,417.05814601481,367.531616821885,10.8351985937916,1,15,"Observed","Observed",1847,1847,1
"ARG",2017,35.9568331147434,0,18.3152303966652,0.922501338806947,17.4312801819679,4.28535805053912,10.1148529864125,9.27707829628035,28.0650194516686,34.9680332293403,0,28.3612170077966,0,6.40414539423723,1.05459983274986,55.1091665562337,12.8796648387802,46.8462678274658,105.008741417176,106.633894397428,119.876835586304,5.48926748077477,2,15,"Observed","Observed",647,646.999938964844,1.00000011920929
"ARG",2018,20.9071189835668,0,51.6238690391183,2.50440364237875,14.0169539954513,17.2301650028676,22.6978960037231,1.52755918400362,11.9473423901945,26.9497224986553,0,0,0,5.89249694067985,0.374830622808076,131.389340743423,30.3728061802685,81.0467373132706,136.601156771183,66.338290117681,0.335388439067174,1.24393014586531,3,5,"Imputed","Imputed",623,623.000061035156,0.99999988079071
"ARG",2018,35.9236225709319,0,48.8418284207582,1.95972028328106,16.7214466631413,27.0208402499557,20.5846747420728,3.60185172827914,21.8229441195726,27.7474316880107,0,1.90901797031984,0,4.88937822217122,0.782808822812513,136.808262124658,26.193024110049,89.7671602368355,154.000099956989,93.6740373149514,63.1645157635212,3.58732032030821,3,10,"Imputed","Imputed",779,778.999938964844,1.00000011920929
"ARG",2018,69.3575721979141,0,29.0687908530235,0.390336633659899,18.8456756770611,56.1279127299786,17.4638358727098,7.91849088296294,259.000918745995,49.9965900182724,0,0,0,4.07907064259052,1.2281349520199,136.337838113308,34.5201134234667,230.998433709145,172.258011519909,381.459651947021,338.306366920471,8.64235949143767,1,15,"Imputed","Imputed",1816,1816,1
"ARG",2018,37.7555666565895,0,16.6364797204733,0.610245122108608,19.4589734822512,4.73415513709188,10.9619482159615,9.01781430095434,29.0498241186142,33.4373024702072,0,34.5788865089417,0,4.5201811157167,1.00421039853245,65.9689536690712,19.3197411298752,51.5598301887512,100.715185046196,91.3809398412704,96.1517494916916,5.13804579526186,2,15,"Imputed","Imputed",632,632.000061035156,0.99999988079071
