"ISO3","Year","Sex","Deaths","Rate","OtherCMPN","HIV","TB","Maternal","Cardiovascular","OtherNCD","Digestive","Neoplasms","RTI","Drowning","CollectVio","InterpVio","SelfHarm","OtherInj","NatDis"
"AFG",2000,"Male",2007,9.71625933225831,0.353254529928597,4.86348824245726e-05,0.222065558452336,0,0.0682568636885426,0.0617879313701001,0.0330748461934997,0.0291974229089422,0.0663282848613951,0.0237673557717046,0.0416582992273812,0.0107321450371016,0.0425899567249833,0.0472381709529936,0
"AFG",2001,"Male",1849,9.08036954131556,0.337109032146424,5.86074573597929e-05,0.229393476370122,0,0.0681944707505479,0.0618635784735549,0.0331076700927795,0.0292371891207006,0.066417772582629,0.023800789508976,0.0499934364898666,0.0107613303283132,0.0426577300624518,0.0473172987940725,8.76178222021595e-05
"AFG",2002,"Male",1776,8.44160334320732,0.339116769560903,7.02136336160754e-05,0.228678752995839,0,0.0692246619934595,0.0629288352081008,0.0336705210614714,0.0297444436836979,0.0675693724456256,0.0242147366773127,0.0126734741089122,0.0109645689886506,0.0434072752331542,0.0481520961545024,0.0295842782547546
"AFG",2003,"Male",1852,7.91183058485493,0.345182655589036,8.52669205597079e-05,0.243115314853517,0,0.0723553534491236,0.0659032831846944,0.0352555004101947,0.0311536496353872,0.0707703490590049,0.0253629648495392,0,0.0114999916455108,0.045472849442501,0.0504450501260113,0.00339777083491993
"AFG",2004,"Male",1860,7.4504237568574,0.36205484070696,9.77893882776785e-05,0.224164744022016,0,0.0724480886998823,0.0661081855520446,0.0353598932099431,0.0312526477946815,0.0709960275518651,0.0254446712536983,0.00385618223621213,0.0115418084803282,0.0456264272772523,0.0506130945673009,0.000435599259537085
"AFG",2005,"Male",1841,7.09071488123447,0.363997352816188,0.000109559225572886,0.211849741064891,0,0.0711764283044465,0.0650562501551548,0.0347938137150906,0.0307561530005848,0.0698702928683362,0.0250417001052876,0.00866723887978789,0.0113499424632909,0.0449107057226734,0.0498119308207244,0.012608890857971
"AFG",2006,"Male",1916,6.97030045032793,0.378651698729177,0.000122256747888677,0.186026421067106,0,0.0694646234097933,0.063587726368345,0.0340066894213831,0.0300610766315851,0.0682947420806086,0.0244771353671319,0.0340508306467419,0.0110703197314646,0.0439048076074755,0.0486840059007616,0.00759766629053674
"AFG",2007,"Male",2038,7.06177546360241,0.412429544410792,0.000143612050851967,0.166745349379372,0,0.0706579801041271,0.0647699924382434,0.0346387970774247,0.0306179742834918,0.0695647299710976,0.0249321186472004,0.0142323191437168,0.0112361239923971,0.0447277755981835,0.049579287524264,0.00572439537883788
"AFG",2008,"Male",2143,7.29206318117468,0.411937730236386,0.000164918518015857,0.169026612383184,0,0.0701266515357476,0.0643669049248796,0.0344238647987395,0.0304249166487846,0.0691312157828885,0.0247763872829283,0.0202600845220357,0.0111220758290276,0.0444548603736298,0.0492579091298777,0.000525868033875908
"AFG",2009,"Male",2378,7.60394907548009,0.385664826225143,0.000179064442508973,0.160613942929214,0,0.0652673400844054,0.0599932301738238,0.0320849805508112,0.0283556107351499,0.0644337623854542,0.0230925307334,0.0806494138613028,0.0103270569898461,0.0414397825375537,0.0459000622152275,0.00199839613616107
"AFG",2010,"Male",2610,7.93407120831394,0.400102113310851,0.000199730044826934,0.144084428470625,0,0.0644865503438908,0.059379240711036,0.0317555067757426,0.0280652304355424,0.0637772991879874,0.0228572626630254,0.0817825367798345,0.010194377320543,0.0410241318052467,0.0454260289865054,0.0068655631643431
"AFG",2011,"Male",2855,8.28299825510471,0.406072451588081,0.000220089211565282,0.140919791319508,0,0.0648134049490648,0.060187399657331,0.032181635095726,0.0284452565402466,0.064641077632938,0.0231676130786535,0.0797164486693888,0.0103250368354155,0.0415896666760217,0.0460415326535264,0.00167859609253374
"AFG",2012,"Male",3125,8.55272973992114,0.409513051694506,0.000240770285372656,0.134129055012921,0,0.0647820285938294,0.0609891684415434,0.032599651154033,0.0288212117053525,0.0654931854825485,0.0234745440028841,0.0750382065527056,0.0104739097875883,0.0421515015726963,0.0466551652220883,0.00563855049193283
"AFG",2013,"Male",3450,9.04004740215697,0.415900901930125,0.00024473497841412,0.123425990871094,0,0.0654459897583794,0.0631804508768812,0.0337526913476487,0.0298486392979441,0.067821318115571,0.0243117995156231,0.0707555384844762,0.0108807914859052,0.0436699279855707,0.0483281270911168,0.00243309826125041
"AFG",2014,"Male",3759,9.48025176160635,0.393736197209066,0.000231240055071345,0.112164670390367,0,0.0633362367833586,0.063407520198576,0.0338488398498271,0.0299418719959912,0.0680226597561197,0.0243878877523653,0.0997544915262314,0.0109606350564504,0.0438255536139673,0.0484920598591647,0.00789013595344464
"AFG",2015,"Male",4015,9.72792474661756,0.381572088293345,0.000222195415866032,0.0963097728709589,0,0.0618615026784635,0.0642342561261634,0.0342632954438339,0.0303181675244837,0.0688669221796408,0.0246948462924478,0.127049709472551,0.0111485899510713,0.0443975612345731,0.0491173146984132,0.00594377781819026
"AFG",2016,"Male",4196,9.92306503571147,0.384874597197755,0.000447152872865,0.081861468927225,0,0.0629293403156306,0.0679882915250312,0.0362347868225307,0.0320736879465412,0.0728419206362378,0.0261252369774683,0.122875385687144,0.0118468512558405,0.0469922923452807,0.0519804275565565,0.00092855993389393
"AFG",2017,"Male",4360,10.0169838160233,0.432572101974147,0.000508142364101344,0.0810700309326605,0,0.0719952355303099,0.0805731917142138,0.0429033706992092,0.0379891363192443,0.0862660914454181,0.0309459967382654,0,0.0141005659310555,0.0556942826959397,0.06159495847612,0.00378689517931672
