"ISO3","Year","Sex","TB","TBlo","TBup","TBre","TBreLo","TBreUp"
"AFG",2000,"Both",274.669889681756,0,2679.089365567,204.356701612934,0,2679.089365567
"AFG",2001,"Both",263.714667322352,0,2555.63731426393,196.205924294772,0,2555.63731426393
"AFG",2002,"Both",250.451127948618,0,2407.67075122638,186.337739757817,0,2407.67075122638
"AFG",2003,"Both",266.829785040112,0,2569.14387203542,198.523598003652,0,2569.14387203542
"AFG",2004,"Both",247.315321337847,0,2357.29368088146,184.004673339017,0,2357.29368088146
"AFG",2005,"Both",235.355529401777,0,2226.98074790275,175.106487830371,0,2226.98074790275
"AFG",2006,"Both",219.65857797886,0,2061.90580537361,163.427824319505,0,2061.90580537361
"AFG",2007,"Both",204.793190820535,0,1909.06889940683,152.367851595924,0,1909.06889940683
"AFG",2008,"Both",218.475370209594,0,2042.58399398502,162.547507815464,0,2042.58399398502
"AFG",2009,"Both",245.901881923492,0,2315.69951609126,182.953062560051,0,2315.69951609126
"AFG",2010,"Both",243.710540380534,0,2288.55645224369,181.322686073046,0,2288.55645224369
"AFG",2011,"Both",258.67364372202,0,2434.57485967118,192.455360456455,0,2434.57485967118
"AFG",2012,"Both",269.282113113053,0,2535.9477126661,200.34815065789,0,2535.9477126661
"AFG",2013,"Both",271.354625017732,0,2550.47383589943,201.890116897377,0,2550.47383589943
"AFG",2014,"Both",279.057325730653,0,2621.77568822535,207.620990831266,0,2621.77568822535
"AFG",2015,"Both",263.412517487186,0,2458.60750279361,195.981122283241,0,2458.60750279361
"AFG",2016,"Both",231.53496256877,0,2141.61312330833,172.26395406306,0,2141.61312330833
"AFG",2017,"Both",209.554715549178,0,1932.01132605558,155.910465929514,0,1932.01132605558
"AFG",2018,"Both",209.538519931258,0,1931.7878125574,155.898416253947,0,1931.7878125574
"AFG",2019,"Both",192.063063784173,0,1775.63981629279,142.896530311767,0,1775.63981629279
"AFG",2020,"Both",192.063063784173,0,1775.63981629279,142.896530311767,0,1775.63981629279
"AFG",2021,"Both",192.063063784173,0,1775.63981629279,142.896530311767,0,1775.63981629279
"AGO",2000,"Both",30.8644830762355,0,865.2132826881,287.329727747924,0,865.2132826881
"AGO",2001,"Both",29.5250790976248,0,815.552600439504,274.860684298608,0,815.552600439504
"AGO",2002,"Both",26.0783158149499,0,709.030735921423,242.773396357476,0,709.030735921423
"AGO",2003,"Both",24.8155613831012,0,671.564176993949,231.017913972789,0,671.564176993949
"AGO",2004,"Both",29.6802032061474,0,813.178226917238,276.304796217113,0,813.178226917238
"AGO",2005,"Both",32.7427199955435,0,910.233373471235,304.814980986646,0,910.233373471235
"AGO",2006,"Both",25.0831204988648,0,600.411882143489,233.508728016195,0,600.411882143489
"AGO",2007,"Both",40.0196008132622,0,1048.64382865943,372.558353815613,0,1048.64382865943
"AGO",2008,"Both",34.5582373591975,0,993.904332174579,321.716352978889,0,993.904332174579
"AGO",2009,"Both",47.2071130440476,0,1244.52637807566,439.469758984882,0,1244.52637807566
"AGO",2010,"Both",39.7646010575979,0,1158.01700805295,370.184459842086,0,1158.01700805295
"AGO",2011,"Both",45.0609593058743,0,1184.40095952123,419.490361702554,0,1184.40095952123
"AGO",2012,"Both",38.4353771920586,0,1122.48696854113,357.810187107381,0,1122.48696854113
"AGO",2013,"Both",35.3697850718987,0,1024.587007377,329.271372862703,0,1024.587007377
"AGO",2014,"Both",41.1425409326483,0,1193.35806066483,383.012249252097,0,1193.35806066483
"AGO",2015,"Both",38.808458050316,0,1112.2773325486,361.283344949234,0,1112.2773325486
"AGO",2016,"Both",41.4457735329519,0,1180.74721512596,385.835161927297,0,1180.74721512596
"AGO",2017,"Both",48.0541158604684,0,1368.23266828501,447.354844506728,0,1368.23266828501
"AGO",2018,"Both",46.3796002651709,0,1200.91040716771,431.766113961086,0,1200.91040716771
"AGO",2019,"Both",42.4868193714436,0,1094.56788720096,395.526670986683,0,1094.56788720096
"AGO",2020,"Both",42.4868193714436,0,1094.56788720096,395.526670986683,0,1094.56788720096
"AGO",2021,"Both",42.4868193714436,0,1094.56788720096,395.526670986683,0,1094.56788720096
"AIA",2000,"Both",0,0,0.0993212314950295,0,0,0.0993212314950295
"AIA",2001,"Both",0,0,0.101945853837414,0,0,0.101945853837414
"AIA",2002,"Both",0,0,0.103416333790637,0,0,0.103416333790637
"AIA",2003,"Both",0,0,0.104874490859725,0,0,0.104874490859725
"AIA",2004,"Both",0,0,0.106311674916767,0,0,0.106311674916767
"AIA",2005,"Both",0,0,0.10440210383363,0,0,0.10440210383363
"AIA",2006,"Both",0,0,0.108745965191309,0,0,0.108745965191309
"AIA",2007,"Both",0,0,0.109824800601107,0,0,0.109824800601107
"AIA",2008,"Both",0,0,0.106171013088171,0,0,0.106171013088171
"AIA",2009,"Both",0,0,0.106573802688112,0,0,0.106573802688112
"AIA",2010,"Both",0,0,0.0736286241690138,0,0,0.0736286241690138
"AIA",2011,"Both",0,0,0.113532061787484,0,0,0.113532061787484
"AIA",2012,"Both",0,0,0.114358226875894,0,0,0.114358226875894
"AIA",2013,"Both",0,0,0.11498281374571,0,0,0.11498281374571
"AIA",2014,"Both",0,0,0,0,0,0
"AIA",2015,"Both",0,0,0.12114737944419,0,0,0.12114737944419
"AIA",2016,"Both",0,0,0.122577822133749,0,0,0.122577822133749
"AIA",2017,"Both",0,0,0.114096710062248,0,0,0.114096710062248
"AIA",2018,"Both",0,0,0.125369365834283,0,0,0.125369365834283
"AIA",2019,"Both",0,0,0.115479242893724,0,0,0.115479242893724
"AIA",2020,"Both",0,0,0.115479242893724,0,0,0.115479242893724
"AIA",2021,"Both",0,0,0.115479242893724,0,0,0.115479242893724
"ALB",2000,"Both",1.93877654696129,0.0756567535130137,4.00940656107079,0.214856028360883,0,3.93374980755778
"ALB",2001,"Both",1.73737126458699,0.23367841176379,3.2410641174102,0.19253621083236,0,3.00738570564641
"ALB",2002,"Both",1.68315857305176,0.0900210777758276,3.4162685938786,0.18652833770941,0,3.32624751610277
"ALB",2003,"Both",1.59965053444827,0.0166422742864978,3.42944528556963,0.177273941986408,0,3.41280301128313
"ALB",2004,"Both",2.21868145270458,0.0159764656921129,4.77540446549373,0.245875206943888,0,4.75942799980162
"ALB",2005,"Both",1.01433232822275,0,2.37524961728281,0.112408733859458,0,2.37524961728281
"ALB",2006,"Both",0.902938267513493,0,2.22486916852335,0.100063997517482,0,2.22486916852335
"ALB",2007,"Both",1.33285961599536,0,4.69709098916565,0.14770806095321,0,4.69709098916565
"ALB",2008,"Both",1.34016234710251,0,3.67649507746248,0.148517352665176,0,3.67649507746248
"ALB",2009,"Both",0.416967918505306,0,1.25899790054999,0.0462085604293047,0,1.25899790054999
"ALB",2010,"Both",0.731439240609807,0,3.97694087319791,0.0810584037133638,0,3.97694087319791
"ALB",2011,"Both",0.726618934706078,0,3.95073217329824,0.0805242153994598,0,3.95073217329824
"ALB",2012,"Both",0.723018840066224,0,3.93115793840303,0.0801252514075541,0,3.93115793840303
"ALB",2013,"Both",0.720462549571778,0,3.91725901751224,0.0798419622270851,0,3.91725901751224
"ALB",2014,"Both",0.718606429103084,0,3.90716702225027,0.0796362661813616,0,3.90716702225027
"ALB",2015,"Both",0.717171601583975,0,3.89936565764662,0.0794772579963037,0,3.89936565764662
"ALB",2016,"Both",0.716155089679117,0,3.89383873549875,0.0793646077223657,0,3.89383873549875
