"ISO3","Year","Sex","Measles","epi_meas"
"BWA",2017,"Both",0,0
"BWA",2018,"Both",0,0
"BWA",2019,"Both",0,0
"BWA",2020,"Both",0,0
"BWA",2021,"Both",0,0
"CAF",2000,"Both",1.17288988416998,2.38537890130671
"CAF",2001,"Both",0,0
"CAF",2002,"Both",1.25892913247676,-0.583826898590046
"CAF",2003,"Both",0,0
"CAF",2004,"Both",1.35127993001687,-0.798190132520072
"CAF",2005,"Both",1.39996554699681,-0.345847986610156
"CAF",2006,"Both",1.45040527076697,0.392251818466427
"CAF",2007,"Both",1.50266230049829,8.77479493674536
"CAF",2008,"Both",1.5568021123812,5.79659811802651
"CAF",2009,"Both",0,0
"CAF",2010,"Both",1.6710038676521,21.7300257191399
"CAF",2011,"Both",1.73120890175744,3.25501336539344
"CAF",2012,"Both",1.79358307873658,-0.393910212868968
"CAF",2013,"Both",1.8582045512038,21.0865414662523
"CAF",2014,"Both",1.92515428755426,-0.99943383429193
"CAF",2015,"Both",1.99451617341455,2.85382243055884
"CAF",2016,"Both",0,0
"CAF",2017,"Both",0,0
"CAF",2018,"Both",2.21795957665618,4.52412969488923
"CAF",2019,"Both",2.29787102063414,3.102887722652
"CAF",2020,"Both",2.38066161486617,9.36097466137895
"CAF",2021,"Both",0,0
"CAN",2000,"Both",0,0
"CAN",2001,"Both",0,0
"CAN",2002,"Both",0,0
"CAN",2003,"Both",0,0
"CAN",2004,"Both",0,0
"CAN",2005,"Both",0,0
"CAN",2006,"Both",0,0
"CAN",2007,"Both",0,0
"CAN",2008,"Both",0,0
"CAN",2009,"Both",0,0
"CAN",2010,"Both",0,0
"CAN",2011,"Both",0,0
"CAN",2012,"Both",0,0
"CAN",2013,"Both",0,0
"CAN",2014,"Both",0,0
"CAN",2015,"Both",0,0
"CAN",2016,"Both",0,0
"CAN",2017,"Both",0,0
"CAN",2018,"Both",0,0
"CAN",2019,"Both",0,0
"CAN",2020,"Both",0,0
"CAN",2021,"Both",0,0
"CHE",2000,"Both",0,0
"CHE",2001,"Both",0,0
"CHE",2002,"Both",0,0
"CHE",2003,"Both",0,0
"CHE",2004,"Both",0,0
"CHE",2005,"Both",0,0
"CHE",2006,"Both",0,0
"CHE",2007,"Both",0,0
"CHE",2008,"Both",0,0
"CHE",2009,"Both",0,0
"CHE",2010,"Both",0,0
"CHE",2011,"Both",0,0
"CHE",2012,"Both",0,0
"CHE",2013,"Both",0,0
"CHE",2014,"Both",0,0
"CHE",2015,"Both",0,0
"CHE",2016,"Both",0,0
"CHE",2017,"Both",0,0
