"ISO3","Year","Sex","epi_colvio","epi_natdis","CollectVio","NatDis"
"BLR",2021,"Male",0,0,0,0
"BLZ",2000,"Male",0,0,0,0
"BLZ",2001,"Male",0,0,0,0
"BLZ",2002,"Male",0,0,0,0
"BLZ",2003,"Male",0,0,0,0
"BLZ",2004,"Male",0,0,0,0
"BLZ",2005,"Male",0,0,0,0
"BLZ",2006,"Male",0,0,0,0
"BLZ",2007,"Male",0,0,0,0
"BLZ",2008,"Male",0,0,0,0
"BLZ",2009,"Male",0,0,0,0
"BLZ",2010,"Male",0,0,0,0
"BLZ",2011,"Male",0,0,0,0
"BLZ",2012,"Male",0,0,0,0
"BLZ",2013,"Male",0,0,0,0
"BLZ",2014,"Male",0,0,0,0
"BLZ",2015,"Male",0,0,0,0
"BLZ",2016,"Male",0,0,0,0
"BLZ",2017,"Male",0,0,0,0
"BLZ",2018,"Male",0,0,0,0
"BLZ",2019,"Male",0,0,0,0
"BLZ",2020,"Male",0,0,0,0
"BLZ",2021,"Male",0,0,0,0
"BOL",2000,"Male",0,0,0.0635441094636917,1.20121562480927
"BOL",2001,"Male",0,0,0,1.63531291484833
"BOL",2002,"Male",0,0,0,4.86762142181396
"BOL",2003,"Male",0,0,0,4.71300888061523
"BOL",2004,"Male",0,0,0,1.35913872718811
"BOL",2005,"Male",0,0,0,0
"BOL",2006,"Male",0,0,0,0.975139141082764
"BOL",2007,"Male",0,0,0,2.56442642211914
"BOL",2008,"Male",0,0,0,2.26735520362854
"BOL",2009,"Male",0,0,0,0
"BOL",2010,"Male",0,0,0,1.14299714565277
"BOL",2011,"Male",0,0,0,2.84864377975464
"BOL",2012,"Male",0,0,0,0.485854059457779
"BOL",2013,"Male",0,0,0,3.3227550983429
"BOL",2014,"Male",0,0,0,4.8359842300415
"BOL",2015,"Male",0,0,0,1.43102085590363
"BOL",2016,"Male",0,0,0,0.140375182032585
"BOL",2017,"Male",0,0,0,0
"BOL",2018,"Male",0,0,0,0.518493592739105
"BOL",2019,"Male",0,0,0,3.15779113769531
"BOL",2020,"Male",0,0,0,0.834434568881989
"BOL",2021,"Male",0,0,0.154623553156853,1.39734828472137
"BRA",2000,"Male",0,0,0,0
"BRA",2001,"Male",0,0,0,0
"BRA",2002,"Male",0,0,0,0
"BRA",2003,"Male",0,0,0,0
"BRA",2004,"Male",0,0,0,0
"BRA",2005,"Male",0,0,0,0
"BRA",2006,"Male",0,0,0,0
"BRA",2007,"Male",0,0,0,0
"BRA",2008,"Male",0,0,0,0
"BRA",2009,"Male",0,0,0,0
"BRA",2010,"Male",0,0,0,0
"BRA",2011,"Male",0,0,0,0
"BRA",2012,"Male",0,0,0,0
"BRA",2013,"Male",0,0,0,0
"BRA",2014,"Male",0,0,0,0
"BRA",2015,"Male",0,0,0,0
"BRA",2016,"Male",0,0,0,0
"BRA",2017,"Male",0,0,0,0
"BRA",2018,"Male",0,0,0,0
"BRA",2019,"Male",0,0,0,0
"BRA",2020,"Male",0,0,0,0
"BRA",2021,"Male",0,0,0,0
"BRB",2000,"Male",0,0,0,0
"BRB",2001,"Male",0,0,0,0
"BRB",2002,"Male",0,0,0,0
"BRB",2003,"Male",0,0,0,0
"BRB",2004,"Male",0,0,0,0
"BRB",2005,"Male",0,0,0,0
"BRB",2006,"Male",0,0,0,0
"BRB",2007,"Male",0,0,0,0
"BRB",2008,"Male",0,0,0,0
"BRB",2009,"Male",0,0,0,0
"BRB",2010,"Male",0,0,0,0
"BRB",2011,"Male",0,0,0,0
"BRB",2012,"Male",0,0,0,0
"BRB",2013,"Male",0,0,0,0
"BRB",2014,"Male",0,0,0,0
"BRB",2015,"Male",0,0,0,0
"BRB",2016,"Male",0,0,0,0
"BRB",2017,"Male",0,0,0,0
"BRB",2018,"Male",0,0,0,0
"BRB",2019,"Male",0,0,0,0
"BRB",2020,"Male",0,0,0,0
"BRB",2021,"Male",0,0,0,0
"BRN",2000,"Male",0,0,0,0
"BRN",2001,"Male",0,0,0,0
"BRN",2002,"Male",0,0,0,0
"BRN",2003,"Male",0,0,0,0
"BRN",2004,"Male",0,0,0,0
"BRN",2005,"Male",0,0,0,0
"BRN",2006,"Male",0,0,0,0
"BRN",2007,"Male",0,0,0,0
"BRN",2008,"Male",0,0,0,0
"BRN",2009,"Male",0,0,0,0
"BRN",2010,"Male",0,0,0,0
"BRN",2011,"Male",0,0,0,0
"BRN",2012,"Male",0,0,0,0
"BRN",2013,"Male",0,0,0,0
"BRN",2014,"Male",0,0,0,0
"BRN",2015,"Male",0,0,0,0
"BRN",2016,"Male",0,0,0,0
"BRN",2017,"Male",0,0,0,0
"BRN",2018,"Male",0,0,0,0
"BRN",2019,"Male",0,0,0,0
"BRN",2020,"Male",0,0,0,0
"BRN",2021,"Male",0,0,0,0
"BTN",2000,"Male",0,0,0,9.26507949829102
"BTN",2001,"Male",0,0,0,0
"BTN",2002,"Male",0,0,0,0
"BTN",2003,"Male",0,0,0,0
"BTN",2004,"Male",0,0,0,0
"BTN",2005,"Male",0,0,0,0
"BTN",2006,"Male",0,0,0,0
"BTN",2007,"Male",0,0,0,0
"BTN",2008,"Male",0,0,0,0
"BTN",2009,"Male",0,0,0,1.49735581874847
"BTN",2010,"Male",0,0,0,0
"BTN",2011,"Male",0,0,0,0.0381723865866661
"BTN",2012,"Male",0,0,0,0
"BTN",2013,"Male",0,0,0,0
"BTN",2014,"Male",0,0,0,0
"BTN",2015,"Male",0,0,0,0
