"ISO3","Year","Sex","HIV"
"ARM",2017,"Female",0.09164
"ARM",2018,"Female",0.0699411764705882
"ARM",2019,"Female",0.05745
"ARM",2020,"Female",0.0532147058823529
"ARM",2021,"Female",0.07015
"AUS",2000,"Female",0.0129393939393939
"AUS",2001,"Female",0.0121463101604278
"AUS",2002,"Female",0.012388418079096
"AUS",2003,"Female",0.0201113450292398
"AUS",2004,"Female",0.0314692215568862
"AUS",2005,"Female",0.0387579268292683
"AUS",2006,"Female",0.0388901234567901
"AUS",2007,"Female",0.03733125
"AUS",2008,"Female",0.0468317610062893
"AUS",2009,"Female",0.0608424050632911
"AUS",2010,"Female",0.0602352229299363
"AUS",2011,"Female",0.0478019230769231
"AUS",2012,"Female",0.0430951948051948
"AUS",2013,"Female",0.0364838157894737
"AUS",2014,"Female",0.0279860135135135
"AUS",2015,"Female",0.0210057931034483
"AUS",2016,"Female",0.0145634042553191
"AUS",2017,"Female",0.0114895652173913
"AUS",2018,"Female",0.00938622222222222
"AUS",2019,"Female",0.0068609022556391
"AUS",2020,"Female",0.00543893129770992
"AUS",2021,"Female",0.00716372093023256
"AUT",2000,"Female",0.0245205633802817
"AUT",2001,"Female",0.038052972972973
"AUT",2002,"Female",0.0355642105263158
"AUT",2003,"Female",0.00731236842105263
"AUT",2004,"Female",0.0064128
"AUT",2005,"Female",0.00629
"AUT",2006,"Female",0.00641268656716418
"AUT",2007,"Female",0.00653
"AUT",2008,"Female",0.00644169491525424
"AUT",2009,"Female",0.00582214285714286
"AUT",2010,"Female",0.00622528301886792
"AUT",2011,"Female",0.00770204081632653
"AUT",2012,"Female",0.0157041304347826
"AUT",2013,"Female",0.01662
"AUT",2014,"Female",0.0127392857142857
"AUT",2015,"Female",0.01453725
"AUT",2016,"Female",0.0222446153846154
"AUT",2017,"Female",0.0281579487179487
"AUT",2018,"Female",0.0282738461538462
"AUT",2019,"Female",0.0268061538461538
"AUT",2020,"Female",0.0159858974358974
"AUT",2021,"Female",0.0112547368421053
"AZE",2000,"Female",0.261842642487047
"AZE",2001,"Female",0.364753861386139
"AZE",2002,"Female",0.472697203791469
"AZE",2003,"Female",0.600157981651376
"AZE",2004,"Female",0.751266820276498
"AZE",2005,"Female",0.852941176470588
"AZE",2006,"Female",0.935483870967742
"AZE",2007,"Female",0.988235294117647
"AZE",2008,"Female",0.9034965
"AZE",2009,"Female",0.785080779220779
"AZE",2010,"Female",0.672983265306122
"AZE",2011,"Female",0.579954642857143
"AZE",2012,"Female",0.518357142857143
"AZE",2013,"Female",0.499864603174603
"AZE",2014,"Female",0.476646
"AZE",2015,"Female",0.478343652173913
"AZE",2016,"Female",0.422439279279279
"AZE",2017,"Female",0.397745185185185
"AZE",2018,"Female",0.382506
"AZE",2019,"Female",0.37689431372549
"AZE",2020,"Female",0.411042772277228
"AZE",2021,"Female",0.545466363636364
"BDI",2000,"Female",66.0096525096525
"BDI",2001,"Female",78.5978578383642
"BDI",2002,"Female",94.219596258001
"BDI",2003,"Female",111.952853598015
"BDI",2004,"Female",124.141772151899
"BDI",2005,"Female",124.591556728232
"BDI",2006,"Female",122.060758082497
"BDI",2007,"Female",117.858989424207
"BDI",2008,"Female",105.027322404372
"BDI",2009,"Female",88.8373531230674
"BDI",2010,"Female",78.4423440453686
"BDI",2011,"Female",68.4121794871795
"BDI",2012,"Female",62.162091503268
"BDI",2013,"Female",54.142
"BDI",2014,"Female",50.8666666666667
"BDI",2015,"Female",49.3968253968254
"BDI",2016,"Female",44.0160278745645
"BDI",2017,"Female",37.6552686671319
"BDI",2018,"Female",33.091225626741
"BDI",2019,"Female",29.4892733564014
"BDI",2020,"Female",26.0782429649966
"BDI",2021,"Female",20.9262295081967
"BEL",2000,"Female",0.0311683720930233
"BEL",2001,"Female",0.0243970238095238
"BEL",2002,"Female",0.0196817283950617
"BEL",2003,"Female",0.0181253164556962
"BEL",2004,"Female",0.01715
"BEL",2005,"Female",0.0171363636363636
"BEL",2006,"Female",0.0168272727272727
"BEL",2007,"Female",0.0167355263157895
"BEL",2008,"Female",0.01704
"BEL",2009,"Female",0.0180741666666667
"BEL",2010,"Female",0.0162379411764706
"BEL",2011,"Female",0.0153855384615385
"BEL",2012,"Female",0.0158429508196721
"BEL",2013,"Female",0.0168051724137931
"BEL",2014,"Female",0.0157831578947368
"BEL",2015,"Female",0.0159192727272727
"BEL",2016,"Female",0.0155518518518519
"BEL",2017,"Female",0.0160471698113208
"BEL",2018,"Female",0.0158094339622642
"BEL",2019,"Female",0.0175384615384615
"BEL",2020,"Female",0.0238778431372549
"BEL",2021,"Female",0.0328348
"BEN",2000,"Female",14.5141242937853
"BEN",2001,"Female",14.6466302367942
"BEN",2002,"Female",14.8740088105727
"BEN",2003,"Female",15.9052092228864
"BEN",2004,"Female",17.6521739130435
"BEN",2005,"Female",20.2693266832918
"BEN",2006,"Female",24.2658333333333
"BEN",2007,"Female",28.7863105175292
"BEN",2008,"Female",30.5514950166113
"BEN",2009,"Female",18.046357615894
"BEN",2010,"Female",16.4551386623165
"BEN",2011,"Female",18.4704
"BEN",2012,"Female",19.9803149606299
"BEN",2013,"Female",20.9696261682243
"BEN",2014,"Female",29.183500385505
"BEN",2015,"Female",31.3726090283091
"BEN",2016,"Female",33.0144927536232
"BEN",2017,"Female",33.527397260274
"BEN",2018,"Female",35.4435178165277
"BEN",2019,"Female",36.9283018867925
"BEN",2020,"Female",31.7673716012085
"BEN",2021,"Female",33.9532780708365
"BFA",2000,"Female",49.0616332819723
"BFA",2001,"Female",58.8711749149981
"BFA",2002,"Female",71.6924219910847
"BFA",2003,"Female",83.2418587632638
"BFA",2004,"Female",89.3236994219653
"BFA",2005,"Female",91.4634146341463
"BFA",2006,"Female",85.3502501786991
"BFA",2007,"Female",77.1875
"BFA",2008,"Female",74.2161969318587
"BFA",2009,"Female",65.4902170046247
"BFA",2010,"Female",57.9219581411848
"BFA",2011,"Female",51.8233002832861
"BFA",2012,"Female",42.6502828854314
"BFA",2013,"Female",39.6547576936682
"BFA",2014,"Female",38.0733002832861
"BFA",2015,"Female",34.8803691870785
"BFA",2016,"Female",32.3485714285714
"BFA",2017,"Female",30.6129032258065
"BFA",2018,"Female",28.1870503597122
"BFA",2019,"Female",23.0515052593399
"BFA",2020,"Female",24.9298436932025
"BFA",2021,"Female",21.314055636896
"BGD",2000,"Female",0.035783086534012
"BGD",2001,"Female",0.0477989839572193
