"ISO3","Year","Sex","epi_colvio","epi_natdis","CollectVio","NatDis"
"BEL",2007,"Both",0,0,0,0
"BEL",2008,"Both",0,0,0,0
"BEL",2009,"Both",0,0,0,0
"BEL",2010,"Both",0,0,0,0
"BEL",2011,"Both",0,0,0,0
"BEL",2012,"Both",0,0,0,0
"BEL",2013,"Both",0,0,0,0
"BEL",2014,"Both",0,0,0,0
"BEL",2015,"Both",0,0,0,0
"BEL",2016,"Both",0,0,0,0
"BEL",2017,"Both",0,0,0,0
"BEL",2018,"Both",0,0,0,0
"BEL",2019,"Both",0,0,0,0
"BEL",2020,"Both",0,0,0,0
"BEL",2021,"Both",0,0,0,0
"BEN",2000,"Both",0,0,0.0285072885453701,0
"BEN",2001,"Both",0,0,0.0846128016710281,0
"BEN",2002,"Both",0,0,0,0
"BEN",2003,"Both",0,0,0,0
"BEN",2004,"Both",0,0,0,0
"BEN",2005,"Both",0,0,0,0
"BEN",2006,"Both",0,0,0,0
"BEN",2007,"Both",0,0,0.0573147647082806,0.406542420387268
"BEN",2008,"Both",0,0,0,0.922258257865906
"BEN",2009,"Both",0,0,0.0285957511514425,0.46946382522583
"BEN",2010,"Both",0,0,0,2.37192869186401
"BEN",2011,"Both",0,0,0,0
"BEN",2012,"Both",0,0,0,0.348589688539505
"BEN",2013,"Both",0,0,0,0
"BEN",2014,"Both",0,0,0,0
"BEN",2015,"Both",0,0,0.0561960004270077,0
"BEN",2016,"Both",0,0,0.308231234550476,0
"BEN",2017,"Both",0,0,0.223789557814598,0
"BEN",2018,"Both",0,0,0.17184229195118,0
"BEN",2019,"Both",0,0,0.242584645748138,0
"BEN",2020,"Both",0,0,0.243276089429855,0
"BEN",2021,"Both",0,0,0.244082778692245,0
"BFA",2000,"Both",0,0,0.0302291475236416,0
"BFA",2001,"Both",0,0,0,0
"BFA",2002,"Both",0,0,3.17952942848206,0
"BFA",2003,"Both",0,0,0.0300007928162813,0
"BFA",2004,"Both",0,0,0.0901287347078323,0
"BFA",2005,"Both",0,0,0,0
"BFA",2006,"Both",0,0,0.0599699951708317,0
"BFA",2007,"Both",0,0,0,5.35889911651611
"BFA",2008,"Both",0,0,0.209936574101448,0.608193516731262
"BFA",2009,"Both",0,0,0,0.914855241775513
"BFA",2010,"Both",0,0,0.0301273539662361,1.59860873222351
"BFA",2011,"Both",0,0,0.241038993000984,0
"BFA",2012,"Both",0,0,0.181154638528824,1.20529508590698
"BFA",2013,"Both",0,0,0.212023302912712,0.0843021869659424
"BFA",2014,"Both",0,0,0.881507754325867,0
"BFA",2015,"Both",0,0,0.426965177059174,0.343076050281525
"BFA",2016,"Both",0,0,1.37543308734894,0.647723078727722
"BFA",2017,"Both",0,0,2.35961723327637,0.195557668805122
"BFA",2018,"Both",0,0,6.60440063476562,0
"BFA",2019,"Both",0,0,44.3478202819824,0
"BFA",2020,"Both",0,0,38.6119651794434,0
"BFA",2021,"Both",0,0,29.8757438659668,0
"BGD",2000,"Both",0,0,2.75444912910461,12.169620513916
"BGD",2001,"Both",0,0,1.60048842430115,22.6368274688721
"BGD",2002,"Both",0,0,0.152437373995781,14.223484992981
"BGD",2003,"Both",0,0,0.200121253728867,16.3718147277832
"BGD",2004,"Both",0,0,1.25723958015442,55.8335456848145
"BGD",2005,"Both",0,0,1.94553756713867,18.3450374603271
"BGD",2006,"Both",0,0,2.30256533622742,13.8436594009399
"BGD",2007,"Both",0,0,0.427061021327972,438.193237304688
"BGD",2008,"Both",0,0,0.305775880813599,4.73485422134399
"BGD",2009,"Both",0,0,0.233380973339081,18.1801013946533
"BGD",2010,"Both",0,0,0,8.74407958984375
"BGD",2011,"Both",0,0,0,3.03325295448303
"BGD",2012,"Both",0,0,0,17.2565097808838
"BGD",2013,"Both",0,0,12.3474216461182,4.31313371658325
"BGD",2014,"Both",0,0,5.85846900939941,4.055832862854
"BGD",2015,"Both",0,0,7.98208856582642,11.9725437164307
"BGD",2016,"Both",0,0,4.66955327987671,11.670205116272
"BGD",2017,"Both",0,0,2.16195750236511,20.1559524536133
"BGD",2018,"Both",0,0,3.47953963279724,3.90557909011841
"BGD",2019,"Both",0,0,6.12529516220093,8.56534767150879
